# generated by scripts/stat-model.py from awakened-poe-trade@ce551eb7 renderer/public/data/en/stats.ndjson, ../trade-query/data/stats-2026-09-12.json, ../trade-query/data/stat-collisions.csv, ../repoe/data/trade-stat-map.csv
trade_id,category,capture_text,capture_option,apt_carries,apt_ref,apt_container,apt_group_strat,apt_ids_in_category,apt_ref_equals_capture_text,collision,collision_size,collision_verdict,repoe_english
explicit.stat_3859593448,explicit,#% reduced Elemental Damage Taken while stationary,,yes,#% reduced Elemental Damage Taken while stationary,plain,,1,yes,no,,,yes
explicit.stat_3859865977,explicit,Precision has #% increased Mana Reservation Efficiency,,yes,Precision has #% increased Mana Reservation Efficiency,plain,,1,yes,no,,,yes
explicit.stat_3860179422,explicit,1 Added Passive Skill is Destructive Aspect,,yes,1 Added Passive Skill is Destructive Aspect,plain,,1,yes,no,,,yes
explicit.stat_3860231079,explicit,Removes #% of Life when Used,,yes,Removes #% of Life when Used,plain,,1,yes,no,,,yes
explicit.stat_3860246335,explicit,Ultimatum Rewards in your Maps have #% increased chance to be Essences,,yes,Ultimatum Rewards in your Maps have #% increased chance to be Essences,plain,,1,yes,no,,,yes
explicit.stat_3860869243,explicit,Adds Disciple of Kitava,,yes,Adds Disciple of Kitava,plain,,1,yes,no,,,yes
explicit.stat_3861913659,explicit,#% of Damage Leeched as Life against Cursed Enemies,,yes,#% of Damage Leeched as Life against Cursed Enemies,plain,,1,yes,no,,,yes
explicit.stat_3862876997,explicit,Sulphite Veins and Chests in your Maps have #% chance to also contain an equal amount of Azurite,,yes,Sulphite Veins and Chests in your Maps have #% chance to also contain an equal amount of Azurite,plain,,1,yes,no,,,no
explicit.stat_3864993324,explicit,+# Maximum Energy Shield per Level,,yes,+# Maximum Energy Shield per Level,plain,,1,yes,no,,,yes
explicit.stat_3865186586,explicit,Monsters have #% increased Freeze Duration,,no,,,,,,no,,,yes
explicit.stat_3865389316,explicit,Freezes you inflict spread to other Enemies within # metre,,yes,Freezes you inflict spread to other Enemies within # metre,group,trivial-merge,1,yes,no,,,yes
explicit.stat_3865999868,explicit,+#% Chance to Block Attack Damage while on Consecrated Ground,,yes,+#% Chance to Block Attack Damage while on Consecrated Ground,plain,,1,yes,no,,,yes
explicit.stat_3866432319,explicit,Scarabs dropped in your Maps have #% increased chance to be Blight Scarabs,,yes,Scarabs dropped in your Maps have #% increased chance to be Blight Scarabs,plain,,1,yes,no,,,yes
explicit.stat_3867344930,explicit,Flasks applied to you have #% increased Effect per Level,,yes,Flasks applied to you have #% increased Effect per Level,plain,,1,yes,no,,,yes
explicit.stat_3867887711,explicit,+#% to Damage over Time Multiplier for Ignite from Critical Strikes,,yes,+#% to Damage over Time Multiplier for Ignite from Critical Strikes,plain,,1,yes,no,,,yes
explicit.stat_3868073741,explicit,Imbalanced Guard,,yes,Imbalanced Guard,plain,,1,yes,no,,,yes
explicit.stat_3868184702,explicit,Reflects # Lightning Damage to Melee Attackers,,yes,Reflects # Lightning Damage to Melee Attackers,plain,,1,yes,no,,,yes
explicit.stat_3868443508,explicit,#% increased Damage per Raised Zombie,,yes,#% increased Damage per Raised Zombie,plain,,1,yes,no,,,yes
explicit.stat_3869628136,explicit,"Grants Immunity to Chill for # seconds if used while Chilled
Grants Immunity to Freeze for # seconds if used while Frozen",,yes,"Grants Immunity to Chill for # seconds if used while Chilled
Grants Immunity to Freeze for # seconds if used while Frozen",plain,,1,yes,no,,,yes
explicit.stat_3870984748,explicit,#% increased Quantity of Breach Splinters found in Breach Hands in your Maps,,no,,,,,,no,,,no
explicit.stat_38715141,explicit,Summon Raging Spirit has #% increased Duration,,yes,Summon Raging Spirit has #% increased Duration,plain,,1,yes,no,,,yes
explicit.stat_3872306017,explicit,#% increased Power Charge Duration,,yes,#% increased Power Charge Duration,plain,,1,yes,no,,,yes
explicit.stat_3872380586,explicit,1 Added Passive Skill is Inspired Oppression,,yes,1 Added Passive Skill is Inspired Oppression,plain,,1,yes,no,,,yes
explicit.stat_3872739249|1,explicit,Grants Summon Harbinger of the Arcane Skill,,yes,Grants Summon Harbinger of the Arcane Skill,plain,,1,yes,no,,,yes
explicit.stat_3872739249|10,explicit,Grants Summon Greater Harbinger of Directions Skill,,yes,Grants Summon Greater Harbinger of Directions Skill,plain,,1,yes,no,,,yes
explicit.stat_3872739249|11,explicit,Grants Summon Greater Harbinger of Storms Skill,,yes,Grants Summon Greater Harbinger of Storms Skill,plain,,1,yes,no,,,yes
explicit.stat_3872739249|12,explicit,Grants Summon Greater Harbinger of Brutality Skill,,yes,Grants Summon Greater Harbinger of Brutality Skill,plain,,1,yes,no,,,yes
explicit.stat_3872739249|2,explicit,Grants Summon Harbinger of Time Skill,,yes,Grants Summon Harbinger of Time Skill,plain,,1,yes,no,,,yes
explicit.stat_3872739249|3,explicit,Grants Summon Harbinger of Focus Skill,,yes,Grants Summon Harbinger of Focus Skill,plain,,1,yes,no,,,yes
explicit.stat_3872739249|4,explicit,Grants Summon Harbinger of Directions Skill,,yes,Grants Summon Harbinger of Directions Skill,plain,,1,yes,no,,,yes
explicit.stat_3872739249|5,explicit,Grants Summon Harbinger of Storms Skill,,yes,Grants Summon Harbinger of Storms Skill,plain,,1,yes,no,,,yes
explicit.stat_3872739249|6,explicit,Grants Summon Harbinger of Brutality Skill,,yes,Grants Summon Harbinger of Brutality Skill,plain,,1,yes,no,,,yes
explicit.stat_3872739249|7,explicit,Grants Summon Greater Harbinger of the Arcane Skill,,yes,Grants Summon Greater Harbinger of the Arcane Skill,plain,,1,yes,no,,,yes
explicit.stat_3872739249|8,explicit,Grants Summon Greater Harbinger of Time Skill,,yes,Grants Summon Greater Harbinger of Time Skill,plain,,1,yes,no,,,yes
explicit.stat_3872739249|9,explicit,Grants Summon Greater Harbinger of Focus Skill,,yes,Grants Summon Greater Harbinger of Focus Skill,plain,,1,yes,no,,,yes
explicit.stat_387439868,explicit,#% increased Elemental Damage with Attack Skills,,yes,#% increased Elemental Damage with Attack Skills,plain,,1,yes,no,,,yes
explicit.stat_3874817029,explicit,#% increased Movement Speed while affected by a Magic Abyss Jewel,,yes,#% increased Movement Speed while affected by a Magic Abyss Jewel,plain,,1,yes,no,,,yes
explicit.stat_3875592188,explicit,Movement Speed cannot be modified to below Base Value,,yes,Movement Speed cannot be modified to below Base Value,plain,,1,yes,no,,,yes
explicit.stat_3875792669,explicit,1 Added Passive Skill is Molten One's Mark,,yes,1 Added Passive Skill is Molten One's Mark,plain,,1,yes,no,,,yes
explicit.stat_387596329,explicit,+# seconds to Cat's Stealth Duration,,yes,+# seconds to Cat's Stealth Duration,plain,,1,yes,no,,,yes
explicit.stat_3876876906,explicit,#% chance to receive additional Delirium items when opening a Reward Chest in a Heist,,yes,#% chance to receive additional Delirium items when opening a Reward Chest in a Heist,plain,,1,yes,no,,,yes
explicit.stat_3877259945,explicit,Monsters with Silver Coins drop an additional Rare Item,,no,,,,,,no,,,yes
explicit.stat_3878987051,explicit,Socketed Gems are supported by Level # Cast on Death,,yes,Socketed Gems are supported by Level # Cast on Death,plain,,1,yes,no,,,yes
explicit.stat_3878995435,explicit,You have Greater Skeletal Shrine Buff while affected by no Flasks,,yes,You have Greater Skeletal Shrine Buff while affected by no Flasks,plain,,1,yes,no,,,yes
explicit.stat_3879236300,explicit,Magic Monsters are Maimed,,no,,,,,,no,,,yes
explicit.stat_3879726065,explicit,"Minions have the same maximum number of Endurance, Frenzy and Power Charges as you",,yes,"Minions have the same maximum number of Endurance, Frenzy and Power Charges as you",plain,,1,yes,no,,,yes
explicit.stat_3880462354,explicit,Grants Level # Herald of Ash Skill,,yes,Grants Level # Herald of Ash Skill,plain,,1,yes,no,,,yes
explicit.stat_3881126302,explicit,Cannot be Frozen if Dexterity is higher than Intelligence,,yes,Cannot be Frozen if Dexterity is higher than Intelligence,plain,,1,yes,no,,,yes
explicit.stat_3881647885,explicit,"With at least 40 Intelligence in Radius, Blight inflicts Withered for # seconds",,yes,"With at least 40 Intelligence in Radius, Blight inflicts Withered for # seconds",plain,,1,yes,no,,,yes
explicit.stat_3881737087,explicit,1 Added Passive Skill is Mortifying Aspect,,yes,1 Added Passive Skill is Mortifying Aspect,plain,,1,yes,no,,,yes
explicit.stat_3882531569,explicit,#% increased Physical Damage with Daggers,,yes,#% increased Physical Damage with Daggers,plain,,1,yes,no,,,yes
explicit.stat_3882662078,explicit,# to # Added Physical Damage with Mace or Sceptre Attacks,,yes,# to # Added Physical Damage with Mace or Sceptre Attacks,plain,,1,yes,no,,,yes
explicit.stat_3883691934,explicit,Grants Level # Dash Skill,,yes,Grants Level # Dash Skill,plain,,1,yes,no,,,yes
explicit.stat_3883840239,explicit,Recover #% of Life when you Chill a non-Chilled Enemy,,yes,Recover #% of Life when you Chill a non-Chilled Enemy,plain,,1,yes,no,,,yes
explicit.stat_3884309250,explicit,Area contains a Tormented Embezzler,,no,,,,,,no,,,yes
explicit.stat_3884934810,explicit,Perfect Agony,,yes,Perfect Agony,plain,,1,yes,no,,,yes
explicit.stat_3885184473,explicit,#% chance for one Monster in each of your Maps to drop an additional connected Map,,yes,#% chance for one Monster in each of your Maps to drop an additional connected Map,plain,,1,yes,no,,,no
explicit.stat_3885405204,explicit,Bow Attacks fire # additional Arrows,,yes,Bow Attacks fire # additional Arrows,plain,,1,yes,no,,,yes
explicit.stat_3885409671,explicit,#% of Fire Damage Leeched as Energy Shield,,yes,#% of Fire Damage Leeched as Energy Shield,plain,,1,yes,no,,,yes
explicit.stat_3885634897,explicit,#% chance to Poison on Hit (Local),,yes,#% chance to Poison on Hit,group,select,1,no,no,,,yes
explicit.stat_388617051,explicit,#% increased Charges per use,,yes,#% increased Charges per use,plain,,1,yes,no,,,yes
explicit.stat_388639924,explicit,#% more Physical and Chaos Damage Taken while Sane,,yes,#% more Physical and Chaos Damage Taken while Sane,plain,,1,yes,no,,,yes
explicit.stat_388696990,explicit,Socketed Gems are Supported by Level # Decay,,no,,,,,,yes,2,partly_carried,yes
explicit.stat_388787643,explicit,Scarabs found in your Maps cannot be Harvest Scarabs,,yes,Scarabs found in your Maps cannot be Harvest Scarabs,plain,,1,yes,no,,,no
explicit.stat_3888064854,explicit,#% chance to Ignite during any Flask Effect,,yes,#% chance to Ignite during any Flask Effect,plain,,1,yes,no,,,yes
explicit.stat_3888707953,explicit,#% chance to Trigger Summon Spirit of Akoya on Kill,,yes,#% chance to Trigger Summon Spirit of Akoya on Kill,plain,,1,yes,no,,,yes
explicit.stat_3890287045,explicit,Cannot Block while you have no Energy Shield,,yes,Cannot Block while you have no Energy Shield,plain,,1,yes,no,,,yes
explicit.stat_3892608176,explicit,Trigger Level # Intimidating Cry when you lose Cat's Stealth,,yes,Trigger Level # Intimidating Cry when you lose Cat's Stealth,plain,,1,yes,no,,,yes
explicit.stat_3892691596,explicit,"With a Murderous Eye Jewel Socketed, Melee Attacks grant # Rage on Hit",,yes,"With a Murderous Eye Jewel Socketed, Melee Attacks grant # Rage on Hit",plain,,1,yes,no,,,yes
explicit.stat_3892832319,explicit,#% chance in Heists for Items to drop fully linked,,yes,#% chance in Heists for Items to drop fully linked,plain,,1,yes,no,,,yes
explicit.stat_3893109186,explicit,#% of Spell Damage Leeched as Life if Equipped Shield has at least 30% Chance to Block,,yes,#% of Spell Damage Leeched as Life if Equipped Shield has at least 30% Chance to Block,plain,,1,yes,no,,,yes
explicit.stat_3895393544,explicit,Removes Curses on use,,yes,Removes Curses on use,plain,,1,yes,no,,,yes
explicit.stat_3896241826,explicit,Hits against Nearby Enemies have #% increased Critical Strike Chance,,yes,Hits against Nearby Enemies have #% increased Critical Strike Chance,plain,,1,yes,no,,,yes
explicit.stat_3897054103,explicit,Treats Enemy Monster Chaos Resistance values as inverted,,yes,Treats Enemy Monster Chaos Resistance values as inverted,plain,,1,yes,no,,,yes
explicit.stat_389725673,explicit,Area has patches of Chilled Ground,,no,,,,,,yes,2,partly_carried,yes
explicit.stat_3897433431,explicit,You can apply # additional Curses during Effect,,yes,You can apply # additional Curses during Effect,plain,,1,yes,no,,,yes
explicit.stat_3897451709,explicit,Your Maps contain an additional Legion Encounter,,yes,Area contains an additional Legion Encounter,plain,,1,no,no,,,yes
explicit.stat_3897649208,explicit,#% chance for Amulets to drop as Anointed Talismans instead in your Maps,,no,,,,,,no,,,no
explicit.stat_3898572660,explicit,1 Added Passive Skill is Holy Conquest,,yes,1 Added Passive Skill is Holy Conquest,plain,,1,yes,no,,,yes
explicit.stat_3898799092,explicit,Lose all Power Charges when you Block,,yes,Lose all Power Charges when you Block,plain,,1,yes,no,,,yes
explicit.stat_3898949460,explicit,Bitter Frost,,yes,Bitter Frost,plain,,1,yes,no,,,no
explicit.stat_3899352861,explicit,"#% increased maximum Life, Mana and Global Energy Shield",,yes,"#% increased maximum Life, Mana and Global Energy Shield",plain,,1,yes,no,,,yes
explicit.stat_3900181441,explicit,Area contains an additional Magic Pack of Wealth,,no,,,,,,no,,,yes
explicit.stat_3900284865,explicit,Monsters have +# to Maximum Frenzy Charges,,yes,Monsters have +# to Maximum Frenzy Charges,plain,,1,yes,no,,,yes
explicit.stat_3900877792,explicit,Deal no Physical Damage,,yes,Deal no Physical Damage,plain,,1,yes,no,,,yes
explicit.stat_3901726941,explicit,Passive Skills in Radius also grant #% increased Global Critical Strike Chance,,yes,Passive Skills in Radius also grant #% increased Global Critical Strike Chance,plain,,1,yes,no,,,yes
explicit.stat_3901992019,explicit,1 Added Passive Skill is Arcane Heroism,,yes,1 Added Passive Skill is Arcane Heroism,plain,,1,yes,no,,,yes
explicit.stat_3904501306,explicit,Trigger Level # Poacher's Mark when you Hit a Rare or Unique Enemy and have no Mark,,no,,,,,,yes,3,partly_carried,yes
explicit.stat_3904950119,explicit,"Delirium Fog in your Maps never dissipates
Simulacrum Splinters cannot be found in your Maps
Delirium Encounters in your Maps have no Reward types",,no,,,,,,no,,,no
explicit.stat_3904970959,explicit,1 Added Passive Skill is Insatiable Killer,,yes,1 Added Passive Skill is Insatiable Killer,plain,,1,yes,no,,,yes
explicit.stat_3905327148,explicit,Jolt granted by this Graft grants +#% to Critical Strike Multiplier,,no,,,,,,no,,,no
explicit.stat_3905661226,explicit,#% increased Damage while you have no Frenzy Charges,,yes,#% increased Damage while you have no Frenzy Charges,plain,,1,yes,no,,,yes
explicit.stat_3906150898,explicit,"When you leave your Banner's Area, recover #% of the Valour consumed for that Banner",,yes,"When you leave your Banner's Area, recover #% of the Valour consumed for that Banner",plain,,1,yes,no,,,yes
explicit.stat_3907743910,explicit,Expedition Detonation Chains in your Maps travel #% slower,,yes,Expedition Detonation Chains in your Maps travel #% slower,plain,,1,yes,no,,,no
explicit.stat_3909654181,explicit,"Monsters have #% increased Attack, Cast and Movement Speed",,no,,,,,,no,,,yes
explicit.stat_3909846940,explicit,Item drops on Death if Equipped by an Animated Guardian,,yes,Item drops on Death if Equipped by an Animated Guardian,plain,,1,yes,no,,,yes
explicit.stat_3909952544,explicit,"You have Igniting, Chilling and Shocking Conflux while affected by Glorious Madness",,yes,"You have Igniting, Chilling and Shocking Conflux while affected by Glorious Madness",plain,,1,yes,no,,,yes
explicit.stat_3910756536,explicit,Unaffected by Chill if 2 Redeemer Items are Equipped,,yes,Unaffected by Chill if 2 Redeemer Items are Equipped,plain,,1,yes,no,,,yes
explicit.stat_3910859570,explicit,Implicit Modifier magnitudes are tripled,,yes,Implicit Modifier magnitudes are tripled,plain,,1,yes,no,,,yes
explicit.stat_3910961021,explicit,#% increased Herald of Ice Damage,,yes,#% increased Herald of Ice Damage,plain,,1,yes,no,,,yes
explicit.stat_3913090641,explicit,Minions created Recently have #% increased Critical Hit Chance,,yes,Minions created Recently have #% increased Critical Hit Chance,plain,,1,yes,no,,,yes
explicit.stat_3913265126,explicit,Gain #% of Weapon Physical Damage as Extra Damage of each Element,,yes,Gain #% of Weapon Physical Damage as Extra Damage of each Element,plain,,1,yes,no,,,yes
explicit.stat_3913282911,explicit,+#% to Chaos Damage over Time Multiplier with Attack Skills,,yes,+#% to Chaos Damage over Time Multiplier with Attack Skills,plain,,1,yes,no,,,yes
explicit.stat_3913835403,explicit,Minions convert #% of Physical Damage to Chaos Damage per Empty Socket,,yes,Minions convert #% of Physical Damage to Chaos Damage per Empty Socket,plain,,1,yes,no,,,yes
explicit.stat_3913936991,explicit,#% of Damage taken from Stunning Hits is Recovered as Life,,yes,#% of Damage taken from Stunning Hits is Recovered as Life,plain,,1,yes,no,,,yes
explicit.stat_3914001710,explicit,Your Physical Damage can Ignite during Effect,,yes,Your Physical Damage can Ignite during Effect,plain,,1,yes,no,,,yes
explicit.stat_3914021960,explicit,Nearby Enemies have +#% to Fire Resistance,,yes,Nearby Enemies have +#% to Fire Resistance,plain,,1,yes,no,,,yes
explicit.stat_391460978,explicit,Bleeding on you expires #% faster while Moving,,yes,Bleeding on you expires #% faster while Moving,plain,,1,yes,no,,,yes
explicit.stat_3914638685,explicit,#% increased Critical Strike Chance if you have Killed Recently,,yes,#% increased Critical Strike Chance if you have Killed Recently,plain,,1,yes,no,,,yes
explicit.stat_3914740665,explicit,Grants Level # Aspect of the Avian Skill,,yes,Grants Level # Aspect of the Avian Skill,plain,,1,yes,no,,,yes
explicit.stat_3914774028,explicit,Grants Level # Grace Skill,,yes,Grants Level # Grace Skill,group,select,1,yes,yes,2,group_select,yes
explicit.stat_3915702459,explicit,Gain # Life when you lose an Endurance Charge,,yes,Gain # Life when you lose an Endurance Charge,plain,,1,yes,no,,,yes
explicit.stat_3916182167,explicit,Area is inhabited by Demons,,yes,Area is inhabited by Demons,plain,,1,yes,no,,,yes
explicit.stat_3916499001,explicit,Gain 1 Endurance Charge per Second during Effect,,yes,Gain 1 Endurance Charge per Second during Effect,plain,,1,yes,no,,,yes
explicit.stat_3916799917,explicit,Gain #% of Cold Damage as Extra Chaos Damage per Frenzy Charge,,yes,Gain #% of Cold Damage as Extra Chaos Damage per Frenzy Charge,plain,,1,yes,no,,,yes
explicit.stat_3916980068,explicit,#% increased Maximum Energy Shield for each Corrupted Item Equipped,,yes,#% increased Maximum Energy Shield for each Corrupted Item Equipped,plain,,1,yes,no,,,yes
explicit.stat_3917489142,explicit,#% increased Rarity of Items found,,yes,#% increased Rarity of Items found,plain,,1,yes,no,,,yes
explicit.stat_3918947537,explicit,Triggers Level # Cold Aegis when Equipped,,yes,Triggers Level # Cold Aegis when Equipped,plain,,1,yes,no,,,yes
explicit.stat_3919557483,explicit,#% increased Burning Damage if you've Ignited an Enemy Recently,,yes,#% increased Burning Damage if you've Ignited an Enemy Recently,plain,,1,yes,no,,,yes
explicit.stat_392168009,explicit,+#% to Chaos Resistance during any Flask Effect,,yes,+#% to Chaos Resistance during any Flask Effect,plain,,1,yes,no,,,yes
explicit.stat_3922006600,explicit,Socketed Gems are Supported by Level # Arrogance,,no,,,,,,yes,2,partly_carried,yes
explicit.stat_3923274300,explicit,Enemies in your Chilling Areas take #% increased Lightning Damage,,yes,Enemies in your Chilling Areas take #% increased Lightning Damage,plain,,1,yes,no,,,yes
explicit.stat_3924520095,explicit,Trigger Level # Assassin's Mark when you Hit a Rare or Unique Enemy and have no Mark,,yes,Trigger Level # Assassin's Mark when you Hit a Rare or Unique Enemy and have no Mark,plain,,1,yes,yes,2,partly_carried,yes
explicit.stat_3924539382,explicit,Socketed Gems are Supported by Level # Efficacy,,yes,Socketed Gems are Supported by Level # Efficacy,plain,,1,yes,yes,2,separate_entries,yes
explicit.stat_3925004212,explicit,#% of Lightning Damage Leeched by Enemy as Life,,yes,#% of Lightning Damage Leeched by Enemy as Life,plain,,1,yes,no,,,yes
explicit.stat_3925252825,explicit,Players are assaulted by apparitions of The Shaper,,no,,,,,,no,,,yes
explicit.stat_3927388937,explicit,#% chance for Impales on Enemies you Kill to Reflect Damage to surrounding Enemies,,yes,#% chance for Impales on Enemies you Kill to Reflect Damage to surrounding Enemies,plain,,1,yes,no,,,yes
explicit.stat_392942015,explicit,1 Added Passive Skill is Eye to Eye,,yes,1 Added Passive Skill is Eye to Eye,plain,,1,yes,no,,,yes
explicit.stat_3930242735,explicit,1 Added Passive Skill is Confident Combatant,,no,,,,,,no,,,yes
explicit.stat_3931143552,explicit,"Passives granting Fire Resistance or all Elemental Resistances in Radius
also grant Chance to Block Attack Damage at #% of its value",,yes,"Passives granting Fire Resistance or all Elemental Resistances in Radius
also grant Chance to Block Attack Damage at #% of its value",plain,,1,yes,no,,,yes
explicit.stat_3931293247,explicit,Influenced Monsters in your Maps have #% chance to drop an additional Basic Currency Item,,no,,,,,,no,,,no
explicit.stat_3933226405,explicit,"Inflict Fire, Cold and Lightning Exposure on nearby Enemies when used",,yes,"Inflict Fire, Cold and Lightning Exposure on nearby Enemies when used",plain,,1,yes,no,,,yes
explicit.stat_393389663,explicit,Blight Bosses in your Maps have #% chance to add an additional Reward Chest to their Lane,,yes,Blight Bosses in your Maps have #% chance to add an additional Reward Chest to their Lane,plain,,1,yes,no,,,no
explicit.stat_3934633832,explicit,You have Resistance Shrine Buff while affected by no Flasks,,yes,You have Resistance Shrine Buff while affected by no Flasks,plain,,1,yes,no,,,yes
explicit.stat_3935294261,explicit,#% increased Attack Speed while Chilled,,yes,#% increased Attack Speed while Chilled,plain,,1,yes,no,,,yes
explicit.stat_393565679,explicit,1 Added Passive Skill is Arcane Adept,,yes,1 Added Passive Skill is Arcane Adept,plain,,1,yes,no,,,yes
explicit.stat_3936926420,explicit,Removes Bleeding when you use a Warcry,,yes,Removes Bleeding when you use a Warcry,plain,,1,yes,no,,,yes
explicit.stat_3936990754,explicit,Your Corrupted Rare Maps are modified unpredictably when opened,,yes,Your Corrupted Rare Maps are modified unpredictably when opened,plain,,1,yes,no,,,no
explicit.stat_3938394827,explicit,"Every 10 seconds:
Gain 2% of Life per Enemy Hit with Attacks for 5 seconds
Gain 5% of Life per Enemy Killed for 5 seconds",,yes,"Every 10 seconds:
Gain 2% of Life per Enemy Hit with Attacks for 5 seconds
Gain 5% of Life per Enemy Killed for 5 seconds",plain,,1,yes,no,,,yes
explicit.stat_3938603844,explicit,"# to # added Cold Damage
Players and their Minions have # to # added Cold Damage",,yes,"# to # added Cold Damage
Players and their Minions have # to # added Cold Damage",plain,,1,yes,no,,,no
explicit.stat_3938822425,explicit,Rare Monsters have Elemental Thorns reflecting # Elemental Damage,,yes,Rare Monsters have Elemental Thorns reflecting # Elemental Damage,plain,,1,yes,no,,,no
explicit.stat_3941271999,explicit,Frostblink has #% increased Duration,,yes,Frostblink has #% increased Duration,plain,,1,yes,no,,,yes
explicit.stat_3941376120,explicit,Players have a #% chance when they Kill a Rare Monster to gain 1 of its Modifiers for 20 seconds,,no,,,,,,no,,,yes
explicit.stat_3941641418,explicit,Nearby Allies have #% Chance to Block Attack Damage per 100 Strength you have,,yes,Nearby Allies have #% Chance to Block Attack Damage per 100 Strength you have,plain,,1,yes,no,,,yes
explicit.stat_3942379359,explicit,Increases and Reductions to Minion Maximum Life also apply to you at #% of their value,,yes,Increases and Reductions to Minion Maximum Life also apply to you at #% of their value,plain,,1,yes,no,,,yes
explicit.stat_3942946753,explicit,Regenerate #% of Life per second while on Low Life,,yes,Regenerate #% of Life per second while on Low Life,plain,,1,yes,no,,,yes
explicit.stat_3943945975,explicit,Resolute Technique,,yes,Resolute Technique,plain,,1,yes,no,,,yes
explicit.stat_3944525413,explicit,1 Added Passive Skill is Feed the Fury,,yes,1 Added Passive Skill is Feed the Fury,plain,,1,yes,no,,,yes
explicit.stat_3944782785,explicit,#% increased Attack Damage against Bleeding Enemies,,yes,#% increased Attack Damage against Bleeding Enemies,plain,,1,yes,no,,,yes
explicit.stat_3945147290,explicit,#% chance to gain a Power Charge when you Block,,yes,#% chance to gain a Power Charge when you Block,plain,,1,yes,no,,,yes
explicit.stat_3945685369,explicit,Your Movement Speed is #% of its base value,,yes,Your Movement Speed is #% of its base value,plain,,1,yes,no,,,yes
explicit.stat_3945908658,explicit,Minions have #% chance to Ignite,,yes,Minions have #% chance to Ignite,plain,,1,yes,no,,,yes
explicit.stat_3945934607,explicit,"With at least 40 Dexterity in Radius, Galvanic Arrow has #% increased Area of Effect",,yes,"With at least 40 Dexterity in Radius, Galvanic Arrow has #% increased Area of Effect",plain,,1,yes,no,,,yes
explicit.stat_394639761,explicit,Monsters Poison on Hit,,no,,,,,,yes,2,partly_carried,yes
explicit.stat_3946593978,explicit,Your Warcries cover Enemies in Ash for # second,,yes,Your Warcries cover Enemies in Ash for # second,plain,,1,yes,no,,,yes
explicit.stat_3947672598,explicit,Life Recovery from Regeneration is not applied,,yes,Life Recovery from Regeneration is not applied,plain,,1,yes,no,,,yes
explicit.stat_3947934765,explicit,Each Rage also grants +#% to Fire Damage Over Time Multiplier,,yes,Each Rage also grants +#% to Fire Damage Over Time Multiplier,plain,,1,yes,no,,,yes
explicit.stat_3948776386,explicit,#% increased Damage per 15 Strength,,yes,#% increased Damage per 15 Strength,plain,,1,yes,no,,,yes
explicit.stat_394918362,explicit,1 Added Passive Skill is Expansive Might,,yes,1 Added Passive Skill is Expansive Might,plain,,1,yes,no,,,yes
explicit.stat_3949536301,explicit,#% increased Effect of Socketed Magic Murderous Eye Jewels,,no,,,,,,no,,,yes
explicit.stat_3950683692,explicit,1 Added Passive Skill is Electric Presence,,yes,1 Added Passive Skill is Electric Presence,plain,,1,yes,no,,,yes
explicit.stat_3951269079,explicit,Your Raised Zombies count as corpses,,yes,Your Raised Zombies count as corpses,plain,,1,yes,no,,,yes
explicit.stat_3952196842,explicit,Recover # Life when your Trap is triggered by an Enemy,,yes,Recover # Life when your Trap is triggered by an Enemy,plain,,1,yes,no,,,yes
explicit.stat_3952509108,explicit,Nearby Enemies have Fire Exposure while at maximum Rage,,yes,Nearby Enemies have Fire Exposure while at maximum Rage,plain,,1,yes,no,,,yes
explicit.stat_3953667743,explicit,"#% of Fire and Cold Damage taken as Lightning Damage while
affected by Purity of Lightning",,yes,"#% of Fire and Cold Damage taken as Lightning Damage while
affected by Purity of Lightning",plain,,1,yes,no,,,yes
explicit.stat_3953699641,explicit,Projectile Barrages have no spread,,yes,Projectile Barrages have no spread,plain,,1,yes,no,,,yes
explicit.stat_3954157711,explicit,# to # Added Spell Physical Damage while holding a Shield,,yes,# to # Added Spell Physical Damage while holding a Shield,plain,,1,yes,no,,,yes
explicit.stat_3954265754,explicit,Skills that leave Lingering Blades have +# to Maximum Lingering Blades,,yes,Skills that leave Lingering Blades have +# to Maximum Lingering Blades,plain,,1,yes,no,,,yes
explicit.stat_3954637034,explicit,Summoned Raging Spirits' Hits always Ignite,,yes,Summoned Raging Spirits' Hits always Ignite,plain,,1,yes,no,,,yes
explicit.stat_3954735777,explicit,#% chance to Poison on Hit with Attacks,,yes,#% chance to Poison on Hit with Attacks,plain,,1,yes,no,,,yes
explicit.stat_3955143601,explicit,Jolt granted by this Graft grants +#% more Maximum Attack Damage,,no,,,,,,no,,,no
explicit.stat_3955574239,explicit,Area contains an additional Perandus Treasury,,no,,,,,,no,,,yes
explicit.stat_3955762759,explicit,Gain #% of Cold Damage as Extra Fire Damage,,yes,Gain #% of Cold Damage as Extra Fire Damage,plain,,1,yes,no,,,yes
explicit.stat_395617565,explicit,Monsters have +#% Chance to Block Spell Damage,,no,,,,,,no,,,yes
explicit.stat_3956623857,explicit,Area contains an additional Unique Talisman,,no,,,,,,no,,,yes
explicit.stat_3957006524,explicit,1 Added Passive Skill is Vivid Hues,,yes,1 Added Passive Skill is Vivid Hues,plain,,1,yes,no,,,yes
explicit.stat_3957379603,explicit,Unique Monsters slain at Ritual Altars in your Maps grant #% less Tribute,,yes,Unique Monsters slain at Ritual Altars in your Maps grant #% less Tribute,plain,,1,yes,no,,,no
