# generated by scripts/hash-check.py from PathOfBuilding/src/Data/Mod*.lua @ 16de4b82, poe1/data/mods.json and stat_translations.json @ e2bd511a, ../trade-query/data/stats-2026-09-12.json
stat_id,stats_dat_hash,trade_number,attributed_by
local_display_socketed_gems_supported_by_level_x_pulverise,2526938779,282757414,export
local_display_socketed_gems_supported_by_level_x_rage,3471197181,369650395,export
local_display_socketed_gems_supported_by_level_x_rain,3157204838,1331336999,export
local_display_socketed_gems_supported_by_level_x_ranged_attack_totem,3388749771,3030692053,export
local_display_socketed_gems_supported_by_level_x_rapid_decay,2224369693,1636220212,export
local_display_socketed_gems_supported_by_level_x_reduced_block_chance,2479493988,1966051190,export
local_display_socketed_gems_supported_by_level_x_reduced_duration,3597754723,2487643588,export
local_display_socketed_gems_supported_by_level_x_remote_mine_2,886008897,2116100988,export
local_display_socketed_gems_supported_by_level_x_returning_projectiles,3407247071,1549219417,export
local_display_socketed_gems_supported_by_level_x_rupture,4002132208,970734352,export
local_display_socketed_gems_supported_by_level_x_ruthless,4188928572,3796013729,export
local_display_socketed_gems_supported_by_level_x_sacred_wisps,780923756,3304737450,export
local_display_socketed_gems_supported_by_level_x_sacrifice,1074683350,2302807931,export
local_display_socketed_gems_supported_by_level_x_sadism,3382193494,794471597,export
local_display_socketed_gems_supported_by_level_x_second_wind,2945125755,402499111,export
local_display_socketed_gems_supported_by_level_x_shockwave,3399836892,1344789934,export
local_display_socketed_gems_supported_by_level_x_slower_projectiles,860317018,1390285657,export
local_display_socketed_gems_supported_by_level_x_snipe,501330405,3282302743,export
local_display_socketed_gems_supported_by_level_x_spell_cascade,1282833375,503990161,export
local_display_socketed_gems_supported_by_level_x_spell_focus,136002904,1876637240,export+pob
local_display_socketed_gems_supported_by_level_x_spellblade,710134936,633235561,export
local_display_socketed_gems_supported_by_level_x_spirit_strike,2737367377,696805682,export
local_display_socketed_gems_supported_by_level_x_storm_barrier,1059049858,4048257027,export
local_display_socketed_gems_supported_by_level_x_summon_elemental_resistance,2659205447,514705332,export
local_display_socketed_gems_supported_by_level_x_summon_ghost_on_kill,3044887156,3155072742,export
local_display_socketed_gems_supported_by_level_x_swift_assembly,2279606371,4021476585,export
local_display_socketed_gems_supported_by_level_x_swiftbrand,3153396399,2127532091,export
local_display_socketed_gems_supported_by_level_x_transfusion,2513668152,3740740992,export
local_display_socketed_gems_supported_by_level_x_trap_and_mine_damage,2176559611,3814066599,export
local_display_socketed_gems_supported_by_level_x_trap_cooldown,2544922428,3839163699,export
local_display_socketed_gems_supported_by_level_x_trauma,762554703,1715139253,export
local_display_socketed_gems_supported_by_level_x_trinity,2898787989,3111091501,export
local_display_socketed_gems_supported_by_level_x_unbound_ailments,929377256,3699494172,export
local_display_socketed_gems_supported_by_level_x_undead_army,2736772787,1674086814,export
local_display_socketed_gems_supported_by_level_x_unleash,3964397188,3356013982,export
local_display_socketed_gems_supported_by_level_x_urgent_orders,3158424457,1485525812,export
local_display_socketed_gems_supported_by_level_x_void_manipulation,1513865080,1866583932,export
local_display_socketed_gems_supported_by_level_x_void_shockwave,1246602809,3455096360,export
local_display_socketed_gems_supported_by_level_x_volatility,5121813,4184135167,export
local_display_socketed_gems_supported_by_pierce_level,1044828117,2433615566,export
local_display_socketed_gems_supported_by_x_added_cold_damage,3807895677,4020144606,export
local_display_socketed_gems_supported_by_x_cold_penetration,2449622790,1991958615,export
local_display_socketed_gems_supported_by_x_combustion_level,483286432,961135393,export+pob
local_display_socketed_gems_supported_by_x_controlled_destruction,609719385,3718597497,export
local_display_socketed_gems_supported_by_x_focused_channelling_level,1637246764,1948535732,export+pob
local_display_socketed_gems_supported_by_x_hypothermia,2273234244,13669281,export
local_display_socketed_gems_supported_by_x_ice_bite,2224289269,1384629003,export
local_display_socketed_gems_supported_by_x_increased_minion_damage_level,49110436,808939569,export
local_display_socketed_gems_supported_by_x_increased_minion_life_level,3510901256,1337327984,export
local_display_socketed_gems_supported_by_x_increased_minion_speed_level,2630442182,995332031,export
local_display_socketed_gems_supported_by_x_innervate_level,3258458976,1106668565,export
local_display_socketed_gems_supported_by_x_intensify_level,4163269008,1792524915,export+pob
local_display_socketed_gems_supported_by_x_knockback_level,3145591126,4066711249,export
local_display_socketed_gems_supported_by_x_lesser_multiple_projectiles_level,1594839987,584144941,export
local_display_socketed_gems_supported_by_x_mana_leech,3061983621,2608615082,export
local_display_socketed_gems_supported_by_x_reduced_mana_cost,1126768265,749770518,export+pob
local_display_socketed_gems_supported_by_x_returning_projectiles_level,3407247071,1549219417,export+pob
local_display_socketed_gems_supported_by_x_summon_phantasm_level,1496015931,2169409479,export+pob
local_display_socketed_golem_attack_and_cast_speed_+%,1871292676,706212417,export
local_display_socketed_golem_buff_effect_+%,117293699,2813516522,export
local_display_socketed_golem_chance_to_taunt_%,1351002990,178057093,export
local_display_socketed_golem_life_regeneration_rate_per_minute_%,3954827993,693460617,export
local_display_socketed_golem_skill_grants_onslaught_when_summoned,136069430,1693676706,export
local_display_socketed_golem_skills_minions_life_%_to_add_as_energy_shield,1995433573,1199118714,export
local_display_socketed_melee_gems_have_area_radius_+%,3511680423,2462976337,export
local_display_socketed_movement_skills_have_no_mana_cost,4115766139,3263216405,export
local_display_socketed_projectile_spells_duration_+%_final,2826261818,3104895675,export
local_display_socketed_red_gems_have_%_of_physical_damage_to_add_as_fire,1977611657,2629366488,export
local_display_socketed_skills_attack_speed_+%,3765490662,2881124988,export
local_display_socketed_skills_cast_speed_+%,1710691170,3425934849,export
local_display_socketed_skills_deal_double_damage,2547706082,2132884933,export
local_display_socketed_skills_fork,3560546334,1519665289,export
local_display_socketed_spell_damage_+%_final,4243645774,2964800094,export
local_display_socketed_spells_additional_critical_strike_chance,3841185147,135378852,export
local_display_socketed_spells_additional_projectiles,3911836639,973574623,export
local_display_socketed_spells_critical_strike_multiplier_+,2054328344,2828710986,export
local_display_socketed_spells_mana_cost_+%,2919248646,1688834903,export
local_display_socketed_spells_projectiles_circle,3149219849,3235941702,export
local_display_socketed_trap_skills_create_smoke_cloud,1629360403,1263384098,export
local_display_socketed_travel_skills_damage_+%_final,4278950140,1020412108,export
local_display_socketed_triggered_skills_deal_double_damage,1891384866,4021083819,export
local_display_socketed_vaal_skills_area_of_effect_+%,1460308517,2505291583,export
local_display_socketed_vaal_skills_aura_effect_+%,59707205,2932121832,export
local_display_socketed_vaal_skills_damage_+%_final,4266002509,3106951888,export
local_display_socketed_vaal_skills_effect_duration_+%,779052773,476204410,export
local_display_socketed_vaal_skills_elusive_on_use,894627391,1831825995,export
local_display_socketed_vaal_skills_extra_damage_rolls,3920517996,1274200851,export
local_display_socketed_vaal_skills_ignore_monster_phys_reduction,515216317,1388374928,export
local_display_socketed_vaal_skills_ignore_monster_resistances,285695441,2540508981,export
local_display_socketed_vaal_skills_no_soul_gain_prevention_duration,2336817998,1292359483,export
local_display_socketed_vaal_skills_projectile_speed_+%,3661383413,2237174578,export
local_display_socketed_vaal_skills_soul_gain_prevention_duration_+%,2024391314,2599305231,export
local_display_socketed_vaal_skills_soul_requirement_+%_final,3900807550,2198756560,export
local_display_socketed_vaal_skills_store_uses_+,2595028049,207863952,export
local_display_socketed_warcry_skills_cooldown_use_+,68225889,3784504781,export
local_display_spend_energy_shield_for_costs_before_mana_for_socketed_skills,1727334170,563547620,export
local_display_starfall_on_melee_critical_hit_%,3855759292,1505174316,export
local_display_summon_harbinger_x_on_equip,478589333,3872739249,export
local_display_summon_raging_spirit_on_kill_%,1282758997,3751996449,export
local_display_summon_wolf_on_kill_%,1239454165,1785942004,export
local_display_summon_writhing_worm_every_2000_ms,4209951265,933024928,export
local_display_supported_by_crab_totem,2794719851,3361806635,pob
local_display_supported_by_level_10_controlled_destruction,3636418349,3425526049,export
local_display_supported_by_level_10_intensify,2175129609,3561676020,export
local_display_supported_by_level_10_spell_echo,21489997,725896422,export
local_display_supported_by_level_x_awakened_added_chaos_damage,1554132299,2722592119,export
local_display_supported_by_level_x_awakened_added_cold_damage,3981980053,2509486489,export
local_display_supported_by_level_x_awakened_added_fire_damage,3840359732,339131601,export
local_display_supported_by_level_x_awakened_added_lightning_damage,1121585479,3429304534,export
local_display_supported_by_level_x_awakened_ancestral_call,2602567598,4055526353,export
local_display_supported_by_level_x_awakened_blasphemy,1547949959,1046449631,export
local_display_supported_by_level_x_awakened_brutality,311434355,3610200044,export
local_display_supported_by_level_x_awakened_burning_damage,3396947340,493707013,export
local_display_supported_by_level_x_awakened_chain,582472330,2249251344,export
local_display_supported_by_level_x_awakened_cold_penetration,1629481867,1889095429,export
local_display_supported_by_level_x_awakened_controlled_destruction,3565362167,271119551,export
local_display_supported_by_level_x_awakened_deadly_ailments,3416356645,1621366871,export
local_display_supported_by_level_x_awakened_elemental_focus,974656731,2111661233,export
local_display_supported_by_level_x_awakened_empower,1158019914,3739157305,export
local_display_supported_by_level_x_awakened_enhance,400193915,2133566731,export
local_display_supported_by_level_x_awakened_fire_penetration,970520641,170274897,export
local_display_supported_by_level_x_awakened_fork,3379977831,1803865171,export
local_display_supported_by_level_x_awakened_generosity,3855444848,1007586373,export
local_display_supported_by_level_x_awakened_greater_multiple_projectiles,967176332,1980028507,export
local_display_supported_by_level_x_awakened_increased_area_of_effect,798641127,2333301609,export
local_display_supported_by_level_x_awakened_lightning_penetration,1330175785,1544223714,export
local_display_supported_by_level_x_awakened_melee_physical_damage,1223486704,2173069393,export
local_display_supported_by_level_x_awakened_melee_splash,218997316,2253550081,export
local_display_supported_by_level_x_awakened_minion_damage,1349347,2100048639,export
local_display_supported_by_level_x_awakened_multistrike,811863894,511417258,export
local_display_supported_by_level_x_awakened_spell_cascade,306899297,2222752567,export
local_display_supported_by_level_x_awakened_spell_echo,645845469,48859060,export
local_display_supported_by_level_x_awakened_swift_affliction,2735328256,4089933397,export
local_display_supported_by_level_x_awakened_unbound_ailments,2747197010,2116002108,export
local_display_supported_by_level_x_awakened_unleash,989388710,3428829446,export
local_display_supported_by_level_x_awakened_vicious_projectiles,3709080842,2647355055,export
local_display_supported_by_level_x_awakened_void_manipulation,4162203900,1882929618,export
local_display_supported_by_level_x_awakened_weapon_elemental_damage,4076125041,1786672841,export
local_display_tailwind_if_socketed_vaal_skill_used_recently,640384685,1678234826,export
local_display_trigger_commandment_of_inferno_on_crit_%,2465241343,3251948367,export
local_display_trigger_corpse_walk_on_equip_level,1758153563,779168081,export
local_display_trigger_death_walk_on_equip_level,2658899504,651875072,export
local_display_trigger_level_18_summon_spectral_wolf_on_kill_10%_chance,3901825362,1468606528,export
local_display_trigger_level_1_blood_rage_on_kill_chance_%,363607355,205619502,export
local_display_trigger_level_20_animate_guardian_weapon_on_guardian_kill_%_chance,95363165,3682009780,export
local_display_trigger_level_20_animate_guardian_weapon_on_weapon_kill_%_chance,1562823448,919960234,export
local_display_trigger_level_20_shade_form_on_skill_use_%,590480592,3308936917,export
local_display_trigger_level_20_shade_form_when_hit_%,2931856908,2603798371,export
local_display_trigger_level_20_summon_spectral_wolf_on_crit_with_this_weapon_%_chance,4202998966,4221489692,export
local_display_trigger_level_20_tornado_when_you_gain_avians_flight_or_avians_might_%,4017812431,2554328719,export
local_display_trigger_level_X_assassins_mark_when_you_hit_rare_or_unique_enemy,926176320,3924520095,export+pob
local_display_trigger_level_X_atziri_flameblast,3469129766,2766423342,export
local_display_trigger_level_X_atziri_storm_call,1300673623,758006884,export
local_display_trigger_level_X_blinding_aura_skill_on_equip,4145055379,125312907,export
local_display_trigger_level_X_feast_of_flesh_every_5_seconds,4082357606,1024189516,export
local_display_trigger_level_X_offering_every_5_seconds,4161934519,1663239249,export
local_display_trigger_level_X_poachers_mark_when_you_hit_rare_or_unique_enemy,2469129386,3904501306,export+pob
local_display_trigger_level_X_shield_shatter_on_block,3038922428,401685616,export
local_display_trigger_level_X_void_gaze_on_skill_use,2506952104,1869144397,export
local_display_trigger_level_X_warlords_mark_when_you_hit_rare_or_unique_enemy,422364855,2049471530,export
local_display_trigger_level_x_create_fungal_ground_on_kill,2203977263,3159312340,export
local_display_trigger_level_x_curse_nova_on_hit_while_cursed,1320933465,810166817,export
local_display_trigger_level_x_fiery_impact_on_melee_hit_with_this_weapon,1050417062,1523888729,export
local_display_trigger_level_x_flame_dash_when_you_use_a_socketed_skill,1301199138,1633778432,export
local_display_trigger_level_x_gore_shockwave_on_melee_hit_with_atleast_150_strength,2065412564,252427115,export
local_display_trigger_level_x_icicle_nova_on_hit_vs_frozen_enemy,3614660885,1357672429,export
local_display_trigger_level_x_intimidating_cry_when_you_lose_cats_stealth,2212954248,3892608176,export
local_display_trigger_level_x_lightning_warp_on_hit_with_this_weapon,1528255494,1527893390,export
local_display_trigger_level_x_rain_of_arrows_on_bow_attack,3255003180,2935409762,export
local_display_trigger_level_x_reflection_skill_on_equip,831506578,3451043685,export
local_display_trigger_level_x_smoke_cloud_on_trap_triggered,988845839,208447205,export
local_display_trigger_level_x_spirit_burst_on_skill_use_if_have_spirit_charge,377287426,1992516007,export
local_display_trigger_level_x_stalking_pustule_on_kill,611139753,1662669872,export
local_display_trigger_level_x_storm_cascade_on_attack,2889004151,818329660,export
local_display_trigger_level_x_summon_phantasm_on_corpse_consume,437720684,3252082366,export
local_display_trigger_level_x_toxic_rain_on_bow_attack,1384645888,767464019,export
local_display_trigger_level_x_void_shot_on_arrow_fire_while_you_have_void_arrow,4159866210,3262369040,export
local_display_trigger_socketed_curses_on_casting_curse_%_chance,546702913,3657377047,export
local_display_trigger_summon_taunting_contraption_on_flask_use,3580945541,1774370437,export
local_display_trigger_temporal_anomaly_when_hit_%_chance,4200619045,3141831683,export
local_display_trigger_tentacle_smash_on_kill_%_chance,3460858439,1350938937,export
local_display_trigger_void_sphere_on_kill_%_chance,1722679301,2143990571,export
local_display_use_level_X_abyssal_cry_on_hit,518101500,1795756125,export
local_display_you_get_elemental_ailments_instead_of_allies,2494103535,979288792,export
local_double_damage_to_chilled_enemies,1354556104,625037258,export
local_double_damage_with_attacks,4141224871,1506185293,export
local_elemental_damage_+%,1389026331,692420067,export
local_elemental_damage_+%_per_2%_quality,2141219834,1482025771,export
local_elemental_penetration_%,2834319078,4064396395,export
local_emberglow_ignite_proliferation_radius,721798500,1010930352,export
local_enchant_stat_magnitude_+%,212291254,2636298851,export
local_energy_shield,2945001719,4052037485,export
local_energy_shield_+%,2444162928,4015621042,export
local_energy_shield_regeneration_per_minute_%_if_crit_recently,863725367,298613712,export
local_evasion_and_energy_shield_+%,268656011,1999113824,export
local_evasion_rating_+%,3259741431,124859000,export
local_evasion_rating_and_energy_shield,593379265,1549868759,export
local_explicit_mod_effect_+%,1516548490,1581907402,export
local_fire_and_lightning_hit_and_dot_damage_%_taken_as_cold_during_effect,1344539911,1349002319,export
local_fire_damage_from_life_%,1506435131,3228133944,export
local_fire_penetration_%,3838726968,3398283493,export
local_fire_resistance_%_per_2%_quality,3356360306,2787227226,export
local_flask_-%_of_your_damage_cannot_be_reflected,863171856,603134774,pob
local_flask_accuracy_rating_+%_during_effect,4117263515,3337754340,export
local_flask_additional_x%_life_recovery_per_second_over_10_seconds_if_not_on_full_life,1362236629,307410279,export
local_flask_adds_knockback_while_healing,836079805,251342217,export
local_flask_amount_to_recover_+%,978608437,700317374,export
local_flask_amount_to_recover_+%_when_on_low_life,3459628069,886931978,export
local_flask_area_of_consecrated_ground_+%,2323213582,806698863,export
local_flask_area_of_effect_+%_during_flask_effect,596027707,215882879,export
local_flask_armour_+%_while_healing,39806384,1693613464,export
local_flask_attack_speed_+%_while_healing,1423439368,968369591,export
local_flask_avoid_stun_chance_%_during_flask_effect,2879953175,2312652600,export
local_flask_bleeding_immunity_if_bleeding_and_remove_corrupted_blood,3216993982,3233646242,export
local_flask_bleeding_immunity_if_bleeding_and_remove_corrupted_blood_s,4174652923,182714578,export
local_flask_cannot_gain_charges_during_flask_effect,2239544486,4123533923,export
local_flask_cast_speed_+%_while_healing,2142705445,3256116097,export
local_flask_chance_to_freeze_shock_ignite_%_while_healing,1312373914,97064873,export
local_flask_chill_or_freeze_immunity_if_chilled_or_frozen,4251377773,3570046771,export
local_flask_chill_or_freeze_immunity_if_chilled_or_frozen_s,629307929,3869628136,export
local_flask_chilled_ground_on_flask_use_radius,1281975865,3311869501,export
local_flask_consumes_max_charges_on_use,72922514,3426614534,export
local_flask_consumes_x_frenzy_charges_on_use,3772222194,570159344,export
local_flask_critical_strike_chance_+%_during_flask_effect,725307549,2008255263,export
local_flask_critical_strike_chance_against_enemies_on_consecrated_ground_%_during_effect,554231477,1535051459,export
local_flask_culling_strike_during_flask_effect,3844174283,2175889777,export
local_flask_deals_%_maximum_life_as_chaos_damage_on_use,151537980,2301696196,export
local_flask_debilitate_nearby_enemies_for_X_seconds_when_flask_effect_ends,3134655962,545593248,export
local_flask_dispels_burning_and_ignite_immunity_during_effect,4291560258,658443507,export
local_flask_duration_+%_final,208825940,1506355899,export
local_flask_during_effect_enemy_damage_taken_+%_on_consecrated_ground,1816986790,1866211373,export
local_flask_effect_ends_when_hit_by_player,3941570485,3399320226,export
local_flask_effect_not_removed_at_full_mana,859308131,3969608626,export
local_flask_enemies_ignited_during_flask_effect_damage_taken_+%,209435274,3477833022,export
local_flask_energy_shield_leech_from_spell_damage_permyriad_while_healing,852403322,1456464057,export
local_flask_energy_shield_recharge_not_delayed_by_damage_during_effect,867097898,23814088,export
local_flask_evasion_+%_while_healing,961208996,299054775,export
local_flask_gain_X_charges_on_consuming_ignited_corpse,4235700905,2557247391,export
local_flask_gain_X_charges_when_hit,1804019096,1582728645,export
local_flask_gain_charges_consumed_as_vaal_souls_on_use,1911085951,1655460656,export
local_flask_gain_endurance_charge_per_second_during_flask_effect,2793231891,3916499001,export
local_flask_gain_endurance_charges_on_use,1286448273,3986030307,export
local_flask_gain_frenzy_charges_on_use,2113643435,3230795453,export
local_flask_gain_power_charges_on_use,332173727,2697049014,export
local_flask_gain_x_seconds_of_onslaught_per_frenzy_charge_consumed,3222111002,661376813,export
local_flask_hinder_nearby_enemies_%_for_4_seconds_if_not_on_full_life,2317430408,1462364052,export
local_flask_hinder_nearby_enemies_%_for_4_seconds_if_not_on_full_mana,1049868294,2313899959,export
local_flask_ignite_immunity_if_ignited_and_remove_burning,2041857162,2695527599,export
local_flask_ignite_immunity_if_ignited_and_remove_burning_s,3977187240,2361218755,export
local_flask_ignite_proliferation_radius_during_effect,1750301802,3052040294,export
local_flask_ignited_enemies_during_effect_have_malediction,813729484,1558071928,export
local_flask_immune_to_bleeding_and_corrupted_blood_during_flask_effect,2589443359,3965637181,export
local_flask_immune_to_freeze_and_chill_during_flask_effect,3435203901,3838369929,export
local_flask_immune_to_hinder_for_x_seconds_if_hindered,2104730535,4003593289,export
local_flask_immune_to_maim_for_x_seconds_if_maimed,4145959301,4232582040,export
local_flask_immune_to_poison_during_flask_effect,3240034259,1349296959,export
local_flask_immune_to_shock_during_flask_effect,2729509971,589991690,export
local_flask_inflict_fire_cold_lightning_exposure_on_nearby_enemies_on_use,4013480791,3933226405,export
local_flask_is_petrified,1611765275,1935500672,export
local_flask_item_found_rarity_+%_during_flask_effect,321496646,3251705960,export
local_flask_life_gain_on_skill_use_%_mana_cost,2668924214,3686711832,export
local_flask_life_leech_expected_ignite_damage_permyriad_during_effect,2161432127,96869632,export
local_flask_life_leech_from_attack_damage_permyriad_while_healing,3120631405,1173558568,export
local_flask_life_leech_on_damage_taken_%_permyriad_during_flask_effect,2123120062,3824033729,export
local_flask_life_leech_permyriad_while_healing,170055202,3111255591,export+pob
local_flask_life_recovery_from_flasks_also_recovers_energy_shield,2342600015,74462130,export
local_flask_life_regeneration_per_minute_%_during_flask_effect,2969547708,871270154,export
local_flask_life_to_recover_+%,3096008181,1261982764,export
local_flask_lose_all_charges_on_entering_new_area,18827620,776020689,export
local_flask_lose_all_endurance_charges_and_recover_%_life_for_each_on_use,17168618,521653232,export
local_flask_mana_leech_permyriad_while_healing,2070318590,374891408,export+pob
local_flask_mana_recovery_occurs_instantly_at_end_of_flask_effect,3263805092,4204954479,export
local_flask_mana_to_recover_+%,395902594,1811130680,export
local_flask_minion_heal_%,722168523,2416869319,export
local_flask_movement_speed_+%_while_healing,805174023,3182498570,export
local_flask_no_mana_recovery_during_effect,1375367226,2198697797,export
local_flask_non_damaging_ailment_effect_+%_during_flask_effect,167498597,1122693835,export
local_flask_number_of_additional_curses_allowed_during_effect,2114932805,3897433431,export
local_flask_number_of_additional_projectiles_during_flask_effect,2825964613,323705912,export
local_flask_physical_damage_can_ignite_during_effect,731464202,3914001710,export
local_flask_poison_immunity_if_poisoned,1805851607,3596333054,export
local_flask_poison_immunity_if_poisoned_s,2785745611,542375676,export
local_flask_recover_%_maximum_energy_shield_on_kill_during_flask_effect,1909458305,2347201221,export
local_flask_recover_%_maximum_life_on_kill_during_flask_effect,104084093,1217476473,export
local_flask_recover_%_maximum_mana_on_kill_during_flask_effect,76559814,3247931236,export
local_flask_recover_instantly_when_on_low_life,98024418,3812107348,export
local_flask_recovers_instantly,764623902,1526933524,export+pob
local_flask_recovery_amount_%_to_recover_instantly,3272279437,2503377690,export
local_flask_recovery_speed_+%,1556748148,173226756,export
local_flask_remove_curses_on_use,4189483632,3895393544,export
local_flask_remove_effect_when_ward_breaks,3377983310,3617672145,export
local_flask_removes_%_maximum_energy_shield_on_use,1471437587,2917449574,export
local_flask_removes_%_of_life_recovery_from_mana_on_use,3834642191,648019518,export
local_flask_removes_%_of_mana_recovery_from_life_on_use,1776438094,959641748,export
local_flask_resistances_+%_while_healing,2294598209,962725504,export
local_flask_restore_ward,379009135,2451856207,export
local_flask_shock_immunity_if_shocked,1915230553,1823903967,export
local_flask_shock_immunity_if_shocked_s,551398241,3854439683,export
local_flask_skill_mana_cost_+%_during_flask_effect,1566172229,683273571,export
local_flask_stun_recovery_+%_while_healing,1604829150,3479987487,export
local_flask_taunt_enemies_on_use_radius,1148708152,2005503156,export
local_flask_unholy_might_during_flask_effect,4108501341,207573834,export
local_flask_use_causes_area_knockback,2902033542,3591397930,export
local_flask_use_causes_monster_flee_chance_%,3310769551,1457911472,export
local_flask_use_on_adjacent_flask_use,2592972243,2219523244,export
local_flask_use_on_affected_by_bleed,216955197,3676540188,export
local_flask_use_on_affected_by_chill,2960874198,3944779636,export
local_flask_use_on_affected_by_freeze,2021332543,1691862754,export
local_flask_use_on_affected_by_ignite,1356327007,585126960,export
local_flask_use_on_affected_by_poison,941330208,1412682799,export
local_flask_use_on_affected_by_shock,1383196862,3699444296,export
local_flask_use_on_damage_blocked,2942599869,3831658908,export
local_flask_use_on_flask_effect_ended,1512235389,1932727102,export
local_flask_use_on_full_charges,1465796129,3287581721,export
local_flask_use_on_guard_skill_used,1854990143,3884539386,export
local_flask_use_on_hitting_rare_unique_enemy_while_inactive,3627359417,2247138020,export
local_flask_use_on_taking_savage_hit,18710229,1914436944,export
local_flask_use_on_travel_skill_used,2309782218,1260843520,export
local_flask_use_on_using_a_life_flask,3255190627,359574900,export
local_flask_ward_+%_during_effect,461723867,2891175306,export
local_flask_ward_does_not_break_during_effect,3904274481,80764074,export
local_flask_zealots_oath,183444261,851224302,export
local_gain_X_rage_on_attack_hit_with_melee_abyss_jewel_socketed,861275257,3892691596,export
local_gain_fortify_on_melee_hit_chance_%_with_melee_abyss_jewel_socketed,267073518,186482813,export
local_gain_immortal_ambition_if_all_socketed_gems_red,1169600616,2954550164,export
local_gain_vaal_pact_if_all_socketed_gems_red,3058204604,3242537102,export
local_gain_x_soul_eater_stacks_on_kill_vs_rare_or_unique_with_this_weapon,526610343,2859483755,export
local_gem_level_+,3753511374,2843100721,export
local_gems_socketed_have_no_attribute_requirements,981557095,3850932596,export
local_gems_socketed_in_blue_sockets_have_no_attribute_requirements,172853831,2852307173,export
local_grant_eldritch_battery_during_flask_effect,2178451241,1544417021,export
local_grant_perfect_agony_during_flask_effect,1358621177,3741365813,export
local_grant_skeleton_warriors_triple_damage_on_hit,595695349,697059777,export
local_has_X_abyss_sockets,60843797,3527617737,export
local_has_X_sockets,2085866430,4077843608,export
local_has_X_white_sockets,3933860909,931294424,export
local_has_no_sockets,4152283182,1493091477,export
local_hit_causes_monster_flee_%,3944612256,3181974858,export
local_hit_damage_+%_vs_frozen_enemies,1829740960,196313911,export
local_hit_damage_+%_vs_ignited_enemies,2809514553,3095345438,export
local_hit_damage_+%_vs_shocked_enemies,1586233912,1470894892,export
local_hits_always_inflict_elemental_ailments,3113355045,2451774989,export
local_hits_ignore_enemy_monster_physical_damage_reduction_%_chance,3659720915,1907260000,export
local_hits_with_this_weapon_freeze_as_though_damage_+%_final,139971252,2071306253,export
local_hits_with_this_weapon_shock_as_though_damage_+%_final,428845889,1386792919,export
local_ignite_damage_+%_final_with_this_weapon,520678336,3165905801,export
local_immune_to_curses_if_item_corrupted,1738738137,1954526925,export
local_implicit_mod_cannot_be_changed,1512325884,532463031,export
local_implicit_modifier_magnitudes_doubled,3459047887,4249200326,export
local_implicit_modifier_magnitudes_tripled,4138804572,3910859570,export
local_implicit_stat_magnitude_+%,1397562713,2304729532,export
local_inflict_hallowing_flame_on_hit,1617011857,254952564,export
local_inflict_malignant_madness_on_critical_strike_%_if_eater_of_worlds_dominant,2835932816,1109900829,export
local_intelligence_per_2%_quality,3434489540,2748574832,export
local_intelligence_requirement_+,1659554495,2153364323,export
local_intelligence_requirement_+%,1196620531,18234720,export
local_is_alternate_tree_jewel,2564787165,3787436548,export
local_is_survival_jewel,3428123250,2995661301,export
local_item_allow_modification_while_corrupted,456687459,1161337167,export
local_item_can_have_x_additional_enchantments,2728284052,1135194732,export
local_item_can_roll_all_influences,2325225183,1795443614,export
local_item_drops_on_death_if_equipped_by_animate_armour,3774402165,3909846940,export
local_item_implicit_modifier_limit,1741862524,1161341806,export
local_item_quality_+,3868577740,2016708976,export
local_item_sell_price_doubled,2616711687,3513534186,export
local_item_stats_are_doubled_in_breach,4260136239,202275580,export
local_jewel_+%_effect_per_passive_between_jewel_and_class_start,3897697367,372478711,export
local_jewel_allocated_non_notable_passives_in_radius_grant_nothing,4253869062,325204898,export
local_jewel_allocated_notable_passives_in_radius_grant_nothing,3624647401,680202695,export
local_jewel_copy_stats_from_unallocated_non_notable_passives_in_radius,3324890426,737702863,export
local_jewel_copy_stats_from_unallocated_notable_passives_in_radius,2325098295,3530244373,export
local_jewel_disable_combust_with_40_strength_in_radius,4105294916,2471517399,export
local_jewel_expansion_jewels_count,2649554621,4079888060,export
local_jewel_expansion_jewels_count_override,1855756235,247746531,export
local_jewel_expansion_keystone_disciple_of_kitava,472530157,3860869243,export
local_jewel_expansion_keystone_hollow_palm_technique,4031572614,1376530950,export
local_jewel_expansion_keystone_kineticism,2558620799,1798719926,export
local_jewel_expansion_keystone_lone_messenger,2639667367,1505850286,export
local_jewel_expansion_keystone_natures_patience,1995888010,1360925132,export
local_jewel_expansion_keystone_secrets_of_suffering,2878958928,56720831,export
local_jewel_expansion_keystone_veterans_awareness,1705529262,1379205566,export
local_jewel_expansion_passive_node_count,3367599490,3086156145,export
local_jewel_expansion_passive_node_index,1480323797,3948993189,pob
local_jewel_fireball_cannot_ignite,477559961,480975218,export
local_jewel_fireball_chance_to_scorch_%,3625018159,1482194094,export
local_jewel_infernal_cry_exerted_attacks_ignite_damage_+%_final_with_for_strength_in_radius,3351763489,2298311736,export
local_jewel_magma_orb_damage_+%_final_per_chain_with_40_int_in_radius,3133514757,1141756390,export
local_jewel_magma_orb_damage_+%_final_with_40_int_in_radius,773892687,3131110290,export
local_jewel_molten_strike_projectiles_chain_count_+_with_40_str_in_radius,1534025256,2295439133,export
local_jewel_molten_strike_projectiles_chain_when_impacting_ground_with_40_str_in_radius,2279573144,670814047,export
