# generated by scripts/trade-stat-map.py from poe1/data/stat_translations.json @ e2bd511a and ../trade-query/data/stats-2026-09-12.json
trade_id,category,stat_key,trade_text,option,entry,n_entries,repoe_ids,english,hidden,in_capture,capture_text_equal
explicit.stat_2434030180,explicit,stat_2434030180,Consecrated Ground you create while affected by Zealotry causes enemies to take #% increased Damage,,5928,1,consecrated_ground_enemy_damage_taken_+%_while_affected_by_zealotry,Consecrated Ground you create while affected by Zealotry causes enemies to take {0}% increased Damage,,yes,yes
explicit.stat_2434101731,explicit,stat_2434101731,#% reduced Effect of Chill on you during Effect,,1031,1,local_self_chill_effect_+%_during_flask_effect,{0}% increased Effect of Chill on you during Effect,,yes,yes
explicit.stat_2434293916,explicit,stat_2434293916,"An Enemy Writhing Worms escape the Flask when used
Writhing Worms are destroyed when Hit",,945,1,local_number_of_bloodworms_to_spawn_on_flask_use,An Enemy Writhing Worms escape the Flask when used\nWrithing Worms are destroyed when Hit,,yes,yes
explicit.stat_2434330144,explicit,stat_2434330144,Grants Level # Crushing Fist Skill,,670,1,local_display_grants_level_X_reckoning,Grants Level {0} Crushing Fist Skill,,yes,yes
explicit.stat_2435536961,explicit,stat_2435536961,Adds # to # Physical Damage to Spells,,1429,1,spell_minimum_added_physical_damage|spell_maximum_added_physical_damage,Adds {0} to {1} Physical Damage to Spells,,yes,yes
explicit.stat_2435922859,explicit,stat_2435922859,#% increased time before Lockdown,,6298,1,display_heist_contract_lockdown_timer_+%,{0}% increased time before Lockdown,,yes,yes
explicit.stat_243713911,explicit,stat_243713911,Grants Level # Lightning Warp Skill,,729,1,local_display_grants_skill_lightning_warp_level,Grants Level {0} Lightning Warp Skill,,yes,yes
explicit.stat_2437193018,explicit,stat_2437193018,All Attack Damage Chills when you Stun,,3042,1,attack_damage_that_stuns_also_chills,All Attack Damage Chills when you Stun,,yes,yes
explicit.stat_2437476305,explicit,stat_2437476305,Left ring slot: Projectiles from Spells Fork,,8096,1,local_left_ring_slot_projectiles_from_spells_fork,Left ring slot: Projectiles from Spells Fork,,yes,yes
explicit.stat_2439129490,explicit,stat_2439129490,Chaos Resistance is Zero,,10890,1,zero_chaos_resistance,Chaos Resistance is Zero,,yes,yes
explicit.stat_2440093109,explicit,stat_2440093109,Area contains The Twisted,,8509,1,map_contains_the_twisted,Area contains The Twisted,,yes,yes
explicit.stat_2440172920,explicit,stat_2440172920,Take # Physical Damage per Second per Siphoning Charge if you've used a Skill Recently,,4374,1,physical_damage_taken_per_minute_per_siphoning_charge_if_have_used_a_skill_recently,Take {0} Physical Damage per Second per Siphoning Charge if you've used a Skill Recently,,yes,yes
explicit.stat_2440345251,explicit,stat_2440345251,#% increased maximum Mana if 2 Shaper Items are Equipped,,4487,1,maximum_mana_+%_if_2_shaper_items,{0}% increased maximum Mana if 2 Shaper Items are Equipped,,yes,yes
explicit.stat_2441475928,explicit,stat_2441475928,+#% to Critical Strike Multiplier with Lightning Skills,,1533,1,lightning_critical_strike_multiplier_+,{0}% to Critical Strike Multiplier with Lightning Skills,,yes,yes
explicit.stat_2442112158,explicit,stat_2442112158,"While in Her Embrace, take #% of your total Maximum Life and Energy Shield as Fire Damage per second per Level",,9745,1,%_maximum_es_and_life_taken_as_fire_damage_per_minute_per_level_while_in_her_embrace,"While in Her Embrace, take {0}% of your total Maximum Life and Energy Shield as Fire Damage per second per Level",,yes,yes
explicit.stat_244239777,explicit,stat_244239777,All Damage Taken from Hits can Chill you,,2894,1,all_damage_taken_can_chill,All Damage Taken from Hits can Chill you,,yes,yes
explicit.stat_2442647190,explicit,stat_2442647190,Recover #% of Life when you Block,,3090,1,recover_%_of_maximum_life_on_block,Recover {0}% of Life when you Block,,yes,yes
explicit.stat_2443132097,explicit,stat_2443132097,Poisons on you expire #% slower,,9838,1,poison_time_passed_+%,Poisons on you expire {0}% faster,,yes,yes
explicit.stat_2443457281,explicit,stat_2443457281,Socketed Projectile Spells deal #% more Damage with Hits,,571,1,local_display_socketed_gems_projectile_damage_+%_final,Socketed Projectile Spells deal {0}% more Damage with Hits,,yes,yes
explicit.stat_2443492284,explicit,stat_2443492284,Ignites you inflict deal Damage #% faster,,2590,1,faster_burn_%,Ignites you inflict deal Damage {0}% faster,,yes,yes
explicit.stat_2444301311,explicit,stat_2444301311,"During Effect, Damage Penetrates #% Resistance of each Element for which your Uncapped Elemental Resistance is highest",,1080,1,local_unique_flask_elemental_penetration_%_of_highest_uncapped_resistance_type,"During Effect, Damage Penetrates {0}% Resistance of each Element for which your Uncapped Elemental Resistance is highest",,yes,yes
explicit.stat_2444534954,explicit,stat_2444534954,#% increased Cast Speed while affected by Zealotry,,5544,1,cast_speed_+%_while_affected_by_zealotry,{0}% increased Cast Speed while affected by Zealotry,,yes,yes
explicit.stat_2445189705,explicit,stat_2445189705,#% chance to deal Triple Damage,,5050,1,base_chance_to_deal_triple_damage_%,{0}% chance to deal Triple Damage,,yes,yes
explicit.stat_2445618239,explicit,stat_2445618239,+# to Total Mana Cost of Skills while affected by Clarity,,10208,1,skill_mana_cost_+_while_affected_by_clarity,{0} to Total Mana Cost of Skills while affected by Clarity,,yes,yes
explicit.stat_2445634879,explicit,stat_2445634879,Mines have a #% chance to be Detonated an Additional Time,,9356,1,mine_%_chance_to_detonate_twice,Mines have a {0}% chance to be Detonated an Additional Time,,yes,yes
explicit.stat_2445675562,explicit,stat_2445675562,+#% Chance to Block Attack Damage per Summoned Skeleton,,4580,1,additional_attack_block_%_per_summoned_skeleton,{0}% Chance to Block Attack Damage per Summoned Skeleton,,yes,yes
explicit.stat_2446580062,explicit,stat_2446580062,Gain up to your maximum number of Frenzy and Power Charges when you gain Cat's Stealth,,6867,1,gain_maximum_frenzy_and_power_charges_when_you_gain_cats_stealth,Gain up to your maximum number of Frenzy and Power Charges when you gain Cat's Stealth,,yes,yes
explicit.stat_244825991,explicit,stat_244825991,Nearby Allies have +# Fortification,,8017,1,local_display_nearby_allies_have_fortify,Nearby Allies have {0} Fortification,,yes,yes
explicit.stat_2448279015,explicit,stat_2448279015,#% increased Area of Effect per Endurance Charge,,4775,1,area_of_effect_+%_per_endurance_charge,{0}% increased Area of Effect per Endurance Charge,,yes,yes
explicit.stat_2448920197,explicit,stat_2448920197,#% increased effect,,962,1,local_flask_effect_+%|local_flask_consume_flask_effect_+%_when_used,{0}% increased effect,,yes,yes
explicit.stat_2449392400,explicit,stat_2449392400,1 Added Passive Skill is Born of Chaos,,7695,1,local_affliction_notable_born_of_chaos,1 Added Passive Skill is Born of Chaos,,yes,yes
explicit.stat_2449668043,explicit,stat_2449668043,#% increased Spell Damage per 5% Chance to Block Attack Damage,,2771,1,spell_damage_+%_per_5%_block_chance,{0}% increased Spell Damage per 5% Chance to Block Attack Damage,,yes,yes
explicit.stat_2449723897,explicit,stat_2449723897,#% of Damage Leeched as Life for Skills used by Totems,,2608,1,life_leech_from_skills_used_by_totems_permyriad,{0}% of Damage Leeched as Life for Skills used by Totems,,yes,yes
explicit.stat_2450628570,explicit,stat_2450628570,Players have #% increased effect of Non-Curse Auras from Skills,,8925,1,map_player_non_curse_aura_effect_+%,Players have {0}% increased effect of Non-Curse Auras from Skills,,yes,yes
explicit.stat_2451402625,explicit,stat_2451402625,#% increased Armour and Evasion (Local),,1577,1,local_armour_and_evasion_+%,{0}% increased Armour and Evasion,,yes,yes
explicit.stat_2451774989,explicit,stat_2451774989,"Hits with this Weapon always Ignite, Freeze, and Shock",,4400,1,local_hits_always_inflict_elemental_ailments,"Hits with this Weapon always Ignite, Freeze, and Shock",,yes,yes
explicit.stat_2452998583,explicit,stat_2452998583,+# to Level of Socketed Aura Gems,,189,1,local_socketed_aura_gem_level_+,{0} to Level of Socketed Aura Gems,,yes,yes
explicit.stat_2453026567,explicit,stat_2453026567,#% chance to gain Onslaught for 10 seconds on Kill,,5770,1,chance_to_gain_onslaught_on_kill_for_10_seconds_%,{0}% chance to gain Onslaught for 10 seconds on Kill,,yes,yes
explicit.stat_2453321622,explicit,stat_2453321622,Monsters are Unaffected by Shock,,2395,1,map_monster_unaffected_by_shock,Monsters are Unaffected by Shock,,yes,yes
explicit.stat_2453554491,explicit,stat_2453554491,Attacks with this Weapon deal # to # added Fire Damage to Bleeding Enemies,,4917,1,local_minimum_added_fire_damage_vs_bleeding_enemies|local_maximum_added_fire_damage_vs_bleeding_enemies,Attacks with this Weapon deal {0} to {1} added Fire Damage to Bleeding Enemies,,yes,yes
explicit.stat_2454339320,explicit,stat_2454339320,1 Added Passive Skill is Forbidden Words,,7948,1,local_affliction_notable_wardbreaker,1 Added Passive Skill is Forbidden Words,,yes,yes
explicit.stat_2454528473,explicit,stat_2454528473,#% chance to receive additional Essences when opening a Reward Chest in a Heist,,7053,1,heist_additional_essences_rewards_from_reward_chests_%,{0}% chance to receive additional Essences when opening a Reward Chest in a Heist,,yes,yes
explicit.stat_2457517302,explicit,stat_2457517302,Area is inhabited by Solaris fanatics,,6304,2,display_map_inhabited_by_solaris_fanatics,Area is inhabited by Solaris fanatics,,yes,yes
explicit.stat_2457517302,explicit,stat_2457517302,Area is inhabited by Solaris fanatics,,8885,2,map_packs_are_solaris,Area is inhabited by Solaris fanatics,,yes,yes
explicit.stat_245814726,explicit,stat_245814726,Contains a Furnace that adds a Crucible Passive Skill Tree to an Uncorrupted Unique Item,,116,1,map_crucible_contains_forge_that_can_apply_weapon_tree_to_unique,Contains a Furnace that adds a Crucible Passive Skill Tree to an Uncorrupted Unique Item,,yes,yes
explicit.stat_2458598175,explicit,stat_2458598175,Blind you inflict is Reflected to you,,5291,1,blind_reflected_to_self,Blind you inflict is Reflected to you,,yes,yes
explicit.stat_2458962764,explicit,stat_2458962764,#% of Maximum Life Converted to Energy Shield,,9289,1,maximum_life_%_to_convert_to_maximum_energy_shield,{0}% of Maximum Life Converted to Energy Shield,,yes,yes
explicit.stat_2459443694,explicit,stat_2459443694,Area contains a Blight Encounter,,599,1,map_num_extra_blights_,Area contains a Blight Encounter,,yes,yes
explicit.stat_2459602321,explicit,stat_2459602321,#% increased Rarity of Fish Caught per held Dead Fish,,6689,1,fish_rarity_+%_per_dead_fish,{0}% increased Rarity of Fish Caught per held Dead Fish,,yes,yes
explicit.stat_2459809121,explicit,stat_2459809121,"Chill Enemy for # second when Hit, reducing their Action Speed by 30%",,3170,2,chill_enemy_when_hit_duration_ms,"Chill Enemy for {0} second when Hit, reducing their Action Speed by 30%",,yes,yes
explicit.stat_2459809121,explicit,stat_2459809121,"Chill Enemy for # second when Hit, reducing their Action Speed by 30%",,4754,2,arctic_armour_chill_when_hit_duration,"Chill Enemy for {0} second when Hit, reducing their Action Speed by 30%",,yes,yes
explicit.stat_2461270975,explicit,stat_2461270975,Summoned Arbalists' Projectiles Fork,,10441,1,summon_arbalist_projectiles_fork,Summoned Arbalists' Projectiles Fork,,yes,yes
explicit.stat_2461965653,explicit,stat_2461965653,# to # Added Fire Damage with Axe Attacks,,2102,1,attack_minimum_added_fire_damage_with_axes|attack_maximum_added_fire_damage_with_axes,{0} to {1} Added Fire Damage with Axe Attacks,,yes,yes
explicit.stat_2462090973,explicit,stat_2462090973,Heist Chests have a #% chance to Duplicate contained Jewels,,7079,1,heist_chests_double_jewels_%,Heist Chests have a {0}% chance to Duplicate contained Jewels,,yes,yes
explicit.stat_2462976337,explicit,stat_2462976337,Socketed Melee Gems have #% increased Area of Effect,,544,1,local_display_socketed_melee_gems_have_area_radius_+%,Socketed Melee Gems have {0}% increased Area of Effect,,yes,yes
explicit.stat_2464689927,explicit,stat_2464689927,# to # Added Spell Cold Damage while wielding a Two Handed Weapon,,2134,1,spell_minimum_added_cold_damage_while_wielding_two_handed_weapon|spell_maximum_added_cold_damage_while_wielding_two_handed_weapon,{0} to {1} Added Spell Cold Damage while wielding a Two Handed Weapon,,yes,yes
explicit.stat_2466604008,explicit,stat_2466604008,Attacks Chain an additional time when in Main Hand,,4227,1,attacks_num_of_additional_chains_when_in_main_hand,Attacks Chain an additional time when in Main Hand,,yes,yes
explicit.stat_2466912132,explicit,stat_2466912132,#% increased Armour while Bleeding,,4817,1,armour_+%_while_bleeding,{0}% increased Armour while Bleeding,,yes,yes
explicit.stat_2467500499,explicit,stat_2467500499,"Players in Areas take on the form of Harbingers
Items found in Areas are replaced by stacks of Currency Shards",,6321,1,display_memory_line_harbinger_player_is_a_harbinger,Players in Areas take on the form of Harbingers\nItems found in Areas are replaced by stacks of Currency Shards,,yes,yes
explicit.stat_2469416729,explicit,stat_2469416729,Adds # to # Cold Damage to Spells,,1431,1,spell_minimum_added_cold_damage|spell_maximum_added_cold_damage,Adds {0} to {1} Cold Damage to Spells,,yes,yes
explicit.stat_2471517399,explicit,stat_2471517399,"With at least 40 Strength in Radius, Combust is Disabled",,8072,1,local_jewel_disable_combust_with_40_strength_in_radius,"With at least 40 Strength in Radius, Combust is Disabled",,yes,yes
explicit.stat_2471600316,explicit,stat_2471600316,Area contains a Keepers of the Trove Bloodline Pack,,8498,1,map_contains_keepers_of_the_trove_bloodline_pack,Area contains a Keepers of the Trove Bloodline Pack,,yes,yes
explicit.stat_247168950,explicit,stat_247168950,Minions gain #% of Elemental Damage as Extra Chaos Damage,,9436,1,minion_elemental_damage_%_to_add_as_chaos,Minions gain {0}% of Elemental Damage as Extra Chaos Damage,,yes,yes
explicit.stat_2472962676,explicit,stat_2472962676,Raised Spectres have +#% to all maximum Resistances,,10266,1,spectres_base_maximum_all_resistances_%,Raised Spectres have {0}% to all maximum Resistances,,yes,yes
explicit.stat_2473016979,explicit,stat_2473016979,Monsters near Shrines are Chilled,,8825,1,map_monsters_near_shrines_are_chilled,Monsters near Shrines are Chilled,,yes,yes
explicit.stat_2474196346,explicit,stat_2474196346,Gain # Mana per Enemy Hit with Spells,,8296,1,mana_gained_on_spell_hit,Gain {0} Mana per Enemy Hit with Spells,,yes,yes
explicit.stat_247456045,explicit,stat_247456045,#% of Suppressed Spell Damage taken bypasses Energy Shield,,1174,1,suppressed_spell_damage_bypass_energy_shield_%,{0}% of Suppressed Spell Damage taken bypasses Energy Shield,,yes,yes
explicit.stat_2474564741,explicit,stat_2474564741,Consecrated Ground you create applies #% increased Damage taken to Enemies,,5927,1,consecrated_ground_enemy_damage_taken_+%,Consecrated Ground you create applies {0}% increased Damage taken to Enemies,,yes,yes
explicit.stat_2474836297,explicit,stat_2474836297,Added Small Passive Skills also grant: #% increased Mana Regeneration Rate,,7648,1,local_affliction_jewel_small_nodes_grant_mana_regeneration_+%,Added Small Passive Skills also grant: {0}% increased Mana Regeneration Rate,,yes,yes
explicit.stat_2475469642,explicit,stat_2475469642,Socketed Gems are Supported by Level # Invert the Rules,,330,1,local_display_socketed_gems_supported_by_level_x_invert_the_rules,Socketed Gems are Supported by Level {0} Invert the Rules,,yes,yes
explicit.stat_2477381238,explicit,stat_2477381238,#% reduced Enemy Block Chance,,1929,1,global_reduce_enemy_block_%,{0}% reduced Enemy Block Chance,,yes,yes
explicit.stat_247746531,explicit,stat_247746531,Adds # Jewel Socket Passive Skills,,8074,1,local_jewel_expansion_jewels_count_override,Adds 1 Jewel Socket Passive Skill,,yes,yes
explicit.stat_2477735984,explicit,stat_2477735984,#% of Lightning Damage is taken from Mana before Life,,4200,1,lightning_damage_%_taken_from_mana_before_life,{0}% of Lightning Damage is taken from Mana before Life,,yes,yes
explicit.stat_2477998669,explicit,stat_2477998669,Scarabs dropped in Area have #% increased chance to be Domination Scarabs,,10903,1,map_domination_scarab_more_likely_%,Scarabs dropped in Area have {0}% increased chance to be Domination Scarabs,,yes,yes
explicit.stat_2478268100,explicit,stat_2478268100,#% chance to gain a Frenzy Charge on Hit while Blinded,,6852,1,gain_frenzy_charge_on_hit_%_while_blinded,{0}% chance to gain a Frenzy Charge on Hit while Blinded,,yes,yes
explicit.stat_2478282326,explicit,stat_2478282326,1 Added Passive Skill is Rote Reinforcement,,7883,1,local_affliction_notable_rote_reinforcement,1 Added Passive Skill is Rote Reinforcement,,yes,yes
explicit.stat_2478752719,explicit,stat_2478752719,Critical Strike Chance is increased by Overcapped Lightning Resistance,,5999,1,critical_strike_chance_increased_by_overcapped_lightning_resistance,Critical Strike Chance is increased by Overcapped Lightning Resistance,,yes,yes
explicit.stat_2479374428,explicit,stat_2479374428,Increases and Reductions to Life in Radius are Transformed to apply to Mana at 200% of their value,,3167,1,local_unique_jewel_life_increases_applies_to_mana_doubled,Increases and Reductions to Life in Radius are Transformed to apply to Mana at 200% of their value,,yes,yes
explicit.stat_2479683456,explicit,stat_2479683456,Minions Regenerate #% of Life per second,,2941,1,minion_life_regeneration_rate_per_minute_%,Minions Regenerate {0}% of Life per second,,yes,yes
explicit.stat_2480873346,explicit,stat_2480873346,Nearby Enemies are Chilled,,8018,2,local_display_nearby_enemies_are_chilled,Nearby Enemies are Chilled,,yes,yes
explicit.stat_2480873346,explicit,stat_2480873346,Nearby Enemies are Chilled,,9587,2,nearby_enemies_are_chilled,Nearby Enemies are Chilled,,yes,yes
explicit.stat_2481080006,explicit,stat_2481080006,Area contains additional waves of Ravager Maws,,8538,1,map_cowards_trial_extra_skeleton_cannons,Area contains additional waves of Ravager Maws,,yes,yes
explicit.stat_2481353198,explicit,stat_2481353198,#% increased Chance to Block,,96,1,local_block_chance_+%,{0}% increased Chance to Block,,yes,yes
explicit.stat_2481358827,explicit,stat_2481358827,#% increased Physical Damage per Endurance Charge,,2162,1,physical_damage_per_endurance_charge_+%,{0}% increased Physical Damage per Endurance Charge,,yes,yes
explicit.stat_2482214457,explicit,stat_2482214457,Area contains Malachai's Creeping Agony,,8495,1,map_contains_creeping_agony,Area contains Malachai's Creeping Agony,,yes,yes
explicit.stat_248241207,explicit,stat_248241207,"Passives granting Cold Resistance or all Elemental Resistances in Radius
also grant Cold Damage Converted to Chaos Damage at #% of its value",,8163,1,local_unique_jewel_cold_resistance_also_grants_cold_damage_to_convert_to_chaos_%,Passives granting Cold Resistance or all Elemental Resistances in Radius\nalso grant Cold Damage Converted to Chaos Damage at {0}% of its value,,yes,yes
explicit.stat_2482852589,explicit,stat_2482852589,#% increased maximum Energy Shield,,1585,1,maximum_energy_shield_+%,{0}% increased maximum Energy Shield,,yes,yes
explicit.stat_2482927318,explicit,stat_2482927318,Bow Attacks fire # additional Arrows if you haven't Cast Dash recently,,1820,1,number_of_additional_arrows_if_havent_cast_dash_recently,Bow Attacks fire {0} additional Arrows if you haven't Cast Dash recently,,yes,yes
explicit.stat_2483115633,explicit,stat_2483115633,Summoned Skitterbots' Auras affect you as well as Enemies,,10467,1,summoned_skitterbots_auras_also_affect_you,Summoned Skitterbots' Auras affect you as well as Enemies,,yes,yes
explicit.stat_2483362276,explicit,stat_2483362276,Far Shot,,10997,1,player_far_shot,Far Shot,,yes,yes
explicit.stat_2483795307,explicit,stat_2483795307,#% chance to gain a Power Charge on Kill,,2659,1,add_power_charge_on_kill_%_chance,{0}% chance to gain a Power Charge on Kill,,yes,yes
explicit.stat_2484082827,explicit,stat_2484082827,1 Added Passive Skill is Fan of Blades,,7765,1,local_affliction_notable_fan_of_blades,1 Added Passive Skill is Fan of Blades,,yes,yes
explicit.stat_2484223218,explicit,stat_2484223218,Unique Boss gives #% increased Experience,,2875,1,display_map_boss_gives_experience_+%,Unique Boss gives {0}% increased Experience,,yes,yes
explicit.stat_2485187927,explicit,stat_2485187927,Create a Blighted Spore when your Skills or Minions Kill a Rare Monster,,5982,1,create_blighted_spore_on_killing_rare_enemy,Create a Blighted Spore when your Skills or Minions Kill a Rare Monster,,yes,yes
explicit.stat_2485226576,explicit,stat_2485226576,#% of Chaos Damage taken Recouped as Life,,5825,1,chaos_damage_taken_goes_to_life_over_4_seconds_%,{0}% of Chaos Damage taken Recouped as Life,,yes,yes
explicit.stat_248646071,explicit,stat_248646071,Socketed Gems are Supported by Level # Item Quantity,,332,1,local_display_socketed_gems_supported_by_level_x_item_quantity,Socketed Gems are Supported by Level {0} Item Quantity,,yes,yes
explicit.stat_2487643588,explicit,stat_2487643588,Socketed Gems are Supported by Level # Less Duration,,377,1,local_display_socketed_gems_supported_by_level_x_reduced_duration,Socketed Gems are Supported by Level {0} Less Duration,,yes,yes
explicit.stat_2488361432,explicit,stat_2488361432,#% increased Monster Cast Speed,,2407,1,map_monsters_cast_speed_+%,{0}% increased Monster Cast Speed,,yes,yes
explicit.stat_248838155,explicit,stat_248838155,#% reduced Reflected Elemental Damage taken,,2736,1,elemental_reflect_damage_taken_+%,{0}% increased Reflected Elemental Damage taken,,yes,yes
explicit.stat_2489070122,explicit,stat_2489070122,Has an additional Implicit Mod,,653,1,local_display_has_additional_implicit_mod,Has an additional Implicit Mod,,yes,yes
explicit.stat_248982637,explicit,stat_248982637,Hits against you gain #% of Physical Damage as Extra Fire Damage,,1954,1,enemy_physical_damage_%_as_extra_fire_vs_you,Hits against you gain {0}% of Physical Damage as Extra Fire Damage,,yes,yes
explicit.stat_2490633856,explicit,stat_2490633856,+#% chance to Avoid Physical Damage from Hits while Phasing,,4996,1,avoid_physical_damage_%_while_phasing,{0}% chance to Avoid Physical Damage from Hits while Phasing,,yes,yes
explicit.stat_2491363440,explicit,stat_2491363440,Adds # to # Lightning Damage to Attacks against you,,1407,1,from_self_minimum_added_attack_lightning_damage_taken|from_self_maximum_added_attack_lightning_damage_taken,Adds {0} to {1} Lightning Damage to Attacks against you,,yes,yes
explicit.stat_2492660287,explicit,stat_2492660287,Reserves #% of Life,,2464,1,life_reserved_by_stat_%,Reserves {0}% of Life,,yes,yes
explicit.stat_2494027711,explicit,stat_2494027711,Maximum Absorption Charges is equal to Maximum Power Charges,,1842,1,maximum_absorption_charges_is_equal_to_maximum_power_charges,Maximum Absorption Charges is equal to Maximum Power Charges,,yes,yes
explicit.stat_2494069187,explicit,stat_2494069187,+#% to Cold Resistance while affected by Herald of Ice,,5896,1,cold_damage_resistance_%_while_affected_by_herald_of_ice,{0}% to Cold Resistance while affected by Herald of Ice,,yes,yes
explicit.stat_2495041954,explicit,stat_2495041954,Overwhelm #% Physical Damage Reduction,,3008,1,enemy_phys_reduction_%_penalty_vs_hit,Overwhelm {0}% Physical Damage Reduction,,yes,yes
explicit.stat_249545292,explicit,stat_249545292,Critical Strikes do not inherently inflict non-Damaging Ailments,,6060,1,critical_strikes_do_not_always_apply_non_damaging_ailments,Critical Strikes do not inherently inflict non-Damaging Ailments,,yes,yes
explicit.stat_2497009514,explicit,stat_2497009514,"Socketed Gems have no Reservation
Your Blessing Skills are Disabled",,542,1,disable_blessing_skills_and_display_socketed_aura_gems_reserve_no_mana,Socketed Gems have no Reservation\nYour Blessing Skills are Disabled,,yes,yes
explicit.stat_2497198283,explicit,stat_2497198283,Regenerate # Life per second if no Equipped Items are Corrupted,,4234,1,life_regeneration_per_minute_with_no_corrupted_equipped_items,Regenerate {0} Life per second if no Equipped Items are Corrupted,,yes,yes
explicit.stat_24977021,explicit,stat_24977021,"With at least 40 Intelligence in Radius, Fireball Projectiles gain Area as they travel farther, up to #% increased Area of Effect",,3282,1,local_unique_jewel_fireball_radius_up_to_+%_at_longer_ranges_with_50_int_in_radius,"With at least 40 Intelligence in Radius, Fireball Projectiles gain Area as they travel farther, up to {0}% increased Area of Effect",,yes,yes
explicit.stat_249805317,explicit,stat_249805317,Cannot take Reflected Physical Damage,,5519,1,cannot_take_reflected_physical_damage,Cannot take Reflected Physical Damage,,yes,yes
explicit.stat_2498303876,explicit,stat_2498303876,Grants Level # Doryani's Touch Skill,,674,1,local_display_grants_skill_doryanis_touch_level,Grants Level {0} Doryani's Touch Skill,,yes,yes
explicit.stat_2499038519,explicit,stat_2499038519,Always Sap while affected by Wrath,,4697,1,always_sap_while_affected_by_wrath,Always Sap while affected by Wrath,,yes,yes
explicit.stat_2500442851,explicit,stat_2500442851,Herald of Ash has #% increased Mana Reservation Efficiency,,7215,2,herald_of_ash_mana_reservation_efficiency_-2%_per_1,Herald of Ash has {0}% reduced Mana Reservation Efficiency,,yes,yes
explicit.stat_2500442851,explicit,stat_2500442851,Herald of Ash has #% increased Mana Reservation Efficiency,,7216,2,herald_of_ash_mana_reservation_efficiency_+%,Herald of Ash has {0}% increased Mana Reservation Efficiency,,yes,yes
explicit.stat_2500585555,explicit,stat_2500585555,"For each nearby corpse, Regenerate # Life per second",,7502,1,life_regeneration_per_minute_per_nearby_corpse,"For each nearby corpse, Regenerate {0} Life per second",,yes,yes
explicit.stat_2500803699,explicit,stat_2500803699,#% increased raising of Alert Level from opening Chests,,7090,1,heist_contract_alert_level_from_chests_+%,{0}% increased raising of Alert Level from opening Chests,,yes,yes
explicit.stat_2501237765,explicit,stat_2501237765,Socketed Gems are supported by Level # Multistrike,,494,1,local_display_socketed_gems_get_multistrike_level,Socketed Gems are supported by Level {0} Multistrike,,yes,yes
explicit.stat_2501671832,explicit,stat_2501671832,"Every 5 seconds, gain one of the following for 5 seconds:
Your Hits are always Critical Strikes
Hits against you are always Critical Strikes
Attacks cannot Hit you
Attacks against you always Hit
Your Damage with Hits is Lucky
Damage of Hits against you is Lucky",,7250,1,hinekora_belt_every_5_seconds_rotating_buff,"Every 5 seconds, gain one of the following for 5 seconds:\nYour Hits are always Critical Strikes\nHits against you are always Critical Strikes\nAttacks cannot Hit you\nAttacks against you always Hit\nYour Damage with Hits is Lucky\nDamage of Hits against you is Lucky",,yes,yes
explicit.stat_2503253050,explicit,stat_2503253050,Cannot gain Power Charges,,5507,1,cannot_gain_power_charges,Cannot gain Power Charges,,yes,yes
explicit.stat_2503377690,explicit,stat_2503377690,#% of Recovery applied Instantly,,887,1,local_flask_recovery_amount_%_to_recover_instantly,{0}% of Recovery applied Instantly,,yes,yes
explicit.stat_2503479316,explicit,stat_2503479316,Envy has no Reservation,,6557,1,envy_reserves_no_mana,Envy has no Reservation,,yes,yes
explicit.stat_2503682584,explicit,stat_2503682584,+# to level of Socketed Skill Gems per Socketed Gem,,8135,1,local_socketed_gem_level_+_per_filled_socket,{0} to level of Socketed Skill Gems per Socketed Gem,,yes,yes
explicit.stat_2504358770,explicit,stat_2504358770,Breach Encounters are #% faster,,115,1,map_breach_time_passed_+%,Breach Encounters are {0}% faster,,yes,yes
explicit.stat_2504632495,explicit,stat_2504632495,Regenerate #% Life over one second when Hit while Sane,,10041,1,regenerate_%_life_over_1_second_when_hit_while_not_unhinged,Regenerate {0}% Life over one second when Hit while Sane,,yes,yes
explicit.stat_2504709365,explicit,stat_2504709365,Nearby Enemies are Blinded while Physical Aegis is not depleted,,9586,1,nearby_enemies_are_blinded_while_you_have_active_physical_aegis,Nearby Enemies are Blinded while Physical Aegis is not depleted,,yes,yes
explicit.stat_2505291583,explicit,stat_2505291583,Socketed Vaal Skills have #% increased Area of Effect,,583,1,local_display_socketed_vaal_skills_area_of_effect_+%,Socketed Vaal Skills have {0}% increased Area of Effect,,yes,yes
explicit.stat_2507275343,explicit,stat_2507275343,Scarabs dropped in Area have #% increased chance to be Beyond Scarabs,,10897,1,map_beyond_scarab_more_likely_%,Scarabs dropped in Area have {0}% increased chance to be Beyond Scarabs,,yes,yes
explicit.stat_25085466,explicit,stat_25085466,Area is inhabited by Sea Witches and their Spawn,,2351,1,map_packs_are_sea_witches_and_spawn,Area is inhabited by Sea Witches and their Spawn,,yes,yes
explicit.stat_250876318,explicit,stat_250876318,#% increased Global Attack Speed per Green Socket,,2750,1,global_attack_speed_+%_per_green_socket_on_item,{0}% increased Global Attack Speed per Green Socket,,yes,yes
explicit.stat_2509486489,explicit,stat_2509486489,Socketed Gems are Supported by Level # Awakened Added Cold Damage,,427,1,local_display_supported_by_level_x_awakened_added_cold_damage,Socketed Gems are Supported by Level {0} Awakened Added Cold Damage,,yes,yes
