# generated by scripts/template-vs-translation.py from ../item-facts/data/mod-templates.csv and poe1/data/stat_translations.json @ e2bd511a
array,template,items,lines,match,n_entries,entry_ids,n_trade_ids,trade_ids,has_trade_ids,equipment_lines,gem_lines,other_lines
explicitMods,Corrupted Blood cannot be inflicted on you,5,5,exact,1,cannot_be_inflicted_by_corrupted_blood,3,explicit.stat_1658498488 fractured.stat_1658498488 implicit.stat_1658498488,yes,5,0,0
explicitMods,Corrupting an Essence in Area can only result in\nupgrading or transforming Essences,5,5,none,0,,0,,,0,0,0
explicitMods,Costs #% more Life per Blood Charge,5,5,none,0,,0,,,0,5,0
explicitMods,Create Consecrated Ground when you Shatter an Enemy,5,5,exact,1,consecrate_ground_on_shatter_%_chance_for_3_seconds,2,enchant.stat_4148932984 explicit.stat_4148932984,yes,5,0,0
explicitMods,Creates a Smoke Cloud on Rampage,5,5,exact,1,ground_smoke_on_rampage_threshold_ms,1,explicit.stat_3321583955,yes,5,0,0
explicitMods,Crimson Flock,5,5,none,0,,0,,,5,0,0
explicitMods,Critical Strikes have Culling Strike,5,5,exact,1,crits_have_culling_strike,1,explicit.stat_2996445420,yes,5,0,0
explicitMods,Curse Enemies with Frostbite on Hit,5,5,exact,3,curse_on_hit_%_frostbite;curse_on_hit_level_cold_weakness;curse_on_hit_level_frostbite,4,explicit.stat_426847518 fractured.stat_426847518 implicit.stat_426847518 scourge.stat_1016707110,yes,5,0,0
explicitMods,Cursed Enemies have a #% chance to grant a Power Charge when Hit,5,5,exact,1,cursed_enemies_%_chance_to_grant_power_charge_when_hit,0,,,0,5,0
explicitMods,Damage Penetrates #% Fire Resistance,5,5,exact,1,base_reduce_enemy_fire_resistance_%,5,enchant.stat_2653955271 explicit.stat_2653955271 fractured.stat_2653955271 implicit.stat_2653955271 scourge.stat_2653955271,yes,5,0,0
explicitMods,Damage of Enemies Hitting you is Unlucky while you have a Magic Ring Equipped,5,5,exact,1,enemy_extra_damage_rolls_if_magic_ring_equipped,2,explicit.stat_2510276385 implicit.stat_2510276385,yes,5,0,0
explicitMods,Deal no Chaos Damage,5,5,exact,1,base_deal_no_chaos_damage,2,explicit.stat_1896269067 scourge.stat_1896269067,yes,5,0,0
explicitMods,Deals # Chaos Damage per second to nearby Enemies,5,5,exact,1,local_display_aura_base_chaos_damage_to_deal_per_minute,1,explicit.stat_2280313599,yes,5,0,0
explicitMods,Deals #% more Damage per Blood Charge,5,5,none,0,,0,,,0,5,0
explicitMods,Deals #% more Damage with Hits and Ailments when cast on Frostbolt,5,5,none,0,,0,,,0,5,0
explicitMods,Debuff deals #% more Damage per Stage,5,5,none,0,,0,,,0,5,0
explicitMods,Delirium Encounters in Area contain all Unique Delirium Bosses\nDelirium Reward Types in Area gain # to count on defeating a Unique Delirium Boss\nCan only be used with Tier #+ Maps,5,5,none,0,,0,,,0,0,0
explicitMods,Denoted service of # dekhara in the akhara of Balbala\nPassives in radius are Conquered by the Maraketh,5,5,exact,1,local_unique_jewel_alternate_tree_version|local_unique_jewel_alternate_tree_seed|local_unique_jewel_alternate_tree_keystone|local_unique_jewel_alternate_tree_internal_revision,28,explicit.pseudo_timeless_jewel_ahuana explicit.pseudo_timeless_jewel_akoya explicit.pseudo_timeless_jewel_amanamu explicit.pseudo_timeless_jewel_asenath explicit.pseudo_timeless_jewel_avarius explicit.pseudo_timeless_jewel_balbala explicit.pseudo_timeless_jewel_cadiro explicit.pseudo_timeless_jewel_caspiro,yes,0,0,0
explicitMods,Dexterity from Passives in Radius is Transformed to Intelligence,5,5,exact,1,local_jewel_nearby_passives_dex_to_int,1,explicit.stat_2075199521,yes,5,0,0
explicitMods,Does not require a corpse,5,5,none,0,,0,,,0,5,0
explicitMods,"Drenched Enemies have Cold and Lightning Exposure, applying #% to Resistances",5,5,none,0,,0,,,0,5,0
explicitMods,Enemies Cannot Leech Life From you,5,5,exact,1,cannot_have_life_leeched_from,2,explicit.stat_4293455942 implicit.stat_4293455942,yes,5,0,0
explicitMods,Enemies display their Monster Category,5,5,exact,1,can_see_corpse_types,2,explicit.stat_4164361381 implicit.stat_4164361381,yes,5,0,0
explicitMods,Enemies you Attack Reflect # Physical Damage to you,5,5,exact,1,minimum_physical_damage_to_reflect_to_self_on_attack|maximum_physical_damage_to_reflect_to_self_on_attack,1,explicit.stat_2006370586,yes,5,0,0
explicitMods,Enemy Projectiles Pierce you,5,5,exact,1,projectiles_always_pierce_you,1,explicit.stat_1457679290,yes,5,0,0
explicitMods,Explosion deals base Fire Damage equal to #% of the Minion's maximum Life,5,5,none,0,,0,,,0,5,0
explicitMods,Far Shot,5,5,exact,1,player_far_shot,2,enchant.stat_2483362276 explicit.stat_2483362276,yes,5,0,0
explicitMods,Final wave always Ignites,5,5,none,0,,0,,,0,5,0
explicitMods,Final wave deals #% more Damage with Hits,5,5,none,0,,0,,,0,5,0
explicitMods,Final wave deals #% more Damage with Ignite,5,5,none,0,,0,,,0,5,0
explicitMods,Fires # Shard Projectiles in a Spiral when Projectile ends,5,5,none,0,,0,,,0,5,0
explicitMods,Flasks applied to you have #% reduced Effect,5,5,exact,1,flask_effect_+%,4,crafted.stat_114734841 explicit.stat_114734841 fractured.stat_114734841 implicit.stat_114734841,yes,5,0,0
explicitMods,Gain #% of Maximum Mana as Extra Maximum Energy Shield,5,5,exact,1,mana_%_to_add_as_energy_shield,3,explicit.stat_2663376056 implicit.stat_2663376056 scourge.stat_2663376056,yes,5,0,0
explicitMods,Gain #% of Weapon Physical Damage as Extra Damage of a random Element,5,5,exact,1,weapon_physical_damage_%_to_add_as_random_element,1,explicit.stat_1038949719,yes,5,0,0
explicitMods,Gain Unholy Might for # seconds on Rampage,5,5,exact,1,gain_unholy_might_on_rampage_threshold_ms,1,explicit.stat_757315075,yes,5,0,0
explicitMods,Gain a Blood Charge if this Skill Hits Enemies and none of them Die\nLose a Blood Charge when an Enemy Dies while affected by this Skill's Debuff,5,5,none,0,,0,,,0,0,0
explicitMods,Gain a Power Charge on Killing a Frozen Enemy,5,5,exact,1,chance_to_gain_power_charge_on_killing_frozen_enemy_%,2,explicit.stat_3607154250 fractured.stat_3607154250,yes,5,0,0
explicitMods,Glancing Blows,5,5,exact,1,keystone_glancing_blows,3,explicit.stat_4266776872 implicit.stat_4266776872 scourge.stat_4266776872,yes,5,0,0
explicitMods,Golems Deal #% less Damage,5,5,exact,1,unique_primordial_tether_golem_damage_+%_final,1,explicit.stat_2861397339,yes,5,0,0
explicitMods,Golems have #% increased Movement Speed,5,5,exact,1,golem_movement_speed_+%,1,explicit.stat_186383409,yes,5,0,0
explicitMods,Golems have #% less Life,5,5,exact,1,unique_primordial_tether_golem_life_+%_final,1,explicit.stat_3730242558,yes,5,0,0
explicitMods,Grants Level # Ravenous Skill,5,5,exact,1,local_display_grants_skill_corpse_sacrifice,2,explicit.stat_636370122 implicit.stat_636370122,yes,5,0,0
explicitMods,Half of your Strength is added to your Minions,5,5,exact,2,minions_gain_half_your_strength_from_ascendancy;minions_gain_your_strength,2,explicit.stat_2195137717 implicit.stat_2195137717,yes,5,0,0
explicitMods,Herald of Agony has #% increased Buff Effect,5,5,exact,1,herald_of_agony_buff_effect_+%,2,explicit.stat_2572910724 implicit.stat_2572910724,yes,5,0,0
explicitMods,Hinders nearby Enemies with #% reduced Movement Speed if used while not on Full Life,5,5,exact,1,local_flask_hinder_nearby_enemies_%_for_4_seconds_if_not_on_full_life,2,explicit.stat_1462364052 fractured.stat_1462364052,yes,5,0,0
explicitMods,Hinders nearby Enemies with #% reduced Movement Speed if used while not on Full Mana,5,5,exact,1,local_flask_hinder_nearby_enemies_%_for_4_seconds_if_not_on_full_mana,2,explicit.stat_2313899959 fractured.stat_2313899959,yes,5,0,0
explicitMods,Hits with this Weapon gain #% of Physical Damage as Extra Cold or Lightning Damage,5,5,exact,1,local_physical_damage_%_to_gain_as_cold_or_lightning,1,explicit.stat_1023968711,yes,5,0,0
explicitMods,Ignited Enemies Killed by your Hits are destroyed,5,5,exact,1,ignited_enemies_explode_on_kill,1,explicit.stat_3173052379,yes,5,0,0
explicitMods,Ignites you cause are reflected back to you,5,5,exact,1,ignites_reflected_to_self,1,explicit.stat_1049974046,yes,5,0,0
explicitMods,Ignites you inflict with this weapon spread to other Enemies within # metres,5,5,exact,1,local_emberglow_ignite_proliferation_radius,1,explicit.stat_1010930352,yes,5,0,0
explicitMods,Improves the quality of an armour,5,5,none,0,,0,,,0,0,5
explicitMods,Increases and Reductions to Life in Radius are Transformed to apply to Energy Shield,5,5,exact,1,local_unique_jewel_life_increases_applies_to_energy_shield,1,explicit.stat_3194864913,yes,5,0,0
explicitMods,Increases and Reductions to Light Radius also apply to Area of Effect at #% of their value,5,5,exact,1,light_radius_additive_modifiers_apply_to_area_%_value,1,explicit.stat_1138742368,yes,5,0,0
explicitMods,Increases and Reductions to Light Radius also apply to Damage,5,5,exact,1,light_radius_additive_modifiers_apply_to_damage,2,explicit.stat_3519807287 implicit.stat_3519807287,yes,5,0,0
explicitMods,Increases and Reductions to Projectile Speed also apply to\nthis Skill's Area of Effect,5,5,none,0,,0,,,0,0,0
explicitMods,Knocks Enemies Back on Hit,5,5,exact,2,global_knockback;local_knockback,0,,,0,5,0
explicitMods,Left ring slot: you and your Minions prevent #% of Reflected Elemental Damage,5,5,exact,1,local_left_ring_slot_-%_of_your_elemental_damage_cannot_be_reflected,0,,,5,0,0
explicitMods,Life Flasks used while on Low Life apply Recovery Instantly,5,5,exact,1,life_flask_recovery_is_instant_while_on_low_life,1,explicit.stat_1200347828,yes,5,0,0
explicitMods,Life Leech from Hits with this Weapon is instant,5,5,exact,1,local_life_leech_is_instant,2,enchant.stat_1765389199 explicit.stat_1765389199,yes,5,0,0
explicitMods,Life Recovery from Regeneration is not applied,5,5,exact,1,life_recovery_from_regeneration_is_not_applied,1,explicit.stat_3947672598,yes,5,0,0
explicitMods,Mana Flasks used while on Low Mana apply Recovery Instantly,5,5,exact,1,mana_flask_recovery_is_instant_while_on_low_mana,1,explicit.stat_1839832419,yes,5,0,0
explicitMods,Maximum # Stages\nLeaves # Spore Pod per Stage,5,5,none,0,,0,,,0,0,0
explicitMods,Maximum # hovering Projectiles,5,5,none,0,,0,,,0,5,0
explicitMods,Maximum of # Clones that fire Arrows upwards,5,5,none,0,,0,,,0,5,0
explicitMods,Minions Regenerate # Life per second,5,5,exact,1,minion_life_regeneration_rate_per_second,2,explicit.stat_3062329212 fractured.stat_3062329212,yes,5,0,0
explicitMods,Minions can hear the whispers for # seconds after they deal a Critical Strike,5,5,exact,1,minions_go_crazy_on_crit_ms,1,explicit.stat_2735021664,yes,5,0,0
explicitMods,Minions deal # to # additional Attack Physical Damage,5,5,exact,1,minion_attack_minimum_added_physical_damage|minion_attack_maximum_added_physical_damage,1,explicit.stat_797833282,yes,5,0,0
explicitMods,Minions from Supported Skills take #% of their total Maximum Life and Energy Shield as Physical Damage per second while you have an Aura from a Supported Skill on you,5,5,none,0,,0,,,0,5,0
explicitMods,Minions have #% increased Critical Strike Chance per Maximum Power Charge you have,5,5,exact,1,minion_critical_strike_chance_+%_per_maximum_power_charge,2,explicit.stat_446070669 implicit.stat_446070669,yes,5,0,0
explicitMods,Minions have #% to Critical Strike Multiplier,5,5,exact,1,minion_critical_strike_multiplier_+,2,explicit.stat_1854213750 fractured.stat_1854213750,yes,3,2,0
explicitMods,Modifiers to number of Projectiles only apply to the final Spiral,5,5,none,0,,0,,,0,5,0
explicitMods,"Monsters Ignite, Freeze and Shock on Hit",5,5,exact,1,map_monsters_%_chance_to_inflict_status_ailments,2,explicit.stat_2553656203 fractured.stat_2553656203,yes,5,0,0
explicitMods,Monsters have #% chance to gain a Frenzy Charge on Hit,5,5,exact,1,map_monsters_add_frenzy_charge_on_hit_%,2,explicit.stat_1742567045 fractured.stat_1742567045,yes,5,0,0
explicitMods,"More Fire modifiers
\nNo Cold modifiers",5,5,none,0,,0,,,0,0,0
explicitMods,Nearby stationary Enemies gain a Grasping Vine every # seconds,5,5,exact,1,local_display_nearby_stationary_enemies_gain_a_grasping_vine_every_x_ms,2,explicit.stat_3469279727 implicit.stat_3469279727,yes,5,0,0
explicitMods,Passive Skills in Radius can be Allocated without being connected to your tree\nPassage,5,5,exact,1,local_unique_jewel_nearby_disconnected_passives_can_be_allocated|unique_thread_of_hope_base_resist_all_elements_%,6,crafted.stat_2901986750 explicit.stat_1725885727 explicit.stat_2901986750 fractured.stat_2901986750 implicit.stat_2901986750 scourge.stat_2901986750,yes,0,0,0
explicitMods,Players have #% less Defences,5,5,exact,1,map_player_global_defences_+%,2,explicit.stat_943960754 fractured.stat_943960754,yes,5,0,0
explicitMods,Projectiles deal #% more Damage per previous Projectile fired in sequence,5,5,none,0,,0,,,0,5,0
explicitMods,"Pulses every # seconds while Frozen, Shocked, Brittle or Sapped",5,5,none,0,,0,,,0,5,0
explicitMods,Randomises the values of the implicit modifiers of an item,5,5,none,0,,0,,,0,0,5
explicitMods,Rare Monsters have Volatile Cores,5,5,exact,1,map_rare_monster_volatile_on_death_%,2,explicit.stat_1706239920 fractured.stat_1706239920,yes,5,0,0
explicitMods,Recharges # Charge when you Consume an Ignited corpse,5,5,exact,1,local_flask_gain_X_charges_on_consuming_ignited_corpse,1,explicit.stat_2557247391,yes,5,0,0
explicitMods,Recover #% of Life when Supported Skills Cull an Enemy,5,5,none,0,,0,,,0,5,0
explicitMods,Recover #% of Life when you Block,5,5,exact,1,recover_%_of_maximum_life_on_block,3,explicit.stat_2442647190 fractured.stat_2442647190 implicit.stat_2442647190,yes,5,0,0
explicitMods,Recover an additional #% of Flask's Life Recovery Amount over # seconds if used while not on Full Life,5,5,none,0,,0,,,5,0,0
explicitMods,Regenerate # Energy Shield per second while a Rare or Unique Enemy is Nearby,5,5,exact,1,energy_shield_regeneration_rate_per_minute_if_rare_or_unique_enemy_nearby,3,crafted.stat_2238019079 explicit.stat_2238019079 fractured.stat_2238019079,yes,5,0,0
explicitMods,Regenerate # Rage per second for every # Life Recovery per second from Regeneration\nDoes not delay Inherent Loss of Rage,5,5,none,0,,0,,,0,0,0
explicitMods,Regenerate #% of Life per second per Frenzy Charge,5,5,exact,1,life_regeneration_rate_per_minute_%_per_frenzy_charge,1,explicit.stat_2828673491,yes,5,0,0
explicitMods,Regenerate #% of Life per second while moving,5,5,exact,1,life_regeneration_rate_per_minute_%_while_moving,2,explicit.stat_908516597 fractured.stat_908516597,yes,5,0,0
explicitMods,Removes a random modifier from an item,5,5,none,0,,0,,,0,0,5
explicitMods,Removes all but one Life on use\nRemoved life is Regenerated as Energy Shield over # seconds,5,5,exact,1,local_unique_remove_life_and_regen_es_from_removed_life|local_unique_regen_es_from_removed_life_duration_ms,1,explicit.stat_4120779321,yes,0,0,0
explicitMods,Restless Ground III,5,5,none,0,,0,,,0,0,5
explicitMods,Right ring slot: you and your Minions prevent #% of Reflected Physical Damage,5,5,exact,1,local_right_ring_slot_-%_of_your_physical_damage_cannot_be_reflected,0,,,5,0,0
explicitMods,Rituals have #% improved Favour Rewards\nRituals spawn Monsters #% faster\nRituals have #% more maximum monsters alive,5,5,none,0,,0,,,0,0,0
explicitMods,Runes can be improved # times,5,5,none,0,,0,,,0,5,0
explicitMods,Runes deal #% more Damage with Hits and Ailments per Improvement,5,5,none,0,,0,,,0,5,0
explicitMods,Runes have #% more Area of Effect per Improvement,5,5,none,0,,0,,,0,5,0
explicitMods,Sacrifices #% of Skeleton's Life to deal that much Chaos Damage,5,5,none,0,,0,,,0,5,0
explicitMods,Scorch Enemies in Close Range when you Block,5,5,exact,1,scorch_enemies_in_close_range_on_block,2,explicit.stat_41178696 implicit.stat_41178696,yes,5,0,0
explicitMods,Secondary Debuff deals #% of the total remaining Expected Poison Damage of all Poisons on the dying Enemy per second as Chaos Damage,5,5,none,0,,0,,,0,5,0
explicitMods,Shocks you cause are reflected back to you,5,5,exact,1,shocks_reflected_to_self,1,explicit.stat_807955413,yes,5,0,0
explicitMods,Socketed Gems are Supported by Level # Added Fire Damage,5,5,exact,1,local_display_socketed_gems_get_added_fire_damage_level,4,explicit.indexable_support_126 explicit.stat_2572192375 fractured.stat_2572192375 implicit.stat_2572192375,yes,5,0,0
explicitMods,Socketed Gems are Supported by Level # Burning Damage,5,5,exact,1,local_display_socketed_gems_supported_by_level_x_increased_burning_damage,3,explicit.indexable_support_68 explicit.stat_2680613507 fractured.stat_2680613507,yes,5,0,0
explicitMods,Socketed Gems are Supported by Level # Fire Penetration,5,5,exact,2,local_display_socketed_gems_supported_by_level_x_fire_penetration;local_display_socketed_gems_get_fire_penetration_level,4,explicit.indexable_support_82 explicit.stat_1979658770 explicit.stat_3265951306 fractured.stat_1979658770,yes,5,0,0
explicitMods,Socketed Gems are Supported by Level # Innervate,5,5,exact,1,local_display_socketed_gems_supported_by_x_innervate_level,3,explicit.indexable_support_60 explicit.stat_1106668565 fractured.stat_1106668565,yes,5,0,0
explicitMods,Socketed Gems deal # to # Added Fire Damage,5,5,exact,1,local_display_socketed_gems_minimum_added_fire_damage|local_display_socketed_gems_maximum_added_fire_damage,2,explicit.stat_1289910726 fractured.stat_1289910726,yes,5,0,0
explicitMods,Spectral Stampede,5,5,none,0,,0,,,5,0,0
explicitMods,Spells cause you to gain Energy Shield equal to their Upfront\nCost every third time you Pay it,5,5,exact,1,gain_spell_cost_as_energy_shield_every_fifth_cast,1,explicit.stat_1357409216,yes,0,0,0
explicitMods,Spends #% of Brand's Cost,5,5,none,0,,0,,,0,5,0
explicitMods,Storms Hit Enemies with #% increased Frequency,5,5,none,0,,0,,,0,5,0
explicitMods,Supported Aura Skills have no Reservation,5,5,none,0,,0,,,0,5,0
explicitMods,Supported Skills Fire Projectiles in a circle,5,5,none,0,,0,,,0,5,0
explicitMods,Supported Skills Fire Projectiles sequentially,5,5,none,0,,0,,,0,5,0
explicitMods,Supported Skills can only be used with Axes or Swords,5,5,none,0,,0,,,0,5,0
explicitMods,Supported Skills can only be used with Bows,5,5,none,0,,0,,,0,5,0
explicitMods,Supported Skills can only be used with Bows or Wands,5,5,none,0,,0,,,0,5,0
explicitMods,"Supported Skills can only be used with Maces, Sceptres or Staves",5,5,none,0,,0,,,0,5,0
explicitMods,Supported Skills cannot apply Auras on you unless you have Minions from a Supported Skill,5,5,none,0,,0,,,0,5,0
explicitMods,Supported Skills deal #% increased Damage with Poison,5,5,none,0,,0,,,0,5,0
explicitMods,Supported Skills deal #% more Damage for each prior Mine in Detonation Sequence,5,5,none,0,,0,,,0,5,0
explicitMods,"Supported Skills deal up to #% more Melee Damage to Enemies, based on proximity",5,5,none,0,,0,,,0,5,0
explicitMods,Supported Skills fire a Payload Arrow into the air\nProjectiles from the Supported Skill Fire from where the Payload Arrow lands,5,5,none,0,,0,,,0,0,0
explicitMods,Supported Skills gain #% of Cold Damage as Extra Fire Damage,5,5,none,0,,0,,,0,5,0
explicitMods,Supported Skills grant Combat Rush on Hit\nCombat Rush lasts # seconds or until you use a Travel Skill,5,5,none,0,,0,,,0,0,0
explicitMods,Supported Skills have #% chance to Unnerve Enemies for # seconds on Hit,5,5,none,0,,0,,,0,5,0
explicitMods,Supported Skills have #% increased Blinding duration,5,5,none,0,,0,,,0,5,0
explicitMods,Supported Skills have #% increased Curse Duration,5,5,none,0,,0,,,0,5,0
explicitMods,Supported Skills have #% increased Minion maximum Life,5,5,none,0,,0,,,0,5,0
explicitMods,Supported Skills have #% increased Projectile Speed,5,5,none,0,,0,,,0,5,0
explicitMods,Supported Skills have #% less Projectile Speed,5,5,none,0,,0,,,0,5,0
explicitMods,Supported Skills have #% more Attack Time per Projectile,5,5,none,0,,0,,,0,5,0
explicitMods,Supported Skills have #% more Trap and Mine Throwing Time per Projectile,5,5,none,0,,0,,,0,5,0
explicitMods,Supported Skills have #% of Cold Damage Converted to Fire Damage,5,5,none,0,,0,,,0,5,0
explicitMods,Supported Skills will Trigger Shockwave on Melee Hit,5,5,none,0,,0,,,0,5,0
explicitMods,"Supported Warcries will Trigger when their Cooldown is over\nThis Skill's Mana Reservation is the total of the Mana Reservations of Supported Skills, and cannot be further modified",5,5,none,0,,0,,,0,0,0
explicitMods,Take no Extra Damage from Critical Strikes if you have a Magic Ring in left slot,5,5,exact,1,self_take_no_extra_damage_from_critical_strikes_if_left_ring_is_magic_item,1,explicit.stat_611839381,yes,5,0,0
explicitMods,Temporal Chains has #% reduced Effect on you,5,5,exact,1,temporal_chains_effeciveness_+%,1,explicit.stat_1152934561,yes,5,0,0
explicitMods,Trigger Level # Consecrate when you deal a Critical Strike,5,5,exact,1,local_display_cast_level_X_consecrate_on_crit,1,explicit.stat_899293871,yes,5,0,0
explicitMods,Trigger Level # Lightning Warp on Hit with this Weapon,5,5,exact,1,local_display_trigger_level_x_lightning_warp_on_hit_with_this_weapon,1,explicit.stat_1527893390,yes,5,0,0
explicitMods,Unaffected by Ignite,5,5,exact,1,unaffected_by_ignite,2,enchant.stat_2635869389 explicit.stat_2635869389,yes,5,0,0
explicitMods,"Unique Boss deals #% increased Damage
\nUnique Boss has #% increased Attack and Cast Speed
\nUnique Boss has #% increased Life
\nUnique Boss has #% increased Area of Effect",5,5,lines,6,map_boss_damage_+%;map_boss_attack_and_cast_speed_+%;map_boss_maximum_life_+%;map_boss_area_of_effect_+%;map_additional_red_beasts|map_bestiary_league;dummy_stat_display_nothing,10,enchant.stat_124877078 enchant.stat_1959158336 explicit.stat_124877078 explicit.stat_1959158336 explicit.stat_2109106920 explicit.stat_3040667106 fractured.stat_124877078 fractured.stat_1959158336,yes,0,0,0
explicitMods,Upgrades a normal item to a rare item with up to four linked sockets,5,5,none,0,,0,,,0,0,5
explicitMods,Uses your Life if no Skeletons in range,5,5,none,0,,0,,,0,5,0
explicitMods,Warcry Skills have #% increased Area of Effect,5,5,exact,1,warcry_skill_area_of_effect_+%,3,explicit.stat_2567751411 fractured.stat_2567751411 implicit.stat_2567751411,yes,5,0,0
explicitMods,Will be Consumed when you use a Jeweller's Orb\non an item to ensure maximum Sockets,5,5,none,0,,0,,,0,0,0
explicitMods,"With at least # Dexterity in Radius, Ethereal Knives fires # additional Projectiles",5,5,none,0,,0,,,5,0,0
explicitMods,"With at least # Dexterity in Radius, Ethereal Knives fires Projectiles in a circle",5,5,none,0,,0,,,5,0,0
explicitMods,"With at least # Strength in Radius, Ground Slam has a #% chance\nto grant an Endurance Charge when you Stun an Enemy",5,5,none,0,,0,,,0,0,0
explicitMods,"With at least # Strength in Radius, Ground Slam\nhas a #% increased angle",5,5,none,0,,0,,,0,0,0
explicitMods,"With at least # Strength in Radius, Molten Strike Projectiles Chain # time",5,5,none,0,,0,,,5,0,0
explicitMods,"With at least # Strength in Radius, Molten Strike Projectiles Chain on impacting ground",5,5,none,0,,0,,,5,0,0
explicitMods,"With at least # Strength in Radius, Molten Strike fires #% less Projectiles",5,5,none,0,,0,,,5,0,0
explicitMods,"With at least # Strength, #% of Damage dealt by your Raised Zombies is Leeched to you as Life",5,5,none,0,,0,,,5,0,0
explicitMods,You are Hexproof if you have a Magic Ring in right slot,5,5,exact,1,hexproof_if_right_ring_is_magic_item,1,explicit.stat_165884462,yes,5,0,0
explicitMods,You cannot have non-Golem Minions,5,5,exact,1,you_cannot_have_non_golem_minions,1,explicit.stat_1826605755,yes,5,0,0
explicitMods,You gain # Grasping Vines when you take a Critical Strike,5,5,exact,1,gain_x_grasping_vines_when_you_take_a_critical_strike,1,explicit.stat_375932027,yes,5,0,0
explicitMods,You gain Onslaught for # seconds on Kill,5,5,exact,1,onslaught_buff_duration_on_kill_ms,1,explicit.stat_1195849808,yes,5,0,0
explicitMods,You have Phasing if you have Blocked Recently,5,5,exact,1,phasing_if_blocked_recently,2,explicit.stat_3492654051 implicit.stat_3492654051,yes,5,0,0
explicitMods,You take #% reduced Extra Damage from Critical Strikes by Poisoned Enemies,5,5,exact,1,extra_damage_taken_from_crit_+%_from_poisoned_enemy,1,explicit.stat_2070361501,yes,5,0,0
explicitMods,Your Aura Buffs do not affect allies,5,5,exact,1,buff_auras_dont_affect_allies,1,explicit.stat_4196775867,yes,5,0,0
explicitMods,"Your Minions spread Caustic Ground on Death, dealing #% of their maximum Life as Chaos Damage per second",5,5,exact,1,minion_caustic_cloud_on_death_maximum_life_per_minute_to_deal_as_chaos_damage_%,1,explicit.stat_688802590,yes,5,0,0
explicitMods,Your spells have #% chance to Shock against Frozen Enemies,5,5,exact,1,spell_chance_to_shock_frozen_enemies_%,1,explicit.stat_288651645,yes,5,0,0
explicitMods,# Added Passive Skill is Aggressive Defence,4,4,none,0,,0,,,4,0,0
explicitMods,# Added Passive Skill is Blast-Freeze,4,4,none,0,,0,,,4,0,0
explicitMods,# Added Passive Skill is Brush with Death,4,4,none,0,,0,,,4,0,0
explicitMods,# Added Passive Skill is Chip Away,4,4,none,0,,0,,,4,0,0
explicitMods,# Added Passive Skill is Empowered Envoy,4,4,none,0,,0,,,4,0,0
explicitMods,# Added Passive Skill is Enduring Composure,4,4,none,0,,0,,,4,0,0
explicitMods,# Added Passive Skill is Feed the Fury,4,4,none,0,,0,,,4,0,0
explicitMods,# Added Passive Skill is Introspection,4,4,none,0,,0,,,4,0,0
explicitMods,# Added Passive Skill is Invigorating Portents,4,4,none,0,,0,,,4,0,0
explicitMods,# Added Passive Skill is Iron Breaker,4,4,none,0,,0,,,4,0,0
explicitMods,# Added Passive Skill is Peak Vigour,4,4,none,0,,0,,,4,0,0
explicitMods,# Added Passive Skill is Quick Getaway,4,4,none,0,,0,,,4,0,0
explicitMods,# Added Passive Skill is Replenishing Presence,4,4,none,0,,0,,,4,0,0
explicitMods,# Added Passive Skill is Snowstorm,4,4,none,0,,0,,,4,0,0
explicitMods,# Added Passive Skill is Streamlined,4,4,none,0,,0,,,4,0,0
explicitMods,# Added Passive Skill is Student of Decay,4,4,none,0,,0,,,4,0,0
explicitMods,# Added Passive Skill is Uncompromising,4,4,none,0,,0,,,4,0,0
explicitMods,# Added Passive Skill is Unspeakable Gifts,4,4,none,0,,0,,,4,0,0
explicitMods,# Added Passive Skill is Vast Power,4,4,none,0,,0,,,4,0,0
explicitMods,# Added Passive Skill is a Jewel Socket,4,4,none,0,,0,,,4,0,0
explicitMods,# Intelligence per # Intelligence on Allocated Passives in Radius,4,4,none,0,,0,,,4,0,0
explicitMods,# maximum Energy Shield per # Strength,4,4,none,0,,0,,,4,0,0
explicitMods,# metres to Pulse radius per Energy,4,4,none,0,,0,,,0,4,0
explicitMods,# seconds to Duration of Frenzy and Power Charges on Culling Strike,4,4,exact,1,frenzy_and_power_charge_add_duration_ms_on_cull,1,explicit.stat_4244234128,yes,4,0,0
explicitMods,# to # Added Cold Damage with Axe Attacks,4,4,exact,1,attack_minimum_added_cold_damage_with_axes|attack_maximum_added_cold_damage_with_axes,2,explicit.stat_1782176131 fractured.stat_1782176131,yes,4,0,0
explicitMods,# to # Added Fire Damage with Staff Attacks,4,4,exact,1,attack_minimum_added_fire_damage_with_staves|attack_maximum_added_fire_damage_with_staves,2,explicit.stat_3220927448 fractured.stat_3220927448,yes,4,0,0
explicitMods,# to # Added Physical Damage with Axe Attacks,4,4,exact,1,attack_minimum_added_physical_damage_with_axes|attack_maximum_added_physical_damage_with_axes,2,explicit.stat_311030839 fractured.stat_311030839,yes,4,0,0
explicitMods,# to # Added Physical Damage with Wand Attacks,4,4,exact,1,attack_minimum_added_physical_damage_with_wands|attack_maximum_added_physical_damage_with_wands,2,explicit.stat_133683091 fractured.stat_133683091,yes,4,0,0
