# generated by scripts/mod-stat-index.py from poe1/data/mods.json @ e2bd511a
id,name,type,domain,generation_type,required_level,n_stats,stats,spawn_weights,generation_weights,adds_tags,implicit_tags,essence_only
AfflictionNotableRottenClaws,Notable,AfflictionNotableRottenClaws,affliction_jewel,prefix,50,1,local_affliction_notable_rotten_claws:1:1,affliction_minion_damage:500 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,physical attack minion,
AfflictionNotableCalltotheSlaughter,of Significance,AfflictionNotableCalltotheSlaughter,affliction_jewel,suffix,1,1,local_affliction_notable_call_to_the_slaughter:1:1,affliction_minion_damage:1000 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,caster_damage damage attack caster speed minion,
AfflictionNotableSkeletalAtrophy,Notable,AfflictionNotableSkeletalAtrophy,affliction_jewel,prefix,68,1,local_affliction_notable_skeletal_atrophy:1:1,affliction_minion_damage:188 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,physical_damage chaos_damage damage physical chaos minion,
AfflictionNotableHulkingCorpses,Notable,AfflictionNotableHulkingCorpses,affliction_jewel,prefix,50,1,local_affliction_notable_hulking_corpses:1:1,affliction_minion_life:716 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,resource life minion,
AfflictionNotableViciousBite,of Significance,AfflictionNotableViciousBite,affliction_jewel,suffix,75,1,local_affliction_notable_vicious_bite:1:1,affliction_minion_damage:63 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,damage minion critical,
AfflictionNotablePrimordialBond,of Significance,AfflictionNotablePrimordialBond,affliction_jewel,suffix,68,1,local_affliction_notable_primordial_bond:1:1,affliction_minion_damage:188 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,resource life damage minion,
AfflictionNotableBlowback,Notable,AfflictionNotableBlowback,affliction_jewel,prefix,50,1,local_affliction_notable_blowback:1:1,affliction_fire_damage_over_time_multiplier:366 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,elemental_damage damage elemental fire ailment,
AfflictionNotableFantheFlames_,Notable,AfflictionNotableFantheFlames,affliction_jewel,prefix,68,1,local_affliction_notable_fan_the_flames:1:1,affliction_fire_damage_over_time_multiplier:137 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,elemental fire ailment,
AfflictionNotableCookedAlive,Notable,AfflictionNotableCookedAlive,affliction_jewel,prefix,68,1,local_affliction_notable_cooked_alive:1:1,affliction_fire_damage_over_time_multiplier:137 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,elemental_damage damage elemental fire ailment,
AfflictionNotableBurningBright,Notable,AfflictionNotableBurningBright,affliction_jewel,prefix,50,1,local_affliction_notable_burning_bright:1:1,affliction_fire_damage_over_time_multiplier:366 affliction_fire_damage:238 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,elemental_damage damage elemental fire,
AfflictionNotableWrappedinFlame_,Notable,AfflictionNotableWrappedinFlame,affliction_jewel,prefix,68,1,local_affliction_notable_wrapped_in_flame:1:1,affliction_fire_damage_over_time_multiplier:137 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,elemental_damage damage elemental fire,
AfflictionNotableVividHues,Notable,AfflictionNotableVividHues,affliction_jewel,prefix,50,1,local_affliction_notable_vivid_hues:1:1,affliction_physical_damage_over_time_multiplier:343 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,bleed resource life physical attack ailment,
AfflictionNotableRend,Notable,AfflictionNotableRend,affliction_jewel,prefix,50,1,local_affliction_notable_rend:1:1,affliction_physical_damage_over_time_multiplier:343 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,bleed physical attack ailment,
AfflictionNotableDisorientingWounds,Notable,AfflictionNotableDisorientingWounds,affliction_jewel,prefix,1,1,local_affliction_notable_disorienting_wounds:1:1,affliction_physical_damage_over_time_multiplier:686 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,bleed physical attack ailment,
AfflictionNotableCompoundInjury,Notable,AfflictionNotableCompoundInjury,affliction_jewel,prefix,50,1,local_affliction_notable_compound_injury:1:1,affliction_physical_damage_over_time_multiplier:343 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,bleed physical attack ailment,
AfflictionNotableBloodArtist,Notable,AfflictionNotableBloodArtist,affliction_jewel,prefix,75,1,local_affliction_notable_blood_artist:1:1,affliction_physical_damage_over_time_multiplier:129 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,bleed physical ailment,
AfflictionNotablePhlebotomist,Notable,AfflictionNotablePhlebotomist,affliction_jewel,prefix,50,1,local_affliction_notable_phlebotomist:1:1,affliction_physical_damage_over_time_multiplier:343 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,bleed physical critical ailment,
AfflictionNotableSepticSpells,Notable,AfflictionNotableSepticSpells,affliction_jewel,prefix,50,1,local_affliction_notable_septic_spells:1:1,affliction_chaos_damage_over_time_multiplier:348 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,caster_damage chaos_damage poison damage chaos caster speed ailment,
AfflictionNotableLowTolerance,Notable,AfflictionNotableLowTolerance,affliction_jewel,prefix,68,1,local_affliction_notable_low_tolerance:1:1,affliction_chaos_damage_over_time_multiplier:130 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,chaos_damage poison damage chaos ailment,
AfflictionNotableSteadyTorment,Notable,AfflictionNotableSteadyTorment,affliction_jewel,prefix,68,1,local_affliction_notable_steady_torment:1:1,affliction_chaos_damage_over_time_multiplier:130 affliction_physical_damage_over_time_multiplier:129 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,physical_damage chaos_damage bleed poison damage physical chaos attack ailment ailment,
AfflictionNotableEternalSuffering,Notable,AfflictionNotableEternalSuffering,affliction_jewel,prefix,50,1,local_affliction_notable_eternal_suffering:1:1,affliction_chaos_damage_over_time_multiplier:348 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,chaos_damage damage chaos,
AfflictionNotableEldritchInspiration,Notable,AfflictionNotableEldritchInspiration,affliction_jewel,prefix,50,1,local_affliction_notable_eldritch_inspiration:1:1,affliction_chaos_damage_over_time_multiplier:348 affliction_maximum_mana:466 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,chaos_damage resource mana damage chaos,
AfflictionNotableWastingAffliction,Notable,AfflictionNotableWastingAffliction,affliction_jewel,prefix,68,1,local_affliction_notable_wasting_affliction:1:1,affliction_damage_over_time_multiplier:222 affliction_cold_damage_over_time_multiplier:178 affliction_physical_damage_over_time_multiplier:129 affliction_fire_damage_over_time_multiplier:137 affliction_chaos_damage_over_time_multiplier:130 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,damage ailment,
AfflictionNotableHaemorrhage,Notable,AfflictionNotableHaemorrhage,affliction_jewel,prefix,50,1,local_affliction_notable_haemorrhage:1:1,affliction_damage_over_time_multiplier:593 affliction_cold_damage_over_time_multiplier:475 affliction_physical_damage_over_time_multiplier:343 affliction_fire_damage_over_time_multiplier:366 affliction_chaos_damage_over_time_multiplier:348 affliction_critical_chance:457 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,damage critical ailment,
AfflictionNotableFlowofLife_,Notable,AfflictionNotableFlowofLife,affliction_jewel,prefix,68,1,local_affliction_notable_flow_of_life:1:1,affliction_damage_over_time_multiplier:222 affliction_cold_damage_over_time_multiplier:178 affliction_physical_damage_over_time_multiplier:129 affliction_fire_damage_over_time_multiplier:137 affliction_chaos_damage_over_time_multiplier:130 affliction_maximum_life:146 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,resource life damage,
AfflictionNotableExposureTherapy_,Notable,AfflictionNotableExposureTherapy,affliction_jewel,prefix,1,1,local_affliction_notable_exposure_therapy:1:1,affliction_damage_over_time_multiplier:1185 affliction_cold_damage_over_time_multiplier:950 affliction_physical_damage_over_time_multiplier:686 affliction_fire_damage_over_time_multiplier:733 affliction_chaos_damage_over_time_multiplier:696 affliction_chaos_resistance:2341 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,chaos_damage damage chaos resistance,
AfflictionNotableBrushwithDeath,Notable,AfflictionNotableBrushwithDeath,affliction_jewel,prefix,68,1,local_affliction_notable_brush_with_death:1:1,affliction_damage_over_time_multiplier:222 affliction_cold_damage_over_time_multiplier:178 affliction_physical_damage_over_time_multiplier:129 affliction_fire_damage_over_time_multiplier:137 affliction_chaos_damage_over_time_multiplier:130 affliction_maximum_life:146 affliction_maximum_energy_shield:189 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,resource life defences energy_shield damage,
AfflictionNotableVileReinvigoration_,Notable,AfflictionNotableVileReinvigoration,affliction_jewel,prefix,50,1,local_affliction_notable_vile_reinvigoration:1:1,affliction_damage_over_time_multiplier:593 affliction_cold_damage_over_time_multiplier:475 affliction_physical_damage_over_time_multiplier:343 affliction_fire_damage_over_time_multiplier:366 affliction_chaos_damage_over_time_multiplier:348 affliction_maximum_energy_shield:505 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,defences energy_shield damage,
AfflictionNotableCirclingOblivion,Notable,AfflictionNotableCirclingOblivion,affliction_jewel,prefix,1,1,local_affliction_notable_circling_oblivion:1:1,affliction_damage_over_time_multiplier:1185 affliction_cold_damage_over_time_multiplier:950 affliction_physical_damage_over_time_multiplier:686 affliction_fire_damage_over_time_multiplier:733 affliction_chaos_damage_over_time_multiplier:696 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,damage ailment,
AfflictionNotableBrewedforPotency,Notable,AfflictionNotableBrewedforPotency,affliction_jewel,prefix,1,1,local_affliction_notable_brewed_for_potency:1:1,affliction_damage_over_time_multiplier:1185 affliction_cold_damage_over_time_multiplier:950 affliction_physical_damage_over_time_multiplier:686 affliction_fire_damage_over_time_multiplier:733 affliction_chaos_damage_over_time_multiplier:696 affliction_flask_duration:1079 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,flask resource life mana damage,
AfflictionNotableAstonishingAffliction,Notable,AfflictionNotableAstonishingAffliction,affliction_jewel,prefix,1,1,local_affliction_notable_astonishing_affliction:1:1,affliction_effect_of_non-damaging_ailments:1627 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,damage ailment,
AfflictionNotableColdConduction__,Notable,AfflictionNotableColdConduction,affliction_jewel,prefix,68,1,local_affliction_notable_cold_conduction:1:1,affliction_effect_of_non-damaging_ailments:305 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,elemental cold lightning ailment,
AfflictionNotableInspiredOppression,Notable,AfflictionNotableInspiredOppression,affliction_jewel,prefix,75,1,local_affliction_notable_inspired_oppression:1:1,affliction_effect_of_non-damaging_ailments:102 affliction_elemental_damage:94 affliction_lightning_damage:45 affliction_cold_damage:32 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,elemental_damage resource mana damage elemental ailment,
AfflictionNotableChillingPresence,Notable,AfflictionNotableChillingPresence,affliction_jewel,prefix,75,1,local_affliction_notable_chilling_presence:1:1,affliction_effect_of_non-damaging_ailments:102 affliction_cold_damage_over_time_multiplier:59 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,elemental cold ailment,
AfflictionNotableDeepChill,Notable,AfflictionNotableDeepChill,affliction_jewel,prefix,1,1,local_affliction_notable_deep_chill:1:1,affliction_effect_of_non-damaging_ailments:1627 affliction_cold_damage:505 affliction_cold_damage_over_time_multiplier:950 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,elemental_damage damage elemental cold ailment,
AfflictionNotableBlastFreeze_,Notable,AfflictionNotableBlastFreeze,affliction_jewel,prefix,68,1,local_affliction_notable_blast_freeze:1:1,affliction_cold_damage:95 affliction_cold_damage_over_time_multiplier:178 affliction_effect_of_non-damaging_ailments:305 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,elemental_damage damage elemental cold ailment,
AfflictionNotableThunderstruck,Notable,AfflictionNotableThunderstruck,affliction_jewel,prefix,50,1,local_affliction_notable_thunderstruck:1:1,affliction_lightning_damage:364 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,elemental_damage damage elemental lightning critical,
AfflictionNotableStormrider,Notable,AfflictionNotableStormrider,affliction_jewel,prefix,68,1,local_affliction_notable_stormrider:1:1,affliction_effect_of_non-damaging_ailments:305 affliction_cold_damage:95 affliction_lightning_damage:136 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,power_charge elemental_damage damage elemental cold lightning,
AfflictionNotableOvershock,Notable,AfflictionNotableOvershock,affliction_jewel,prefix,50,1,local_affliction_notable_overshock:1:1,affliction_lightning_damage:364 affliction_effect_of_non-damaging_ailments:814 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,elemental lightning ailment,
AfflictionNotableEvilEye,Notable,AfflictionNotableEvilEye,affliction_jewel,prefix,1,1,local_affliction_notable_evil_eye:1:1,old_do_not_use_affliction_curse_effect:706 affliction_curse_effect_small:706 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,caster_damage damage caster curse,
AfflictionNotableWhispersofDeath,Notable,AfflictionNotableWhispersofDeath,affliction_jewel,prefix,1,1,local_affliction_notable_whispers_of_death:1:1,old_do_not_use_affliction_curse_effect:0 affliction_curse_effect_small:0 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,caster curse,
AfflictionNotableWardbreaker_,Notable,AfflictionNotableWardbreaker,affliction_jewel,prefix,68,1,local_affliction_notable_wardbreaker:1:1,old_do_not_use_affliction_curse_effect:0 affliction_curse_effect_small:0 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,resource mana caster curse,
AfflictionNotableDarkDiscourse,Notable,AfflictionNotableDarkDiscourse,affliction_jewel,prefix,50,1,local_affliction_notable_dark_discourse:1:1,old_do_not_use_affliction_curse_effect:353 affliction_curse_effect_small:353 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,caster curse,
AfflictionNotableVictimMaker,Notable,AfflictionNotableVictimMaker,affliction_jewel,prefix,50,1,local_affliction_notable_victim_maker:1:1,old_do_not_use_affliction_curse_effect:353 affliction_curse_effect_small:353 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,caster speed curse,
AfflictionNotableMasterofFear,Notable,AfflictionNotableMasterofFear,affliction_jewel,prefix,68,1,local_affliction_notable_master_of_fear:1:1,old_do_not_use_affliction_curse_effect:0 affliction_curse_effect_small:0 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,caster curse,
AfflictionNotableWishforDeath_,Notable,AfflictionNotableWishforDeath,affliction_jewel,prefix,50,1,local_affliction_notable_wish_for_death:1:1,old_do_not_use_affliction_curse_effect:0 affliction_curse_effect_small:0 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,caster curse,
AfflictionNotableLordofDrought_,Notable,AfflictionNotableLordofDrought,affliction_jewel,prefix,50,1,local_affliction_notable_flaming_doom:1:1,old_do_not_use_affliction_curse_effect:353 affliction_curse_effect_small:353 affliction_fire_damage:0 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,caster curse,
AfflictionNotableBlizzardCaller_,Notable,AfflictionNotableBlizzardCaller,affliction_jewel,prefix,50,1,local_affliction_notable_frost_breath:1:1,old_do_not_use_affliction_curse_effect:353 affliction_curse_effect_small:353 affliction_cold_damage:0 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,caster critical curse,
AfflictionNotableTempttheStorm,Notable,AfflictionNotableTempttheStorm,affliction_jewel,prefix,50,1,local_affliction_notable_lightnings_call:1:1,old_do_not_use_affliction_curse_effect:353 affliction_curse_effect_small:353 affliction_lightning_damage:0 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,caster speed curse,
AfflictionNotableMiseryEverlasting,Notable,AfflictionNotableMiseryEverlasting,affliction_jewel,prefix,50,1,local_affliction_notable_depression:1:1,old_do_not_use_affliction_curse_effect:353 affliction_curse_effect_small:353 affliction_chaos_damage:0 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,caster curse,
AfflictionNotableExploitWeakness_,Notable,AfflictionNotableExploitWeakness,affliction_jewel,prefix,50,1,local_affliction_notable_heavy_trauma:1:1,old_do_not_use_affliction_curse_effect:353 affliction_curse_effect_small:353 affliction_physical_damage:0 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,physical_damage caster_damage damage physical caster curse,
AfflictionNotableHoundsMark,Notable,AfflictionNotableHoundsMark,affliction_jewel,prefix,1,1,local_affliction_notable_hounds_mark:1:1,old_do_not_use_affliction_curse_effect:706 affliction_curse_effect_small:706 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,caster_damage damage caster curse,
AfflictionNotableDoedresGluttony,Notable,AfflictionNotableDoedresGluttony,affliction_jewel,prefix,50,1,local_affliction_notable_doedres_gluttony:1:1,old_do_not_use_affliction_curse_effect:353 affliction_curse_effect_small:353 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,caster_damage damage caster curse,
AfflictionNotableDoedresApathy____,Notable,AfflictionNotableDoedresApathy,affliction_jewel,prefix,68,1,local_affliction_notable_doedres_apathy:1:1,old_do_not_use_affliction_curse_effect:132 affliction_curse_effect_small:132 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,caster curse,
AfflictionNotableMasterOfTheMaelstrom_,Notable,AfflictionNotableMasterOfTheMaelstrom,affliction_jewel,prefix,50,1,local_affliction_notable_master_of_the_maelstrom:1:1,old_do_not_use_affliction_curse_effect:353 affliction_curse_effect_small:353 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,elemental caster ailment curse,
AfflictionNotableHeraldry,Notable,AfflictionNotableHeraldry,affliction_jewel,prefix,75,1,local_affliction_notable_heraldry:1:1,affliction_damage_while_you_have_a_herald:118 affliction_minion_damage_while_you_have_a_herald:158 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,,
AfflictionNotableEndbringer,Notable,AfflictionNotableEndbringer,affliction_jewel,prefix,68,1,local_affliction_notable_endbringer:1:1,affliction_damage_while_you_have_a_herald:353 affliction_minion_damage_while_you_have_a_herald:474 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,damage,
AfflictionNotableCultLeader_,Notable,AfflictionNotableCultLeader,affliction_jewel,prefix,1,1,local_affliction_notable_cult_leader:1:1,affliction_minion_damage_while_you_have_a_herald:2526 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,damage minion,
AfflictionNotableEmpoweredEnvoy_,Notable,AfflictionNotableEmpoweredEnvoy,affliction_jewel,prefix,1,1,local_affliction_notable_empowered_envoy:1:1,affliction_damage_while_you_have_a_herald:1882 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,damage,
AfflictionNotableDarkMessenger,Notable,AfflictionNotableDarkMessenger,affliction_jewel,prefix,50,1,local_affliction_notable_dark_messenger:1:1,affliction_damage_while_you_have_a_herald:941 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,damage,
AfflictionNotableAgentofDestruction,Notable,AfflictionNotableAgentofDestruction,affliction_jewel,prefix,1,1,local_affliction_notable_agent_of_destruction:1:1,affliction_damage_while_you_have_a_herald:1882 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,elemental_damage damage elemental fire cold lightning ailment,
AfflictionNotableLastingImpression_,Notable,AfflictionNotableLastingImpression,affliction_jewel,prefix,68,1,local_affliction_notable_lasting_impression:1:1,affliction_damage_while_you_have_a_herald:353 affliction_minion_damage_while_you_have_a_herald:474 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,damage,
AfflictionNotableSelfFulfillingProphecy_,Notable,AfflictionNotableSelfFulfillingProphecy,affliction_jewel,prefix,68,1,local_affliction_notable_self_fulfilling_prophecy:1:1,affliction_damage_while_you_have_a_herald:353 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,damage critical,
AfflictionNotableInvigoratingPortents,Notable,AfflictionNotableInvigoratingPortents,affliction_jewel,prefix,50,1,local_affliction_notable_invigorating_portents:1:1,affliction_minion_damage_while_you_have_a_herald:1263 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,damage speed minion,
AfflictionNotablePureAgony_,Notable,AfflictionNotablePureAgony,affliction_jewel,prefix,68,1,local_affliction_notable_pure_agony:1:1,affliction_minion_damage_while_you_have_a_herald:474 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,damage minion,
AfflictionNotableDisciples_,Notable,AfflictionNotableDisciples,affliction_jewel,prefix,68,1,local_affliction_notable_disciples:1:1,affliction_minion_damage_while_you_have_a_herald:474 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,damage speed minion,
AfflictionNotableDreadMarch_,Notable,AfflictionNotableDreadMarch,affliction_jewel,prefix,1,1,local_affliction_notable_dread_march:1:1,affliction_minion_life:1433 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,resource life chaos resistance speed minion,
AfflictionNotableBlessedRebirth,Notable,AfflictionNotableBlessedRebirth,affliction_jewel,prefix,68,1,local_affliction_notable_blessed_rebirth:1:1,affliction_minion_life:269 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,resource life minion,
AfflictionNotableLifefromDeath_,Notable,AfflictionNotableLifefromDeath,affliction_jewel,prefix,50,1,local_affliction_notable_life_from_death:1:1,affliction_minion_life:716 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,resource life minion,
AfflictionNotableFeastingFiends,Notable,AfflictionNotableFeastingFiends,affliction_jewel,prefix,1,1,local_affliction_notable_feasting_fiends:1:1,affliction_minion_life:1433 affliction_minion_damage:1000 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,resource life damage minion,
AfflictionNotableBodyguards,Notable,AfflictionNotableBodyguards,affliction_jewel,prefix,50,1,local_affliction_notable_bodyguards:1:1,affliction_minion_life:716 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,resource life minion,
AfflictionNotableFollowThrough_,Notable,AfflictionNotableFollowThrough,affliction_jewel,prefix,68,1,local_affliction_notable_follow_through:1:1,affliction_projectile_damage:333 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,damage,
AfflictionNotableStreamlined,Notable,AfflictionNotableStreamlined,affliction_jewel,prefix,1,1,local_affliction_notable_streamlined:1:1,affliction_projectile_damage:1778 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,damage speed,
AfflictionNotableShriekingBolts_,Notable,AfflictionNotableShriekingBolts,affliction_jewel,prefix,50,1,local_affliction_notable_shrieking_bolts:1:1,affliction_projectile_damage:889 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,damage,
AfflictionNotableEyetoEye,Notable,AfflictionNotableEyetoEye,affliction_jewel,prefix,50,1,local_affliction_notable_eye_to_eye:1:1,affliction_projectile_damage:889 default:0,expansion_jewel_large:100 expansion_jewel_medium:100 has_affliction_notable:0 expansion_jewel_small:100 default:0,has_affliction_notable,damage,
