# generated by scripts/census.py from raw/spike-GERWARIC_7694-2026-09-13.db, raw/cpp-userstore-GERWARIC_7694-2026-09-13.db, ../trade-query/data/items-2026-09-12.json
array,name,type,displayMode,value_templates,n_values,items,example
properties,[Intangibility|Intangibility],110,0,#%,1,18,"{""name"": ""[Intangibility|Intangibility]"", ""values"": [[""35%"", 0]], ""displayMode"": 0, ""type"": 110}"
properties,"Bow, Attack, Support, Duration",,0,,0,17,"{""displayMode"": 0, ""name"": ""Bow, Attack, Support, Duration"", ""values"": []}"
properties,"Bow, Projectile, Support, Totem",,0,,0,17,"{""displayMode"": 0, ""name"": ""Bow, Projectile, Support, Totem"", ""values"": []}"
properties,"Cold, Fire, Lightning, Support, AoE",,0,,0,17,"{""displayMode"": 0, ""name"": ""Cold, Fire, Lightning, Support, AoE"", ""values"": []}"
properties,"Critical, Spell, AoE, Duration, Vaal, Physical",,0,,0,17,"{""displayMode"": 0, ""name"": ""Critical, Spell, AoE, Duration, Vaal, Physical"", ""values"": []}"
properties,"Spell, AoE, Aura, Physical",,0,,0,17,"{""displayMode"": 0, ""name"": ""Spell, AoE, Aura, Physical"", ""values"": []}"
properties,"Spell, AoE, Duration, Fire, Physical, Vaal, Guard",,0,,0,17,"{""displayMode"": 0, ""name"": ""Spell, AoE, Duration, Fire, Physical, Vaal, Guard"", ""values"": []}"
properties,"Spell, Chaos, AoE",,0,,0,17,"{""displayMode"": 0, ""name"": ""Spell, Chaos, AoE"", ""values"": []}"
properties,"Spell, Duration, Guard, Lightning, Arcane",,0,,0,17,"{""displayMode"": 0, ""name"": ""Spell, Duration, Guard, Lightning, Arcane"", ""values"": []}"
properties,"Spell, Projectile, AoE, Lightning",,0,,0,17,"{""displayMode"": 0, ""name"": ""Spell, Projectile, AoE, Lightning"", ""values"": []}"
properties,"Support, Melee, Attack, Strike, AoE",,0,,0,17,"{""displayMode"": 0, ""name"": ""Support, Melee, Attack, Strike, AoE"", ""values"": []}"
properties,"Support, Spell, Totem",,0,,0,17,"{""displayMode"": 0, ""name"": ""Support, Spell, Totem"", ""values"": []}"
properties,"Trap, Spell, Duration, AoE, Fire",,0,,0,17,"{""displayMode"": 0, ""name"": ""Trap, Spell, Duration, AoE, Fire"", ""values"": []}"
properties,"Attack, AoE, Chaos, Projectile",,0,,0,16,"{""displayMode"": 0, ""name"": ""Attack, AoE, Chaos, Projectile"", ""values"": []}"
properties,"Attack, Melee, Movement, Travel",,0,,0,16,"{""displayMode"": 0, ""name"": ""Attack, Melee, Movement, Travel"", ""values"": []}"
properties,"Physical, Minion, Spell, Golem",,0,,0,16,"{""displayMode"": 0, ""name"": ""Physical, Minion, Spell, Golem"", ""values"": []}"
properties,Quality (Life and Mana Modifiers),6,0,#%,1,16,"{""displayMode"": 0, ""name"": ""Quality (Life and Mana Modifiers)"", ""type"": 6, ""values"": [[""+20%"", 1]]}"
properties,"Spell, AoE, Fire, Duration, Projectile, Orb",,0,,0,16,"{""name"": ""Spell, AoE, Fire, Duration, Projectile, Orb"", ""values"": [], ""displayMode"": 0}"
properties,"Spell, Projectile, Duration, Lightning",,0,,0,16,"{""displayMode"": 0, ""name"": ""Spell, Projectile, Duration, Lightning"", ""values"": []}"
properties,"Support, Hex, Trigger",,0,,0,16,"{""displayMode"": 0, ""name"": ""Support, Hex, Trigger"", ""values"": []}"
properties,"Support, Melee, Attack, Strike",,0,,0,16,"{""displayMode"": 0, ""name"": ""Support, Melee, Attack, Strike"", ""values"": []}"
properties,"Support, Trap",,0,,0,16,"{""displayMode"": 0, ""name"": ""Support, Trap"", ""values"": []}"
properties,"Totem, Spell, Projectile, Fire, Channelling, Physical, AoE",,0,,0,16,"{""displayMode"": 0, ""name"": ""Totem, Spell, Projectile, Fire, Channelling, Physical, AoE"", ""values"": []}"
properties,"Trap, Support",,0,,0,16,"{""displayMode"": 0, ""name"": ""Trap, Support"", ""values"": []}"
properties,"Attack, AoE, Melee, Movement, Channelling",,0,,0,15,"{""displayMode"": 0, ""name"": ""Attack, AoE, Melee, Movement, Channelling"", ""values"": []}"
properties,"Attack, AoE, Melee, Physical",,0,,0,15,"{""displayMode"": 0, ""name"": ""Attack, AoE, Melee, Physical"", ""values"": []}"
properties,"Attack, Melee, AoE, Duration",,0,,0,15,"{""displayMode"": 0, ""name"": ""Attack, Melee, AoE, Duration"", ""values"": []}"
properties,"Attack, Melee, Strike",,0,,0,15,"{""displayMode"": 0, ""name"": ""Attack, Melee, Strike"", ""values"": []}"
properties,"Attack, Projectile, AoE, Duration, Chaos, Bow",,0,,0,15,"{""displayMode"": 0, ""name"": ""Attack, Projectile, AoE, Duration, Chaos, Bow"", ""values"": []}"
properties,"Critical, Spell, Curse, Mark",,0,,0,15,"{""displayMode"": 0, ""name"": ""Critical, Spell, Curse, Mark"", ""values"": []}"
properties,Elemental Damage,10,0,#-#|#-#|#-#,3,15,"{""displayMode"": 0, ""name"": ""Elemental Damage"", ""type"": 10, ""values"": [[""150-316"", 4], [""184-292"", 5], [""32-459"", 6]]}"
properties,Heist Target: {#} ({#}),47,3,Sword of the Inverse Relic|Priceless,2,15,"{""displayMode"": 3, ""name"": ""Heist Target: {0} ({1})"", ""type"": 47, ""values"": [[""Sword of the Inverse Relic"", 0], [""Pricel"
properties,"Mine, Spell, AoE, Lightning, Aura, Nova",,0,,0,15,"{""displayMode"": 0, ""name"": ""Mine, Spell, AoE, Lightning, Aura, Nova"", ""values"": []}"
properties,"Physical, Spell, Curse, Mark",,0,,0,15,"{""name"": ""Physical, Spell, Curse, Mark"", ""values"": [], ""displayMode"": 0}"
properties,"Slam, Support, Melee, Attack, Strike",,0,,0,15,"{""displayMode"": 0, ""name"": ""Slam, Support, Melee, Attack, Strike"", ""values"": []}"
properties,"Spell, AoE, Duration, Lightning, Herald",,0,,0,15,"{""displayMode"": 0, ""name"": ""Spell, AoE, Duration, Lightning, Herald"", ""values"": []}"
properties,"Totem, Spell",,0,,0,15,"{""displayMode"": 0, ""name"": ""Totem, Spell"", ""values"": []}"
properties,"Totem, Spell, AoE",,0,,0,15,"{""name"": ""Totem, Spell, AoE"", ""values"": [], ""displayMode"": 0}"
properties,"Trap, Spell, AoE, Fire, Physical",,0,,0,15,"{""displayMode"": 0, ""name"": ""Trap, Spell, AoE, Fire, Physical"", ""values"": []}"
properties,Ward,54,0,#,1,15,"{""displayMode"": 0, ""name"": ""Ward"", ""type"": 54, ""values"": [[""283"", 1]]}"
properties,"Attack, Melee, Strike, AoE, Duration, Lightning, Chaining",,0,,0,14,"{""displayMode"": 0, ""name"": ""Attack, Melee, Strike, AoE, Duration, Lightning, Chaining"", ""values"": []}"
properties,"Critical, Attack, Projectile, Vaal",,0,,0,14,"{""displayMode"": 0, ""name"": ""Critical, Attack, Projectile, Vaal"", ""values"": []}"
properties,"Critical, Cold, Minion, Spell, Golem",,0,,0,14,"{""displayMode"": 0, ""name"": ""Critical, Cold, Minion, Spell, Golem"", ""values"": []}"
properties,"Critical, Spell, AoE, Duration, Cold",,0,,0,14,"{""displayMode"": 0, ""name"": ""Critical, Spell, AoE, Duration, Cold"", ""values"": []}"
properties,Genus,21,0,Sand Spitters,1,14,"{""displayMode"": 0, ""name"": ""Genus"", ""type"": 21, ""values"": [[""Sand Spitters"", 0]]}"
properties,"Lightning, Arcane, Support, Spell",,0,,0,14,"{""displayMode"": 0, ""name"": ""Lightning, Arcane, Support, Spell"", ""values"": []}"
properties,"Mine, Critical, Spell, Projectile, Cold, Aura, AoE",,0,,0,14,"{""displayMode"": 0, ""name"": ""Mine, Critical, Spell, Projectile, Cold, Aura, AoE"", ""values"": []}"
properties,"Mine, Spell, Projectile, Fire, AoE, Aura, Nova",,0,,0,14,"{""displayMode"": 0, ""name"": ""Mine, Spell, Projectile, Fire, AoE, Aura, Nova"", ""values"": []}"
properties,Radius,24,0,Variable,1,14,"{""displayMode"": 0, ""name"": ""Radius"", ""type"": 24, ""values"": [[""Variable"", 1]]}"
properties,Requires Sacrifice: {#} {#},51,3,Orb of Annulment|x#,2,14,"{""displayMode"": 3, ""name"": ""Requires Sacrifice: {0} {1}"", ""type"": 51, ""values"": [[""Orb of Annulment"", 18], [""x1"", 0]]}"
properties,Requires Sacrifice: {#} {#},51,3,Gemcutter's Prism|x#,2,14,"{""displayMode"": 3, ""name"": ""Requires Sacrifice: {0} {1}"", ""type"": 51, ""values"": [[""Gemcutter's Prism"", 18], [""x10"", 0]]}"
properties,"Spell, AoE, Duration, Lightning, Arcane",,0,,0,14,"{""displayMode"": 0, ""name"": ""Spell, AoE, Duration, Lightning, Arcane"", ""values"": []}"
properties,"Spell, AoE, Duration, Physical",,0,,0,14,"{""displayMode"": 0, ""name"": ""Spell, AoE, Duration, Physical"", ""values"": []}"
properties,"Spell, AoE, Lightning",,0,,0,14,"{""displayMode"": 0, ""name"": ""Spell, AoE, Lightning"", ""values"": []}"
properties,"Spell, AoE, Physical",,0,,0,14,"{""displayMode"": 0, ""name"": ""Spell, AoE, Physical"", ""values"": []}"
properties,"Spell, AoE, Vaal, Fire, Channelling",,0,,0,14,"{""displayMode"": 0, ""name"": ""Spell, AoE, Vaal, Fire, Channelling"", ""values"": []}"
properties,"Spell, Minion, Duration, Fire",,0,,0,14,"{""name"": ""Spell, Minion, Duration, Fire"", ""values"": [], ""displayMode"": 0}"
properties,"Spell, Movement, Cold, Travel, AoE",,0,,0,14,"{""displayMode"": 0, ""name"": ""Spell, Movement, Cold, Travel, AoE"", ""values"": []}"
properties,"Spell, Projectile, Physical",,0,,0,14,"{""name"": ""Spell, Projectile, Physical"", ""values"": [], ""displayMode"": 0}"
properties,"Support, Aura",,0,,0,14,"{""displayMode"": 0, ""name"": ""Support, Aura"", ""values"": []}"
properties,"Support, Minion, Spell, Duration",,0,,0,14,"{""displayMode"": 0, ""name"": ""Support, Minion, Spell, Duration"", ""values"": []}"
properties,"Trap, Spell, Duration, AoE, Physical",,0,,0,14,"{""displayMode"": 0, ""name"": ""Trap, Spell, Duration, AoE, Physical"", ""values"": []}"
properties,"AoE, Spell, Duration, Aura, Physical",,0,,0,13,"{""displayMode"": 0, ""name"": ""AoE, Spell, Duration, Aura, Physical"", ""values"": []}"
properties,"AoE, Spell, Lightning, Channelling, Duration, Physical",,0,,0,13,"{""name"": ""AoE, Spell, Lightning, Channelling, Duration, Physical"", ""values"": [], ""displayMode"": 0}"
properties,"Attack, AoE, Melee, Duration, Vaal, Movement, Channelling",,0,,0,13,"{""displayMode"": 0, ""name"": ""Attack, AoE, Melee, Duration, Vaal, Movement, Channelling"", ""values"": []}"
properties,"Attack, Projectile, AoE, Vaal, Fire, Bow",,0,,0,13,"{""displayMode"": 0, ""name"": ""Attack, Projectile, AoE, Vaal, Fire, Bow"", ""values"": []}"
properties,"Attack, Projectile, Totem, Bow",,0,,0,13,"{""displayMode"": 0, ""name"": ""Attack, Projectile, Totem, Bow"", ""values"": []}"
properties,"Aura, Spell, AoE, Duration, Vaal, Fire",,0,,0,13,"{""displayMode"": 0, ""name"": ""Aura, Spell, AoE, Duration, Vaal, Fire"", ""values"": []}"
properties,"Chaos, Trigger, Spell, AoE, Duration, Hex",,0,,0,13,"{""displayMode"": 0, ""name"": ""Chaos, Trigger, Spell, AoE, Duration, Hex"", ""values"": []}"
properties,Client,,0,Castor Pollinius III,1,13,"{""displayMode"": 0, ""name"": ""Client"", ""values"": [[""Castor Pollinius III"", 0]]}"
properties,"Fire, Physical, Support",,0,,0,13,"{""displayMode"": 0, ""name"": ""Fire, Physical, Support"", ""values"": []}"
properties,Heist Target: {#} ({#}),47,3,Golden Xoplotli Idol|Priceless,2,13,"{""displayMode"": 3, ""name"": ""Heist Target: {0} ({1})"", ""type"": 47, ""values"": [[""Golden Xoplotli Idol"", 0], [""Priceless"", "
properties,Requires Sacrifice: {#} {#},51,3,Blessed Orb|x#,2,13,"{""displayMode"": 3, ""name"": ""Requires Sacrifice: {0} {1}"", ""type"": 51, ""values"": [[""Blessed Orb"", 18], [""x10"", 0]]}"
properties,Requires {#} Socketed Fossils,,3,#,1,13,"{""displayMode"": 3, ""name"": ""Requires {0} Socketed Fossils"", ""values"": [[""3"", 2]]}"
properties,"Spell, Chaining, Lightning",,0,,0,13,"{""displayMode"": 0, ""name"": ""Spell, Chaining, Lightning"", ""values"": []}"
properties,"Support, Aura, Blessing",,0,,0,13,"{""name"": ""Support, Aura, Blessing"", ""values"": [], ""displayMode"": 0}"
properties,"Support, Mine",,0,,0,13,"{""displayMode"": 0, ""name"": ""Support, Mine"", ""values"": []}"
properties,"Warcry, AoE, Duration, Physical",,0,,0,13,"{""displayMode"": 0, ""name"": ""Warcry, AoE, Duration, Physical"", ""values"": []}"
properties,"Attack, AoE, Melee, Cold, Slam",,0,,0,12,"{""displayMode"": 0, ""name"": ""Attack, AoE, Melee, Cold, Slam"", ""values"": []}"
properties,"Attack, AoE, Melee, Vaal",,0,,0,12,"{""displayMode"": 0, ""name"": ""Attack, AoE, Melee, Vaal"", ""values"": []}"
properties,"Attack, AoE, Projectile, Vaal, Bow",,0,,0,12,"{""displayMode"": 0, ""name"": ""Attack, AoE, Projectile, Vaal, Bow"", ""values"": []}"
properties,"Attack, Critical, Support",,0,,0,12,"{""displayMode"": 0, ""name"": ""Attack, Critical, Support"", ""values"": []}"
properties,"Attack, Projectile, Melee, Strike, Cold",,0,,0,12,"{""displayMode"": 0, ""name"": ""Attack, Projectile, Melee, Strike, Cold"", ""values"": []}"
properties,"Attack, Projectile, Melee, Strike, Lightning",,0,,0,12,"{""displayMode"": 0, ""name"": ""Attack, Projectile, Melee, Strike, Lightning"", ""values"": []}"
properties,Cast Time,,0,#s,1,12,"{""displayMode"": 0, ""name"": ""Cast Time"", ""values"": [[""0.70s"", 0]]}"
properties,"Chaos, Physical, Attack, Support, Duration",,0,,0,12,"{""displayMode"": 0, ""name"": ""Chaos, Physical, Attack, Support, Duration"", ""values"": []}"
properties,"Projectile, Spell, AoE, Vaal, Fire",,0,,0,12,"{""displayMode"": 0, ""name"": ""Projectile, Spell, AoE, Vaal, Fire"", ""values"": []}"
properties,Requires Sacrifice: {#} {#},51,3,Cartographer's Chisel|x#,2,12,"{""displayMode"": 3, ""name"": ""Requires Sacrifice: {0} {1}"", ""type"": 51, ""values"": [[""Cartographer's Chisel"", 18], [""x20"", "
properties,"Spell, AoE, Chaos, Hex",,0,,0,12,"{""displayMode"": 0, ""name"": ""Spell, AoE, Chaos, Hex"", ""values"": []}"
properties,"Spell, Fire, Duration, Channelling",,0,,0,12,"{""displayMode"": 0, ""name"": ""Spell, Fire, Duration, Channelling"", ""values"": []}"
properties,"Spell, Lightning",,0,,0,12,"{""displayMode"": 0, ""name"": ""Spell, Lightning"", ""values"": []}"
properties,"AoE, Support, Melee, Attack",,0,,0,11,"{""displayMode"": 0, ""name"": ""AoE, Support, Melee, Attack"", ""values"": []}"
properties,"Attack, AoE, Melee",,0,,0,11,"{""displayMode"": 0, ""name"": ""Attack, AoE, Melee"", ""values"": []}"
properties,"Attack, Minion, Duration, Melee, Strike",,0,,0,11,"{""displayMode"": 0, ""name"": ""Attack, Minion, Duration, Melee, Strike"", ""values"": []}"
properties,"Aura, Spell, AoE, Duration, Vaal, Lightning",,0,,0,11,"{""displayMode"": 0, ""name"": ""Aura, Spell, AoE, Duration, Vaal, Lightning"", ""values"": []}"
properties,Cost,,0,# Energy Shield,1,11,"{""displayMode"": 0, ""name"": ""Cost"", ""values"": [[""136 Energy Shield"", 0]]}"
properties,"Fire, Spell, AoE, Duration, Physical",,0,,0,11,"{""displayMode"": 0, ""name"": ""Fire, Spell, AoE, Duration, Physical"", ""values"": []}"
properties,"Fire, Support, AoE",,0,,0,11,"{""displayMode"": 0, ""name"": ""Fire, Support, AoE"", ""values"": []}"
properties,Genus,21,0,Goatmen,1,11,"{""displayMode"": 0, ""name"": ""Genus"", ""type"": 21, ""values"": [[""Goatmen"", 0]]}"
properties,Genus,21,0,Sea Witches,1,11,"{""displayMode"": 0, ""name"": ""Genus"", ""type"": 21, ""values"": [[""Sea Witches"", 0]]}"
properties,"Lightning, Melee, Attack, AoE, Duration, Strike, Aura",,0,,0,11,"{""displayMode"": 0, ""name"": ""Lightning, Melee, Attack, AoE, Duration, Strike, Aura"", ""values"": []}"
properties,"Lightning, Spell, AoE, Chaining, Orb",,0,,0,11,"{""displayMode"": 0, ""name"": ""Lightning, Spell, AoE, Chaining, Orb"", ""values"": []}"
properties,Quality (Elemental Damage Modifiers),6,0,#%,1,11,"{""displayMode"": 0, ""name"": ""Quality (Elemental Damage Modifiers)"", ""type"": 6, ""values"": [[""+20%"", 1]]}"
properties,Replaces one {#} Passive Skill,,3,Small Dexterity,1,11,"{""displayMode"": 3, ""name"": ""Replaces one {0} Passive Skill"", ""values"": [[""Small Dexterity"", 0]]}"
properties,"Spell, AoE, Duration, Chaos, Channelling",,0,,0,11,"{""displayMode"": 0, ""name"": ""Spell, AoE, Duration, Chaos, Channelling"", ""values"": []}"
properties,"Spell, AoE, Duration, Movement, Lightning, Travel",,0,,0,11,"{""displayMode"": 0, ""name"": ""Spell, AoE, Duration, Movement, Lightning, Travel"", ""values"": []}"
properties,"Spell, AoE, Fire, Duration",,0,,0,11,"{""displayMode"": 0, ""name"": ""Spell, AoE, Fire, Duration"", ""values"": []}"
properties,"Trap, Critical, Spell, Duration, AoE, Lightning",,0,,0,11,"{""displayMode"": 0, ""name"": ""Trap, Critical, Spell, Duration, AoE, Lightning"", ""values"": []}"
properties,"Trap, Spell, Duration, Physical",,0,,0,11,"{""displayMode"": 0, ""name"": ""Trap, Spell, Duration, Physical"", ""values"": []}"
properties,[Armour],16,0,#,1,11,"{""displayMode"": 0, ""name"": ""[Armour]"", ""type"": 16, ""values"": [[""66"", 0]]}"
properties,"Attack, AoE, Melee, Duration, Slam",,0,,0,10,"{""displayMode"": 0, ""name"": ""Attack, AoE, Melee, Duration, Slam"", ""values"": []}"
properties,"Attack, Projectile, AoE, Duration, Fire, Bow",,0,,0,10,"{""displayMode"": 0, ""name"": ""Attack, Projectile, AoE, Duration, Fire, Bow"", ""values"": []}"
properties,"Bow, Attack, Support, Projectile",,0,,0,10,"{""displayMode"": 0, ""name"": ""Bow, Attack, Support, Projectile"", ""values"": []}"
properties,"Critical, Spell, Projectile, Cold",,0,,0,10,"{""displayMode"": 0, ""name"": ""Critical, Spell, Projectile, Cold"", ""values"": []}"
properties,"Critical, Support, Spell, Trigger",,0,,0,10,"{""displayMode"": 0, ""name"": ""Critical, Support, Spell, Trigger"", ""values"": []}"
properties,"Fire, Minion, Spell, Golem",,0,,0,10,"{""displayMode"": 0, ""name"": ""Fire, Minion, Spell, Golem"", ""values"": []}"
properties,Group,22,0,Ursae,1,10,"{""displayMode"": 0, ""name"": ""Group"", ""type"": 22, ""values"": [[""Ursae"", 0]]}"
properties,"Movement, Support, Minion",,0,,0,10,"{""name"": ""Movement, Support, Minion"", ""values"": [], ""displayMode"": 0}"
properties,Replaces one {#} Passive Skill,,3,Small Intelligence,1,10,"{""displayMode"": 3, ""name"": ""Replaces one {0} Passive Skill"", ""values"": [[""Small Intelligence"", 0]]}"
properties,"Spell, AoE, Chaos, Projectile",,0,,0,10,"{""displayMode"": 0, ""name"": ""Spell, AoE, Chaos, Projectile"", ""values"": []}"
properties,"Spell, AoE, Fire, Projectile",,0,,0,10,"{""displayMode"": 0, ""name"": ""Spell, AoE, Fire, Projectile"", ""values"": []}"
properties,"Spell, AoE, Fire, Projectile, Chaining",,0,,0,10,"{""displayMode"": 0, ""name"": ""Spell, AoE, Fire, Projectile, Chaining"", ""values"": []}"
properties,"Spell, Chaos, AoE, Channelling, Duration",,0,,0,10,"{""displayMode"": 0, ""name"": ""Spell, Chaos, AoE, Channelling, Duration"", ""values"": []}"
properties,"Support, Chaining, Projectile",,0,,0,10,"{""displayMode"": 0, ""name"": ""Support, Chaining, Projectile"", ""values"": []}"
properties,"Totem, Spell, AoE, Physical, Nova",,0,,0,10,"{""displayMode"": 0, ""name"": ""Totem, Spell, AoE, Physical, Nova"", ""values"": []}"
properties,"Trap, Spell, AoE, Cold",,0,,0,10,"{""displayMode"": 0, ""name"": ""Trap, Spell, AoE, Cold"", ""values"": []}"
properties,[Flask],109,0,,0,10,"{""displayMode"": 0, ""name"": ""[Flask]"", ""type"": 109, ""values"": []}"
properties,"Attack, Duration, Melee, Strike, Chaos",,0,,0,9,"{""displayMode"": 0, ""name"": ""Attack, Duration, Melee, Strike, Chaos"", ""values"": []}"
properties,"Attack, Melee, AoE, Cold, Physical, Retaliation",,0,,0,9,"{""displayMode"": 0, ""name"": ""Attack, Melee, AoE, Cold, Physical, Retaliation"", ""values"": []}"
properties,"Attack, Melee, Strike, Movement, Duration",,0,,0,9,"{""displayMode"": 0, ""name"": ""Attack, Melee, Strike, Movement, Duration"", ""values"": []}"
properties,"Attack, Totem, AoE, Fire, Projectile, Bow",,0,,0,9,"{""displayMode"": 0, ""name"": ""Attack, Totem, AoE, Fire, Projectile, Bow"", ""values"": []}"
properties,"Aura, Spell, AoE, Duration, Vaal, Cold",,0,,0,9,"{""displayMode"": 0, ""name"": ""Aura, Spell, AoE, Duration, Vaal, Cold"", ""values"": []}"
properties,Genus,21,0,Cockerels,1,9,"{""displayMode"": 0, ""name"": ""Genus"", ""type"": 21, ""values"": [[""Cockerels"", 0]]}"
properties,Group,22,0,Canines,1,9,"{""displayMode"": 0, ""name"": ""Group"", ""type"": 22, ""values"": [[""Canines"", 0]]}"
properties,Map Area,105,0,Underground River,1,9,"{""displayMode"": 0, ""name"": ""Map Area"", ""type"": 105, ""values"": [[""Underground River"", 0]]}"
properties,"Mine, Support, AoE, Aura",,0,,0,9,"{""displayMode"": 0, ""name"": ""Mine, Support, AoE, Aura"", ""values"": []}"
properties,"Spell, AoE, Cold, Duration",,0,,0,9,"{""displayMode"": 0, ""name"": ""Spell, AoE, Cold, Duration"", ""values"": []}"
properties,"Spell, AoE, Duration, Curse, Physical, Hex",,0,,0,9,"{""displayMode"": 0, ""name"": ""Spell, AoE, Duration, Curse, Physical, Hex"", ""values"": []}"
properties,"Spell, Fire, Channelling, AoE",,0,,0,9,"{""name"": ""Spell, Fire, Channelling, AoE"", ""values"": [], ""displayMode"": 0}"
properties,"Spell, Totem, Fire",,0,,0,9,"{""name"": ""Spell, Totem, Fire"", ""values"": [], ""displayMode"": 0}"
properties,"Totem, Aura, Spell, AoE",,0,,0,9,"{""name"": ""Totem, Aura, Spell, AoE"", ""values"": [], ""displayMode"": 0}"
properties,"Trap, Critical, Spell, Projectile, Duration, Vaal, Lightning",,0,,0,9,"{""displayMode"": 0, ""name"": ""Trap, Critical, Spell, Projectile, Duration, Vaal, Lightning"", ""values"": []}"
properties,[EnergyShield|Energy Shield],18,0,#,1,9,"{""displayMode"": 0, ""name"": ""[EnergyShield|Energy Shield]"", ""type"": 18, ""values"": [[""103"", 1]]}"
properties,"Attack, AoE, Channelling, Melee",,0,,0,8,"{""displayMode"": 0, ""name"": ""Attack, AoE, Channelling, Melee"", ""values"": []}"
properties,"Attack, AoE, Melee, Slam, Duration",,0,,0,8,"{""displayMode"": 0, ""name"": ""Attack, AoE, Melee, Slam, Duration"", ""values"": []}"
properties,"Attack, AoE, Projectile, Lightning, Bow",,0,,0,8,"{""displayMode"": 0, ""name"": ""Attack, AoE, Projectile, Lightning, Bow"", ""values"": []}"
properties,"Attack, Melee, AoE, Physical",,0,,0,8,"{""name"": ""Attack, Melee, AoE, Physical"", ""values"": [], ""displayMode"": 0}"
properties,"Attack, Melee, AoE, Retaliation",,0,,0,8,"{""displayMode"": 0, ""name"": ""Attack, Melee, AoE, Retaliation"", ""values"": []}"
properties,"Attack, Melee, Strike, AoE, Duration, Physical",,0,,0,8,"{""displayMode"": 0, ""name"": ""Attack, Melee, Strike, AoE, Duration, Physical"", ""values"": []}"
properties,"Attack, Projectile, Fire, Bow",,0,,0,8,"{""displayMode"": 0, ""name"": ""Attack, Projectile, Fire, Bow"", ""values"": []}"
properties,"Cold, Spell, Channelling, AoE, Duration, Projectile, Orb",,0,,0,8,"{""displayMode"": 0, ""name"": ""Cold, Spell, Channelling, AoE, Duration, Projectile, Orb"", ""values"": []}"
properties,Cost Multiplier,,0,#%,1,8,"{""displayMode"": 0, ""name"": ""Cost Multiplier"", ""values"": [[""130%"", 0]]}"
properties,"Critical, Attack, Projectile",,0,,0,8,"{""name"": ""Critical, Attack, Projectile"", ""values"": [], ""displayMode"": 0}"
properties,Family,23,0,The Caverns,1,8,"{""displayMode"": 0, ""name"": ""Family"", ""type"": 23, ""values"": [[""The Caverns"", 0]]}"
properties,Genus,21,0,Gargantuans,1,8,"{""displayMode"": 0, ""name"": ""Genus"", ""type"": 21, ""values"": [[""Gargantuans"", 0]]}"
properties,Map Area,105,0,Dungeon,1,8,"{""displayMode"": 0, ""name"": ""Map Area"", ""type"": 105, ""values"": [[""Dungeon"", 0]]}"
properties,Map Area,105,0,Tropical Island,1,8,"{""displayMode"": 0, ""name"": ""Map Area"", ""type"": 105, ""values"": [[""Tropical Island"", 0]]}"
properties,"Movement, Spell, AoE, Fire, Travel",,0,,0,8,"{""displayMode"": 0, ""name"": ""Movement, Spell, AoE, Fire, Travel"", ""values"": []}"
properties,"Projectile, Spell, AoE, Fire",,0,,0,8,"{""displayMode"": 0, ""name"": ""Projectile, Spell, AoE, Fire"", ""values"": []}"
properties,Quality (Physical and Chaos Damage Modifiers),6,0,#%,1,8,"{""displayMode"": 0, ""name"": ""Quality (Physical and Chaos Damage Modifiers)"", ""type"": 6, ""values"": [[""+20%"", 1]]}"
properties,"Spell, Projectile, Duration, Vaal, Lightning",,0,,0,8,"{""displayMode"": 0, ""name"": ""Spell, Projectile, Duration, Vaal, Lightning"", ""values"": []}"
properties,"Attack, AoE, Lightning, Projectile, Bow",,0,,0,7,"{""displayMode"": 0, ""name"": ""Attack, AoE, Lightning, Projectile, Bow"", ""values"": []}"
properties,"Attack, AoE, Movement, Melee",,0,,0,7,"{""displayMode"": 0, ""name"": ""Attack, AoE, Movement, Melee"", ""values"": []}"
properties,"Attack, Melee, Strike, Cold",,0,,0,7,"{""displayMode"": 0, ""name"": ""Attack, Melee, Strike, Cold"", ""values"": []}"
properties,"Attack, Projectile, AoE",,0,,0,7,"{""displayMode"": 0, ""name"": ""Attack, Projectile, AoE"", ""values"": []}"
properties,"Attack, Projectile, Duration, Physical, Bow",,0,,0,7,"{""displayMode"": 0, ""name"": ""Attack, Projectile, Duration, Physical, Bow"", ""values"": []}"
properties,"Bow, Support, Trigger",,0,,0,7,"{""displayMode"": 0, ""name"": ""Bow, Support, Trigger"", ""values"": []}"
properties,"Critical, Spell, AoE, Lightning, Channelling",,0,,0,7,"{""name"": ""Critical, Spell, AoE, Lightning, Channelling"", ""values"": [], ""displayMode"": 0}"
properties,"Duration, Minion, Spell, Physical",,0,,0,7,"{""name"": ""Duration, Minion, Spell, Physical"", ""values"": [], ""displayMode"": 0}"
properties,Genus,21,0,Vultures,1,7,"{""displayMode"": 0, ""name"": ""Genus"", ""type"": 21, ""values"": [[""Vultures"", 0]]}"
properties,Genus,21,0,Shield Crabs,1,7,"{""displayMode"": 0, ""name"": ""Genus"", ""type"": 21, ""values"": [[""Shield Crabs"", 0]]}"
properties,Genus,21,0,Spawn,1,7,"{""displayMode"": 0, ""name"": ""Genus"", ""type"": 21, ""values"": [[""Spawn"", 0]]}"
properties,Group,22,0,Amphibians,1,7,"{""displayMode"": 0, ""name"": ""Group"", ""type"": 22, ""values"": [[""Amphibians"", 0]]}"
properties,"Lightning, Spell, AoE, Channelling, Physical",,0,,0,7,"{""name"": ""Lightning, Spell, AoE, Channelling, Physical"", ""values"": [], ""displayMode"": 0}"
