# generated by scripts/census.py from raw/spike-GERWARIC_7694-2026-09-13.db, raw/cpp-userstore-GERWARIC_7694-2026-09-13.db, ../trade-query/data/items-2026-09-12.json
frameTypeId,icon_dir,trade_category_by_baseType,items,example
Rare,Amulets/TalismanWhite2,accessory,9,Gale Charm / Lone Antler Talisman
Rare,Quivers/QuiverFire,armour,9, / Blazing Arrow Quiver
Rare,Quivers/QuiverSpike-Point,armour,9,Honour Spear / Spike-Point Arrow Quiver
Rare,Amulets/NewTalisman,accessory,8,Mind Medallion / Mandible Talisman
Rare,Amulets/TalismanWhite4,accessory,8,Woe Braid / Deadhand Talisman
Rare,Amulets/TalismanWhite7,accessory,8,Storm Beads / Bonespire Talisman
Rare,Relics/AtlasRelic1x1,idol,8,Foe Cut / Minor Idol
Rare,Amulets/TalismanBlack2,accessory,7,Fate Idol / Avian Twins Talisman
Rare,Amulets/TalismanBlack5,accessory,7,Empyrean Noose / Fangjaw Talisman
Rare,Rings/CeruleanRing,accessory,7,Dusk Knuckle / Cerulean Ring
Rare,Amulets/NewTalisman2,accessory,6,Vortex Heart / Chrysalis Talisman
Rare,Quivers/QuiverBlunt,armour,6,Hypnotic Shot / Blunt Arrow Quiver
Rare,Quivers/QuiverTwo-Point,armour,6,Gloom Brand / Two-Point Arrow Quiver
Rare,Quivers/VileArrowQuiver,armour,6,Mind Barb / Vile Arrow Quiver
Rare,Rings/OpalRing,accessory,6,Woe Grasp / Opal Ring
Rare,Amulets/MarbleAmulet,accessory,5,Gale Scarab / Marble Amulet
Rare,Amulets/NewTalisman7,accessory,5,Torment Torc / Horned Talisman
Rare,Amulets/TalismanBlack4,accessory,5,Rage Medallion / Splitnewt Talisman
Rare,Amulets/TalismanRed3,accessory,5,Grim Heart / Spinefuse Talisman
Rare,Amulets/TalismanRed6,accessory,5,Dragon Beads / Monkey Twins Talisman
Rare,Quivers/QuiverSerrated,armour,5,Ghoul Brand / Serrated Arrow Quiver
Rare,Rings/AdamantineRing,accessory,5,Soul Turn / Steel Ring
Rare,Rings/ChaosDmgRing,accessory,5,Onslaught Hold / Iolite Ring
Rare,Amulets/DireClawTalisman,accessory,4,Vengeance Collar / Wereclaw Talisman
Rare,Amulets/MonkeyPawTalisman,accessory,4,Ghoul Locket / Monkey Paw Talisman
Rare,Amulets/TalismanRed1,accessory,4,Cataclysm Scarab / Rotfeather Talisman
Rare,Amulets/TalismanRed4,accessory,4,Grim Rosary / Longtooth Talisman
Rare,Amulets/CrescentAmulet,accessory,3,Oblivion Braid / Seaglass Amulet
Rare,Amulets/TalismanRed7,accessory,3,Mind Gorget / Three Rat Talisman
Rare,Amulets/TalismanRed8,accessory,3,Dread Locket / Three Hands Talisman
Rare,Armours/Helmets,-,3,Viper Veil / Cultist Crown
Rare,Belts/Belt7,accessory,3, / Vanguard Belt
Rare,Quivers/ChiselQuiver,armour,3,Chimeric Spire / Artillery Quiver
Rare,Quivers/FeatheredArrowQuiver,armour,3, / Feathered Arrow Quiver
Rare,Quivers/QuiverSharktooth,armour,3,Gloom Spike / Sharktooth Arrow Quiver
Rare,Relics/AtlasRelic2x1,idol,3,Dragon Cut / Noble Idol
Rare,Rings/RitualRing,accessory,3,Mind Spiral / Nameless Ring
Rare,Weapons/OneHandWeapons,-,3,Blight Star / Rattling Sceptre
Rare,Amulets/TalismanBlack7,accessory,2,Dread Charm / Primal Skull Talisman
Rare,Armours/BodyArmours,-,2,Blood Ward / Shrouded Vest
Rare,Armours/Boots,-,2,Sol Slippers / Secured Leggings
Rare,QuestItems/TangledOrbQuest0,map,2,Planar Instigation / Writhing Invitation
Rare,Relics/AtlasRelic1x2,idol,2,Cataclysm Creed / Kamasan Idol
Rare,Rings/Basetypes,accessory,2,Tempest Loop / Sapphire Ring
Rare,Rings/BreachlordRing_UulNetol,accessory,2, / Organic Ring
Rare,Rings/LakeRing1,accessory,2,Brimstone Hold / Dusk Ring
Rare,Amulets/Basetypes,accessory,1,Tempest Locket / Jade Amulet
Rare,Armours/Gloves,-,1,Brood Nails / Sombre Gloves
Rare,Belts/HeistBelt1,accessory,1,Sol Snare / Micro-Distillery Belt
Rare,Belts/ImmortalFlesh,accessory,1,Torment Clasp / Leather Belt
Rare,Belts/SoulcordBelt,accessory,1,Skull Bond / Cord Belt
Rare,Jewels/BlueJewel5,jewel,1,Maelström Sliver / Cobalt Jewel
Rare,Jewels/CallofSteelFreq,jewel,1,Bramble Razor / Viridian Jewel
Rare,Jewels/DEXtoINT,jewel,1,Damnation Wisdom / Cobalt Jewel
Rare,Jewels/IceShotThreshold,jewel,1,Chimeric Delirium / Viridian Jewel
Rare,Jewels/unique2,jewel,1,Plague Cut / Viridian Jewel
Rare,Maps/AtlasMaps,map,1,Foul Secrets / Vaal Temple Map
Rare,Offhand/Foci,-,1,Brood Ward / Antler Focus
Rare,Quivers/PrismaticGleam,armour,1,Corruption Skewer / Primal Arrow Quiver
Rare,Rings/Basetypes,-,1,Horror Coil / Lazuli Ring
Rare,Rings/BreachlordRing_Chayula,accessory,1, / Fugitive Ring
Rare,Rings/BreachlordRing_Xoph,accessory,1, / Enthalpic Ring
Rare,Rings/HeistRing1Silver,accessory,1,Sol Hold / Ratcheting Ring
Rare,Rings/Ring12,accessory,1,Tempest Eye / Prismatic Ring
Rare,Rings/unused4,accessory,1,Corpse Finger / Unset Ring
SupporterFoil,Armours/Gloves,armour,2,Architect's Hand / Ambush Mitts
SupporterFoil,Amulets/MasterOfGems,accessory,1,Ashes of the Stars / Onyx Amulet
SupporterFoil,Armours/BodyArmours,armour,1,Incandescent Heart / Saintly Chainmail
SupporterFoil,Belts/BuckledBeltUnique2,accessory,1,Perandus Blazon / Cloth Belt
SupporterFoil,Jewels/PuzzlePieceJewel_CleansingFire,jewel,1,Forbidden Flame / Crimson Jewel
SupporterFoil,Maps/Atlas2Maps,map,1,Ancient Refuge / Valdo Map
Unique,Weapons/OneHandWeapons,weapon,754,Storm Prison / Carved Wand
Unique,Armours/Helmets,armour,554,Willclash / Golden Mask
Unique,Weapons/TwoHandWeapons,weapon,456,Quecholli / Jagged Maul
Unique,Armours/BodyArmours,armour,376,Ghostwrithe / Silken Vest
Unique,Armours/Boots,armour,336,Ralakesh's Impatience / Riveted Boots
Unique,Armours/Gloves,armour,307,The Embalmer / Carnal Mitts
Unique,Armours/Shields,armour,268,Malachai's Loop / Harmonic Spirit Shield
Unique,Currency/Heist,heistmission,182,Contract: Breaking the Unbreakable / Preventative Contract
Unique,Maps/UniqueMapEye,-,59,Whakawairua Tuahu / Map (Tier 15)
Unique,Jewels/PuzzlePieceJewel_GreatTangle,jewel,45,Forbidden Flesh / Cobalt Jewel
Unique,Jewels/PuzzlePieceJewel_CleansingFire,jewel,44,Forbidden Flame / Crimson Jewel
Unique,Flasks/OverflowingChalice,flask,43,The Overflowing Chalice / Sulphur Flask
Unique,Flasks/KiarasDetermination,flask,36,Kiara's Determination / Silver Flask
Unique,Rings/SynthesisPhysical2,accessory,36,Circle of Guilt / Synthesised Iron Ring
Unique,Maps/olmec,-,35,Olmec's Sanctum / Map (Tier 16)
Unique,Rings/SynthesisLightning,accessory,35,Circle of Regret / Synthesised Topaz Ring
Unique,Rings/SynthesisCold,accessory,34, / Synthesised Sapphire Ring
Unique,Flasks/PhantomBlood,flask,32,Forbidden Taste / Quartz Flask
Unique,Flasks/SorrowOfTheDivine,flask,30,The Sorrow of the Divine / Sulphur Flask
Unique,Maps/PillarsOfVastiri,-,30, / Map (Tier 16)
Unique,Rings/SynthesisFire,accessory,30,Circle of Anguish / Synthesised Ruby Ring
Unique,Maps/FairgravesMap01,-,26,Mao Kun / Map (Tier 16)
Unique,Maps/musicbox,-,25,Acton's Nightmare / Map (Tier 16)
Unique,Rings/SynthesisPhysical,accessory,25,Circle of Nostalgia / Synthesised Amethyst Ring
Unique,Flasks/yFlask4,flask,24,Doedre's Elixir / Greater Mana Flask
Unique,Maps/MaelstromofChaos,-,23,Maelström of Chaos / Map (Tier 16)
Unique,Maps/WolfMap,-,22,"Caer Blaidd, Wolfpack's Den / Map (Tier 16)"
Unique,Flasks/VialofUnlife,flask,21,Cinderswallow Urn / Silver Flask
Unique,Amulets/Amulet4Unique,accessory,20,Karui Ward / Jade Amulet
Unique,Flasks/BlockFlask,flask,20,Rumi's Concoction / Granite Flask
Unique,Flasks/yFlask5,flask,20,Lion's Roar / Granite Flask
Unique,Rings/Ring2Unique,accessory,20,Kaom's Sign / Coral Ring
Unique,Jewels/ElderJewel,jewel,19,Watcher's Eye / Prismatic Jewel
Unique,Rings/BloodBoil,accessory,19,Winterweave / Coral Ring
Unique,Rings/Kikazaru,accessory,19,Kikazaru / Topaz Ring
Unique,Rings/Leheupofall,accessory,19,Foulborn Le Heup of All / Iron Ring
Unique,Rings/Ring3Unique,accessory,19,Doedre's Damning / Paua Ring
Unique,Belts/BatedBreath,accessory,18,Bated Breath / Chain Belt
Unique,Belts/BeltOfTheDeciever,accessory,18,Belt of the Deceiver / Heavy Belt
Unique,Maps/oba,-,18,Oba's Cursed Trove / Map (Tier 16)
Unique,Belts/DarknessEnthroned,accessory,17,Darkness Enthroned / Stygian Vise
Unique,Jewels/UniqueJewelBase2,jewel,17,Megalomaniac / Medium Cluster Jewel
Unique,Maps/PoorjoysAsylum,-,17,Poorjoy's Asylum / Map (Tier 16)
Unique,Flasks/WitchFireBrew,flask,16,Witchfire Brew / Stibnite Flask
Unique,Maps/HallowedGround,-,16, / Map (Tier 16)
Unique,Quivers/HryyisBite,armour,16,Hyrri's Bite / Sharktooth Arrow Quiver
Unique,Amulets/Amulet1Unique,accessory,15,Sidhebreath / Paua Amulet
Unique,Belts/Belt7Unique,accessory,15,Meginord's Girdle / Heavy Belt
Unique,Belts/BuckledBeltUnique2,accessory,15,Perandus Blazon / Cloth Belt
Unique,Flasks/TheWiseOak,flask,15,The Wise Oak / Bismuth Flask
Unique,Maps/HallOfGrandmasters,-,15,Hall of Grandmasters / Map (Tier 16)
Unique,Rings/DieOfDestiny,accessory,15,Ventor's Gamble / Gold Ring
Unique,Amulets/Amulet37,accessory,14,Carnage Heart / Onyx Amulet
Unique,Amulets/Malachai's BrillianceAmulet,accessory,14,Replica Dragonfang's Flight / Onyx Amulet
Unique,Armours/Shields,currency,14,Third Piece of Focus / Archon Kite Shield Piece
Unique,Jewels/ConnectedJewel,jewel,14,Thread of Hope / Crimson Jewel
Unique,Jewels/GolemTempest,jewel,14,Primordial Harmony / Cobalt Jewel
Unique,Jewels/HighQuestRewardRed,jewel,14,Conqueror's Efficiency / Crimson Jewel
Unique,Maps/SynthesisBossGuardianMap,-,14,Cortex / Map (Tier 16)
Unique,Quivers/QuiverUnique1,armour,14,Blackgleam / Blazing Arrow Quiver
Unique,Amulets/Amulet36,accessory,13,Astramentis / Onyx Amulet
Unique,Belts/Belt6Unique,accessory,13,Wurm's Molt / Leather Belt
Unique,Flasks/Rotgut,flask,13,Rotgut / Quicksilver Flask
Unique,Rings/Praxis,accessory,13,Praxis / Paua Ring
Unique,Flasks/WrithingJar,flask,12,The Writhing Jar / Hallowed Hybrid Flask
Unique,Jewels/TemplarCivilization,jewel,12,Militant Faith / Timeless Jewel
Unique,Maps/DeathandTaxes,-,12,Death and Taxes / Map (Tier 1)
Unique,Quivers/QuiverUnique4,armour,12,Craghead / Serrated Arrow Quiver
Unique,Rings/LorisLantern,accessory,12,Lori's Lantern / Prismatic Ring
Unique,Rings/Ring1Unique,accessory,12,Blackheart / Iron Ring
Unique,Amulets/UngilsHarmony,accessory,11,Ungil's Harmony / Turquoise Amulet
Unique,Belts/ImmortalFlesh,accessory,11,Immortal Flesh / Leather Belt
Unique,Belts/MotherDyadus,accessory,11,Dyadian Dawn / Heavy Belt
Unique,Flasks/AtzirisPromise,flask,11,Atziri's Promise / Amethyst Flask
Unique,Jewels/KaruiCivilization,jewel,11,Lethal Pride / Timeless Jewel
Unique,Jewels/MarakethCivilization,jewel,11,Brutal Restraint / Timeless Jewel
Unique,Jewels/MidQuestRewardGreen,jewel,11,Poacher's Aim / Viridian Jewel
Unique,Rings/Timeclasp,accessory,11,Timeclasp / Moonstone Ring
Unique,Amulets/Amulet2Unique,accessory,10,Araku Tiki / Coral Amulet
Unique,Amulets/Anvil,accessory,10,The Anvil / Amber Amulet
Unique,Amulets/MasterOfGems,accessory,10,Ashes of the Stars / Onyx Amulet
Unique,Amulets/SharedUnsight,accessory,10,Retaliation Charm / Citrine Amulet
Unique,Amulets/WinterHeartALT,accessory,10,Winterheart / Gold Amulet
Unique,Belts/Prismweave,accessory,10,Prismweave / Rustic Sash
Unique,Flasks/GorgonsFlask,flask,10,Coralito's Signature / Diamond Flask
Unique,Flasks/LaviangasOil,flask,10,Lavianga's Spirit / Sanctified Mana Flask
Unique,Flasks/VinktarFlask,flask,10,Vessel of Vinktar / Topaz Flask
Unique,Jewels/GreenCorrupt5,jewel,10,Self-Flagellation / Viridian Jewel
Unique,Quivers/AsphyxiasWrath,armour,10,Asphyxia's Wrath / Feathered Arrow Quiver
Unique,Rings/BanditRing,accessory,10,The Highwayman / Gold Ring
Unique,Rings/EssenceWorm,accessory,10,Essence Worm / Unset Ring
Unique,Rings/MokousEmbrace,accessory,10,Mokou's Embrace / Ruby Ring
Unique,Rings/RomirasBanquet,accessory,10,Foulborn Romira's Banquet / Diamond Ring
Unique,Amulets/Amulet6Unique,accessory,9,The Ignomon / Gold Amulet
Unique,Amulets/Amulet7Unique,accessory,9,Eye of Chayula / Onyx Amulet
Unique,Amulets/ShapersSeed,accessory,9,Shaper's Seed / Agate Amulet
Unique,Belts/Perserverance,accessory,9,Perseverance / Vanguard Belt
Unique,Jewels/BlightThreshold,jewel,9,Spreading Rot / Cobalt Jewel
Unique,Jewels/MidQuestRewardBlue,jewel,9,Assassin's Haste / Cobalt Jewel
Unique,Jewels/RedJewel2,jewel,9,Immutable Force / Crimson Jewel
Unique,Maps/UndeadSiege,-,9,The Coward's Trial / Map (Tier 14)
Unique,Rings/HeartboundRing,accessory,9,Heartbound Loop / Moonstone Ring
Unique,Rings/TasaliosSign,accessory,9,Tasalio's Sign / Sapphire Ring
Unique,Amulets/Amulet15,accessory,8,Maligaro's Cruelty / Turquoise Amulet
Unique,Amulets/Amulet5Unique,accessory,8,Stone of Lazhwar / Lapis Amulet
Unique,Amulets/PerquilsToe,accessory,8,Perquil's Toe / Gold Amulet
Unique,Amulets/TearOfPurity,accessory,8,Tear of Purity / Lapis Amulet
Unique,Amulets/TurquoiseAmuletUnique,accessory,8,Victario's Acuity / Turquoise Amulet
Unique,Flasks/BloodOfTheKarui,flask,8,Blood of the Karui / Sanctified Life Flask
Unique,Flasks/yFlasks17,flask,8,Divination Distillate / Large Hybrid Flask
Unique,Jewels/GolemArctic,jewel,8,Primordial Eminence / Viridian Jewel
Unique,Jewels/unique12,jewel,8,Survival Secrets / Cobalt Jewel
Unique,Maps/UniqueMap1,-,8,Vaults of Atziri / Map (Tier 16)
Unique,Quivers/TheSkirmish,armour,8,Skirmish / Two-Point Arrow Quiver
Unique,Rings/MalachaisArtifice,accessory,8,Malachai's Artifice / Unset Ring
Unique,Rings/MingsHeart,accessory,8,Ming's Heart / Amethyst Ring
Unique,Rings/RedBrandRing,accessory,8,Mark of Submission / Unset Ring
Unique,Rings/TheWardensBand,accessory,8,The Warden's Brand / Iron Ring
Unique,Amulets/VoidcoreAmulet,accessory,7,The Eternal Struggle / Onyx Amulet
Unique,Amulets/Xedralyas,accessory,7,The Aylardex / Agate Amulet
Unique,Belts/Belt8,accessory,7,Sunblast / Cloth Belt
Unique,Belts/Gluttony,accessory,7,Gluttony / Leather Belt
Unique,Belts/TheDruggery,accessory,7,The Druggery / Cloth Belt
Unique,Flasks/TasteOfHate,flask,7,Taste of Hate / Sapphire Flask
Unique,Jewels/EternalEmpireCivilization,jewel,7,Elegant Hubris / Timeless Jewel
Unique,Jewels/RedKarui,jewel,7,Rain of Splinters / Crimson Jewel
Unique,Jewels/unique2,jewel,7,Survival Instincts / Viridian Jewel
Unique,Quivers/BloodSandQuiver,armour,7,Scorpion's Call / Heavy Arrow Quiver
Unique,Rings/AltBreach,accessory,7,Ixchel's Temptation / Gold Ring
Unique,Rings/BereksPass,accessory,7,Berek's Pass / Two-Stone Ring
Unique,Rings/LadyRing,accessory,7,Perandus Signet / Paua Ring
Unique,Rings/NgamahusSign,accessory,7,Ngamahu's Sign / Ruby Ring
Unique,Rings/ThunderLoop,accessory,7,Storm Secret / Topaz Ring
Unique,Amulets/BloodSoaked_Medallion,accessory,6,Bloodsoaked Medallion / Amber Amulet
Unique,Amulets/MetamorphosisAmulet,accessory,6,Fury Valve / Turquoise Amulet
Unique,Amulets/PresenceOfChayula,accessory,6,Presence of Chayula / Onyx Amulet
Unique,Amulets/Quid,accessory,6,Atziri's Foible / Paua Amulet
Unique,Amulets/StarlightMark,accessory,6,Willowgift / Jade Amulet
Unique,Amulets/SynthesisAccuracyAmulet,accessory,6,Hyrri's Truth / Jade Amulet
Unique,Amulets/TaintedSprings,accessory,6,Blightwell / Clutching Talisman
Unique,Belts/BiscosLeash,accessory,6,Bisco's Leash / Heavy Belt
Unique,Belts/Soulthirst,accessory,6,Soulthirst / Cloth Belt
Unique,Belts/String_of_Servitude,accessory,6,String of Servitude / Heavy Belt
Unique,Jewels/FreezingPulseThreshold,jewel,6,First Snow / Cobalt Jewel
Unique,Jewels/GreenJewel2,jewel,6,Stormshroud / Viridian Jewel
Unique,Jewels/INTtoDEX,jewel,6,Careful Planning / Viridian Jewel
Unique,Jewels/MoltenStrikeThreshold,jewel,6,Wildfire / Crimson Jewel
Unique,Jewels/RedJewel5,jewel,6,Energised Armour / Crimson Jewel
Unique,Jewels/SparkThreshold,jewel,6,Hazardous Research / Cobalt Jewel
Unique,Jewels/VaalCivilization,jewel,6,Glorious Vanity / Timeless Jewel
Unique,Quivers/MaloneysNightfall,armour,6,Maloney's Nightfall / Blunt Arrow Quiver
Unique,Quivers/Rearguard,armour,6,Rearguard / Blunt Arrow Quiver
Unique,Relics/RelicUnique1x2,sanctum,6,The Hour of Divinity / Censer Relic
Unique,Rings/AmethystRingUnique,accessory,6,Death Rush / Amethyst Ring
Unique,Rings/BereksGrip,accessory,6,Berek's Grip / Two-Stone Ring
Unique,Rings/ThiefsTorment,accessory,6,Thief's Torment / Prismatic Ring
Unique,Rings/Valyrium,accessory,6,Valyrium / Moonstone Ring
Unique,Weapons/OneHandWeapons,currency,6,First Piece of the Arcane / Legion Sword Piece
Unique,Amulets/IkiahoAmulet,accessory,5,Ikiaho's Promise / Coral Amulet
Unique,Amulets/MarylenesFallacy,accessory,5,Marylene's Fallacy / Lapis Amulet
Unique,Amulets/ThePrimordialChain,accessory,5,The Primordial Chain / Coral Amulet
Unique,Amulets/WarpedTimepiece,accessory,5,Foulborn Warped Timepiece / Turquoise Amulet
Unique,Armours/Helmets,currency,5,Second Piece of Storms / Callous Mask Piece
Unique,Belts/85482,accessory,5,Siegebreaker / Heavy Belt
Unique,Belts/ElderBelt,accessory,5,Cyclopean Coil / Leather Belt
Unique,Belts/Faminebind,accessory,5,Faminebind / Rustic Sash
Unique,Belts/MaligarosRestraint,accessory,5,Maligaro's Restraint / Chain Belt
Unique,Belts/Shards,currency,5,First Piece of Time / Cloth Belt Piece
Unique,Effects/Hats,armour,5,Ancient Skull / Bone Helmet
Unique,Flasks/CorusElixir,flask,5,Coruscating Elixir / Ruby Flask
Unique,Jewels/BlueCorrupt5,jewel,5,Brittle Barrier / Cobalt Jewel
Unique,Jewels/BlueJewel6,jewel,5,Energy From Within / Cobalt Jewel
Unique,Jewels/DEXtoINT,jewel,5,Fertile Mind / Cobalt Jewel
Unique,Jewels/EtherealKnivesThreshold,jewel,5,Ring of Blades / Viridian Jewel
Unique,Jewels/GreenCorrupt6,jewel,5,Pacifism / Viridian Jewel
Unique,Jewels/GreenGrandSpectrum,jewel,5,Grand Spectrum / Viridian Jewel
Unique,Jewels/GroundSlamModifier,jewel,5,Rapid Expansion / Crimson Jewel
Unique,Jewels/HighQuestRewardBlue,jewel,5,Conqueror's Potency / Cobalt Jewel
Unique,Jewels/IgnorePain,jewel,5,Bloodnotch / Crimson Jewel
Unique,Jewels/TheRedDream,jewel,5,Foulborn The Red Dream / Crimson Jewel
Unique,Jewels/TranscendentGreen,jewel,5,Transcendent Spirit / Viridian Jewel
Unique,Jewels/UniqueJewelBase3,jewel,5,Voices / Large Cluster Jewel
Unique,Jewels/unique6,jewel,5,Intuitive Leap / Viridian Jewel
Unique,Maps/Celestial,-,5, / Map (Tier 16)
Unique,Maps/SynthesisGolemGuardianMap,-,5,Rewritten Distant Memory / Map (Tier 16)
Unique,Quivers/Drillneck,armour,5,Drillneck / Penetrating Arrow Quiver
Unique,Quivers/SeamusGift,armour,5,Saemus' Gift / Feathered Arrow Quiver
Unique,Quivers/Soulstrike,armour,5,Soul Strike / Spike-Point Arrow Quiver
Unique,Rings/Brotherhood,accessory,5,Call of the Brotherhood / Two-Stone Ring
Unique,Rings/Cherufe,accessory,5,Pyre / Sapphire Ring
Unique,Rings/DiamondRingUnique,accessory,5,Gifts from Above / Diamond Ring
Unique,Rings/Ring10,accessory,5,Replica Emberwake / Ruby Ring
Unique,Rings/Ring4Unique,accessory,5,Andvarius / Gold Ring
Unique,Rings/SibylsLament,accessory,5,Sibyl's Lament / Coral Ring
Unique,Rings/TawhanukuRing,accessory,5,Tawhanuku's Timing / Moonstone Ring
Unique,Rings/UberShaperRing,accessory,5,Mark of the Shaper / Opal Ring
Unique,Amulets/CitrineAmuletUnique,accessory,4,Daresso's Salute / Citrine Amulet
Unique,Amulets/ExtractorMentis,accessory,4,Extractor Mentis / Agate Amulet
Unique,Amulets/JujusSoul,accessory,4,The Jinxed Juju / Citrine Amulet
Unique,Amulets/SocketedTalisman,accessory,4,Night's Hold / Black Maw Talisman
Unique,Belts/BuckledBeltUnique,accessory,4,The Magnate / Studded Belt
Unique,Belts/Coward's Legacy,accessory,4,Coward's Legacy / Chain Belt
Unique,Belts/Feastbind,accessory,4,Feastbind / Rustic Sash
Unique,Belts/Headhunter,accessory,4,Headhunter / Leather Belt
Unique,Belts/PyroshockClasp,accessory,4,Pyroshock Clasp / Leather Belt
Unique,Belts/SirusBelt,accessory,4,The Burden of Truth / Crystal Belt
Unique,Belts/SoulTether,accessory,4,Replica Soul Tether / Cloth Belt
Unique,Belts/TheBitingBraid,accessory,4,Foulborn Saresh's Darkness / Chain Belt
Unique,Flasks/ShapersFlask,flask,4,Dying Sun / Ruby Flask
Unique,Jewels/DualStrikeThreshold,jewel,4,Might and Influence / Viridian Jewel
Unique,Jewels/FrostboltThreshold,jewel,4,Frozen Trail / Cobalt Jewel
Unique,Jewels/PoisonDamageModifier,jewel,4,Growing Agony / Viridian Jewel
Unique,Jewels/PureTalent,jewel,4,Pure Talent / Viridian Jewel
Unique,Jewels/RedJewel10,jewel,4,Coated Shrapnel / Crimson Jewel
Unique,Jewels/STRtoDEX,jewel,4,Fluid Motion / Viridian Jewel
Unique,Jewels/UniqueJewelBase1,jewel,4,Split Personality / Crimson Jewel
Unique,Jewels/unique7,jewel,4,Inspired Learning / Crimson Jewel
Unique,Maps/SynthesisColdGuardianMap,-,4, / Map (Tier 10)
Unique,Maps/SynthesisFireGuardianMap,-,4, / Map (Tier 16)
Unique,Quivers/AhuanaQuiver,armour,4,Ahuana's Bite / Sharktooth Arrow Quiver
Unique,Quivers/HarbingerQuiver,armour,4,The Fracturing Spinner / Blunt Arrow Quiver
Unique,Quivers/PrismaticGleam,armour,4,The Poised Prism / Primal Arrow Quiver
Unique,Quivers/Shards,currency,4,Third Piece of Directions / Blunt Arrow Quiver Piece
Unique,Quivers/TriggerQuiverBase,armour,4,Maloney's Mechanism / Ornate Quiver
Unique,Rings/BereksRespite,accessory,4,Berek's Respite / Two-Stone Ring
Unique,Rings/GrattusRing,accessory,4,Grattus Signet / Diamond Ring
Unique,Rings/IcefangOrbit,accessory,4,Icefang Orbit / Iron Ring
Unique,Amulets/AssassinUnique,accessory,3,Foulborn Badge of the Brotherhood / Turquoise Amulet
Unique,Amulets/Charge Amplifier,accessory,3,The Ephemeral Bond / Lapis Amulet
Unique,Amulets/Deathward,accessory,3,Bonemeld / Marble Amulet
Unique,Amulets/HinekorasSight,accessory,3,Hinekora's Sight / Onyx Amulet
Unique,Amulets/RashkaldorsPatience,accessory,3,Rashkaldor's Patience / Jade Amulet
Unique,Amulets/YokeOfSuffering,accessory,3,Yoke of Suffering / Onyx Amulet
Unique,Belts/AltChargeStr,accessory,3,Arn's Anguish / Cloth Belt
Unique,Belts/HarbingerBelt,accessory,3,The Flow Untethered / Cloth Belt
Unique,Belts/InjectorBelt,accessory,3,Mageblood / Heavy Belt
Unique,Belts/LeashOfOblation,accessory,3,Leash of Oblation / Leather Belt
Unique,Belts/TinkerersTools,accessory,3,The Arkhon's Tools / Cloth Belt
Unique,Flasks/Sin,flask,3,Sin's Rebirth / Stibnite Flask
Unique,Flasks/UniquePrismatic,tincture,3,Sap of the Seasons / Prismatic Tincture
Unique,Flasks/UniqueSporebloom,tincture,3,Grasping Nightshade / Sporebloom Tincture
Unique,Jewels/AdditionalSkeletonMagesModifier,jewel,3,Dead Reckoning / Cobalt Jewel
Unique,Jewels/AnimateWeaponModifier,jewel,3,Spirit Guards / Viridian Jewel
Unique,Jewels/BarrageModifier,jewel,3,Volley Fire / Viridian Jewel
Unique,Jewels/BlueJewel3,jewel,3,Malicious Intent / Cobalt Jewel
Unique,Jewels/BlueJewel4,jewel,3,Fortress Covenant / Cobalt Jewel
Unique,Jewels/BlueJewel7,jewel,3,Healthy Mind / Cobalt Jewel
Unique,Jewels/CleaveThreshold,jewel,3,Overwhelming Odds / Crimson Jewel
Unique,Jewels/DEXtoSTR,jewel,3,Inertia / Crimson Jewel
Unique,Jewels/FrostBladesThreshold,jewel,3,Fight for Survival / Viridian Jewel
Unique,Jewels/GhastlyEyeUnique,jewel,3,Amanamu's Gaze / Ghastly Eye Jewel
Unique,Jewels/GolemInfernal,jewel,3,Primordial Might / Crimson Jewel
Unique,Jewels/HypnoticEyeUnique,jewel,3, / Hypnotic Eye Jewel
Unique,Jewels/INTtoSTR,jewel,3,Efficient Training / Crimson Jewel
Unique,Jewels/IceShotThreshold,jewel,3,Omen on the Winds / Viridian Jewel
Unique,Jewels/LioneyesFall,jewel,3,Lioneye's Fall / Viridian Jewel
Unique,Jewels/LoneMessengerJewel,jewel,3,Calamitous Visions / Small Cluster Jewel
Unique,Jewels/MurderousEyeUnique,jewel,3, / Murderous Eye Jewel
Unique,Jewels/SecretsOfAgonyJewel,jewel,3,The Interrogation / Small Cluster Jewel
Unique,Jewels/SpectralThrowThreshold,jewel,3,Seething Fury / Viridian Jewel
Unique,Jewels/unique14,jewel,3,Hotheaded / Viridian Jewel
Unique,Jewels/unique20,jewel,3,Fragile Bloom / Crimson Jewel
Unique,Jewels/unique4,jewel,3,Survival Skills / Crimson Jewel
Unique,Maps/PutridCloister,-,3,The Putrid Cloister / Map (Tier 16)
Unique,Rings/AshAndFrost,accessory,3,Polaric Devastation / Opal Ring
Unique,Rings/Bloodfreeze,accessory,3,Venopuncture / Iron Ring
Unique,Rings/Ring6Unique,accessory,3,Dream Fragments / Sapphire Ring
Unique,Rings/ValakosSign,accessory,3,Valako's Sign / Topaz Ring
Unique,Rings/unused4,accessory,3,Voideye / Unset Ring
Unique,Weapons/TwoHandWeapons,currency,3,Second Piece of Brutality / Imperial Staff Piece
Unique,Amulets/AscendanceAmulet,accessory,2,Crystallised Omniscience / Onyx Amulet
Unique,Amulets/BloodAmulet,accessory,2,Bloodgrip / Marble Amulet
