row_key,name,base,league,entries_bound,variants_considered,selections_considered,fitting_labels,outcome_strict,either_strict,fitting_selections,outcome,either,moved_by,lines_rescaled,catalyst_quality,catalyst_descriptor,catalyst_percent,other_arrays,fit_line_flags,none_reason,none_line
6bd2d74eeb27,Bramblejack,Plate Vest,Hardcore,1,2,2,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
907417588b48,Cherrubim's Maleficence,Triumphant Lamellar,Hardcore,1,3,3,Current,one,no,Current,one,no,,0,no,,,,,,
746b54377b92,Briskwrap,Strapped Leather,Hardcore,1,4,4,,none,no,,none,no,,0,no,,,,,no-text-match,+2 to Level of Socketed Trap or Mine Gems
0fc65e7f9b39,Lightbane Raiment,Ornate Ringmail,Hardcore,1,4,4,Current,one,no,Current,one,no,,0,no,,,,,,
2309154a2196,Ashrend,Buckskin Tunic,Hardcore,1,3,3,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
7c0f9de7f1a4,Solaris Lorica,Copper Plate,Hardcore,1,2,2,Current,one,no,Current,one,no,,0,no,,,,,,
6da67fac669b,Zahndethus' Cassock,Sage's Robe,Hardcore,1,4,4,Current,one,no,Current,one,no,,0,no,,,,,,
8ef6e7eda545,Vis Mortis,Necromancer Silks,Hardcore,1,3,3,Current,one,no,Current,one,no,,0,no,,,,,,
95d4982cd519,Thousand Ribbons,Simple Robe,Hardcore,1,3,3,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
f7c8d2d09ad5,Icetomb,Latticed Ringmail,Hardcore,1,3,3,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
f138784894b2,Cloak of Flame,Scholar's Robe,Hardcore,1,2,2,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
167fdb7f1531,Foxshade,Wild Leather,Hardcore,1,3,3,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
c09f7d8d45b6,Matua Tupuna,Tarnished Spirit Shield,Hardcore,1,3,3,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
44c4240bb1b4,Ahn's Heritage,Colossal Tower Shield,Hardcore,1,3,3,Current,one,no,Current,one,no,,0,no,,,,,,
c92d9f55cd99,Chernobog's Pillar,Ebony Tower Shield,Hardcore,1,4,4,Current,one,no,Current,one,no,,0,no,,,,,,
0137855e782f,Rise of the Phoenix,Mosaic Kite Shield,Hardcore,1,4,4,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
19519aba9c90,Titucius' Span,Reinforced Tower Shield,Hardcore,1,3,3,Current,one,no,Current,one,no,,0,no,,,,,,
560985da3190,The Eternal Apple,Chiming Spirit Shield,Hardcore,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
12da8a6789e9,Chalice of Horrors,War Buckler,Hardcore,1,5,5,Pre 3.17.0,one,no,Pre 3.17.0,one,no,,0,no,,,,,,
37e10699850e,The Oak,Plank Kite Shield,Hardcore,1,5,5,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
64f645fd8d96,Wheel of the Stormsail,Rotted Round Shield,Hardcore,1,3,3,Pre 3.16.0,one,no,Pre 3.16.0,one,no,,0,no,,,,,,
7bf85c1537d2,Crest of Perandus,Pine Buckler,Hardcore,1,3,3,Current,one,no,Current,one,no,,0,no,,,,,,
3236b2c931a5,Zeel's Amplifier,Polished Spiked Shield,Hardcore,1,1,1,,none,no,,none,no,,0,no,,,,,number-outside-range,+4% chance to Suppress Spell Damage
445aed9ed365,Atziri's Mirror,Golden Buckler,Hardcore,1,3,3,Current,one,no,Current,one,no,,0,no,,,,,,
9d66147abca2,Daresso's Courage,Baroque Round Shield,Hardcore,1,4,4,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
7804f639bc69,Kaltenhalt,Painted Buckler,Hardcore,1,4,4,Current,one,no,Current,one,no,,0,no,,,,,,
97848a4e25f3,The Deep One's Hide,Studded Round Shield,Hardcore,1,2,2,Current,one,no,Current,one,no,,0,no,,,,,,
054a883bc68f,Springleaf,Plank Kite Shield,Hardcore,1,5,5,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
546d1a926498,The Three Dragons,Golden Mask,Hardcore,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
9e9174803225,Doedre's Scorn,Lunaris Circlet,Hardcore,1,3,3,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
a962f8ba905f,The Peregrine,Visored Sallet,Hardcore,1,3,3,Current,one,no,Current,one,no,,0,no,,,,,,
3da79543d5ff,Hrimnor's Resolve,Samnite Helmet,Hardcore,1,3,3,,none,no,,none,no,,0,no,,,,,variant-line-not-displayed,10% increased Stun and Block Recovery
cd555900ba25,Deidbell,Gilded Sallet,Hardcore,1,3,3,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
b6a103ec97ad,Black Sun Crest,Lacquered Helmet,Hardcore,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
49807666967d,Rime Gaze,Mind Cage,Hardcore,1,6,6,Pre 3.16.0,one,no,Pre 3.16.0,one,no,,0,no,,,,,,
1af9d77c3184,Heatshiver,Leather Hood,Hardcore,1,4,4,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
5f891185ae58,Ezomyte Peak,Iron Hat,Hardcore,1,2,2,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
5ad4cc0e17e9,Mindspiral,Aventail Helmet,Hardcore,1,3,3,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
6da6c6848b63,Leer Cast,Festival Mask,Hardcore,1,2,2,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
b0482edad0ae,Skullhead,Secutor Helm,Hardcore,1,3,3,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
4acccf08782d,Crown of Thorns,Vine Circlet,Hardcore,1,3,3,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
311e4137fd19,Fairgraves' Tricorne,Tricorne,Hardcore,1,2,2,,none,no,,none,no,,0,no,,,,,variant-line-not-displayed,15% increased Stun and Block Recovery
51d467e8ca36,Gorgon's Gaze,Regicide Mask,Hardcore,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
1ff7ac366e17,The Broken Crown,Prophet Crown,Hardcore,1,3,3,Current,one,no,Current,one,no,,0,no,,,,,,
47e1e9e9203c,Rain of Splinters,Crimson Jewel,Hardcore,1,2,2,Current;Pre 3.20.0,several,yes,Current;Pre 3.20.0,several,yes,,0,no,,,,,,
c3ab503bf600,The Vigil,Crimson Jewel,Hardcore,1,3,3,Current,one,no,Current,one,no,,0,no,,,,,,
bdf514c833b8,Hazardous Research,Cobalt Jewel,Hardcore,1,2,2,,none,no,,none,no,,0,no,,,,,no-text-match,"With at least 40 Intelligence in Radius, Spark fires 2 additional Projectiles"
4fa95ad9fa57,Frozen Trail,Cobalt Jewel,Hardcore,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
dc0848e4ebf5,Might and Influence,Viridian Jewel,Hardcore,1,6,21,,none,no,Claw | Dagger,one,no,selection,0,no,,,,,,
0bdf0e62a01d,Quickening Covenant,Viridian Jewel,Hardcore,1,2,2,Current;Pre 3.20.0,several,yes,Current;Pre 3.20.0,several,yes,,0,no,,,,,,
3bf2b63c40a8,Energised Armour,Crimson Jewel,Hardcore,1,2,2,Current;Pre 3.20.0,several,yes,Current;Pre 3.20.0,several,yes,,0,no,,,,,,
077f4c842e57,Overwhelming Odds,Crimson Jewel,Hardcore,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
ceee1323ca32,Self-Flagellation,Viridian Jewel,Hardcore,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
a986f471ecf5,Ring of Blades,Viridian Jewel,Hardcore,1,3,3,Pre 3.17.0,one,no,Pre 3.17.0,one,no,,0,no,,,,,,
0b2a3376f22b,Rapid Expansion,Crimson Jewel,Hardcore,1,3,3,Current,one,no,Current,one,no,,0,no,,,,,,
fc0e9439fbd0,Blood Sacrifice,Crimson Jewel,Hardcore,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
e9835f90dc1c,Survival Skills,Crimson Jewel,Hardcore,1,2,2,Pre 3.16.0,one,no,Pre 3.16.0,one,no,,0,no,,,,,,
0b29cc325236,Survival Instincts,Viridian Jewel,Hardcore,1,2,2,Pre 3.16.0,one,no,Pre 3.16.0,one,no,,0,no,,,,,,
24b03f7cdee2,Assassin's Haste,Cobalt Jewel,Hardcore,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
f83e1c838edd,Spreading Rot,Cobalt Jewel,Hardcore,1,2,2,,none,no,,none,no,,0,no,,,,,no-text-match,Minions deal 5% increased Damage
5621563ef2f0,Poacher's Aim,Viridian Jewel,Hardcore,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
e899be2cd750,Brawn,Crimson Jewel,Hardcore,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
2a0109e3bd39,Tempered Mind,Cobalt Jewel,Hardcore,1,3,3,Current,one,no,Current,one,no,,0,no,,,,,,
146f1a271ad1,Hotheaded,Viridian Jewel,Hardcore,1,2,2,Current,one,no,Current,one,no,,0,no,,,,,,
ba4fa4c6637f,Lord of Steel,Viridian Jewel,Hardcore,1,6,6,Impale Chance (Current),one,no,Impale Chance (Current),one,no,,0,no,,,,,,
a89427d5d5fe,The Red Dream,Crimson Jewel,Hardcore,1,2,2,Pre 3.21.0,one,no,Pre 3.21.0,one,no,,0,no,,,,,,
21d1df6972ef,Pacifism,Viridian Jewel,Hardcore,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
a868244afc77,Malicious Intent,Cobalt Jewel,Hardcore,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
597f44f9327c,Lord of Steel,Viridian Jewel,Hardcore,1,6,6,Impale Effect (Current);Impale Effect (Pre 3.13.0),several,yes,Impale Effect (Current);Impale Effect (Pre 3.13.0),several,yes,,0,no,,,,,,
74a2bb170da7,Conqueror's Efficiency,Crimson Jewel,Hardcore,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
1d66849aca91,Steel Spirit,Viridian Jewel,Hardcore,1,2,2,Current,one,no,Current,one,no,,0,no,,,,,,
fadf6b2601ce,Death's Harp,Death Bow,Hardcore,1,7,7,Pre 3.17.0;Pre 3.19.0,several,no,Pre 3.17.0;Pre 3.19.0,several,no,,0,no,,,,,,
34bda25a644c,Lioneye's Glare,Imperial Bow,Hardcore,1,7,7,Pre 3.17.0,one,no,Pre 3.17.0,one,no,,0,no,,,,,,
3842a7dd5501,Storm Cloud,Long Bow,Hardcore,1,2,2,Current,one,no,Current,one,no,,0,no,,,,,,
357e35379939,Silverbranch,Crude Bow,Hardcore,1,2,2,Current,one,no,Current,one,no,,0,no,,,,,,
0636f8352ce6,Doomfletch,Royal Bow,Hardcore,1,5,5,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
db3400d26ac7,Roth's Reach,Recurve Bow,Hardcore,1,3,3,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
c63b5e3274d3,Reverberation Rod,Spiraled Wand,Hardcore,1,5,5,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
f03326420d08,Ashcaller,Quartz Wand,Hardcore,1,5,5,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
9dce2f13b1ad,Obliteration,Demon's Horn,Hardcore,1,6,6,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
8994a5c97965,Abberath's Horn,Goat's Horn,Hardcore,1,4,4,Pre 2.3.0;Pre 3.21.0,several,no,Pre 2.3.0;Pre 3.21.0,several,no,,0,no,,,,,,
65ea36a50b55,Twyzel,Sage Wand,Hardcore,1,3,3,Pre 2.27.0,one,no,Pre 2.27.0,one,no,,0,no,,,,,,
1fa779547ff3,Midnight Bargain,Engraved Wand,Hardcore,1,4,4,Pre 3.27.0,one,no,Pre 3.27.0,one,no,,0,no,,,,,,
b6bd3c6be41d,Lifesprig,Driftwood Wand,Hardcore,1,1,1,,none,no,,none,no,,0,no,,,,,no-text-match,Regenerate 6 Life over 1 second when you Cast a Spell
ebaad13938ac,Bated Breath,Chain Belt,Hardcore,1,2,2,Current,one,no,Current,one,no,,0,no,,,,,,
e1f1ce5cc0d0,Meginord's Girdle,Heavy Belt,Hardcore,1,2,2,Pre 2.0.0,one,no,Pre 2.0.0,one,no,,0,no,,,,,,
bf1bf405a7f3,Prismweave,Rustic Sash,Hardcore,1,3,3,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
a5cf1636a534,Perandus Blazon,Cloth Belt,Hardcore,1,3,3,Pre 3.25.0,one,no,Pre 3.25.0,one,no,,0,no,,,,,,
ef29996f1752,Belt of the Deceiver,Heavy Belt,Hardcore,1,2,2,Current,one,no,Current,one,no,,0,no,,,,,,
d1558a59a1c2,Wurm's Molt,Leather Belt,Hardcore,1,2,2,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
928494c3a28d,String of Servitude,Heavy Belt,Hardcore,1,22,22,Determination Aura Effect,one,no,Determination Aura Effect,one,no,,0,no,,,,,,
5272ef4592ec,Sunblast,Cloth Belt,Hardcore,1,2,2,Pre 3.19.0,one,no,Pre 3.19.0,one,no,,0,no,,,,,,
f9824b8e0264,Vaults of Atziri,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
b4da6bed5746,Vaults of Atziri,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
3e0547303766,Hallowed Ground,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
a745802a89cc,Hallowed Ground,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
176076ff1d2d,Hall of Grandmasters,Map (Tier 6),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
09437ad124fa,Cortex,Map (Tier 10),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
3c237a08f341,Cortex,Map (Tier 10),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
9a08a8601313,Cortex,Map (Tier 10),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
cc0bee74072d,Cortex,Map (Tier 10),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
f8396572441a,Cortex,Map (Tier 10),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
e30962dc379a,Pillars of Arun,Map (Tier 9),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
5cedf6bd384e,Oba's Cursed Trove,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
54b67fe655b1,Mao Kun,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
cba32cf2a8ed,Mao Kun,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
db02ab7a1294,Mao Kun,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
66c513aba4b0,Mao Kun,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
14676435b4ab,The Coward's Trial,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
938c24de1aee,The Coward's Trial,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
a69a6f869993,The Coward's Trial,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
3caa09b302ce,The Coward's Trial,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
958f341a8f06,Acton's Nightmare,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
28b135be7ed4,Acton's Nightmare,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
fb1bb6b88ccb,Acton's Nightmare,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
df223eaaafee,Acton's Nightmare,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
6c2e7fdf3039,Acton's Nightmare,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
94ed768266d3,The Coward's Trial,Map (Tier 7),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
344a0975ab91,Hall of Grandmasters,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
51b0f4be001c,Hall of Grandmasters,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
2bdd34da9e64,Hall of Grandmasters,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
9b610baa3ba5,Augmented Distant Memory,Map (Tier 10),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
1cce862302ab,Pillars of Arun,Map (Tier 2),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
9b0d755ea0e1,Pillars of Arun,Map (Tier 2),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
e4fce30151c2,Pillars of Arun,Map (Tier 2),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
9d3613044d2c,Pillars of Arun,Map (Tier 2),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
0b282b6458a3,Altered Distant Memory,Map (Tier 10),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
9cf60b24b2f7,The Twilight Temple,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
0e139de00dc9,The Twilight Temple,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
b7096613f4c9,"Caer Blaidd, Wolfpack's Den",Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
e0c73110f5d2,"Caer Blaidd, Wolfpack's Den",Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
c70283a36532,"Caer Blaidd, Wolfpack's Den",Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
df78971e0884,"Caer Blaidd, Wolfpack's Den",Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
07fa46e5f24e,"Caer Blaidd, Wolfpack's Den",Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
1ec775c17841,"Caer Blaidd, Wolfpack's Den",Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
fb73de43d27e,"Caer Blaidd, Wolfpack's Den",Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
04bcfb9a490f,"Caer Blaidd, Wolfpack's Den",Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
23d70d61880b,"Caer Blaidd, Wolfpack's Den",Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
8ce5ab784567,The Putrid Cloister,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
61258cf4fa73,Poorjoy's Asylum,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
870ed16f9a22,Poorjoy's Asylum,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
80eb31d1888a,Poorjoy's Asylum,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
9681ed6262da,Poorjoy's Asylum,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
392f78c45c04,Poorjoy's Asylum,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
f6b5358d0030,Olmec's Sanctum,Map (Tier 1),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
330460b68c3e,Whakawairua Tuahu,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
5474698c1cf5,Whakawairua Tuahu,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
4754c2723ac2,Whakawairua Tuahu,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
9d1a96de889f,Whakawairua Tuahu,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
7c82f69d2f02,Acton's Nightmare,Map (Tier 3),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
abb9b93cba92,Acton's Nightmare,Map (Tier 3),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
50ee91dd43ec,Rewritten Distant Memory,Map (Tier 10),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
17d48171c052,Olmec's Sanctum,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
8f2bf4aa9e44,Olmec's Sanctum,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
2420029eb7d9,Olmec's Sanctum,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
1cace8c4cbdb,Olmec's Sanctum,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
1a388e3ab74c,Olmec's Sanctum,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
0c8ccc1e415c,Pillars of Arun,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
ab18b40b90f4,Pillars of Arun,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
7626b08e0e58,Pillars of Arun,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
e49d7ff8c2e0,Death and Taxes,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
e4128885807c,Death and Taxes,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
3609620fcc3e,Death and Taxes,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
9027314767da,Death and Taxes,Map (Tier 16),Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
93fbef70c312,Goldrim,Leather Cap,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
f46de6bef114,Agnerod South,Imperial Staff,Standard,1,3,3,Current,one,no,Current,one,no,,0,no,,,,,,
e0325931ccf7,Roth's Reach,Recurve Bow,Standard,1,3,3,Current,one,no,Current,one,no,,0,no,,,,,,
085aa4a46975,Sadima's Touch,Wool Gloves,Standard,1,4,4,,none,no,,none,no,,0,no,,,,,number-outside-range,6% increased Rarity of Items found
2b5b2407b693,Cyclopean Coil,Leather Belt,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
d3bcd104a25b,The Burden of Truth,Crystal Belt,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
33b607db5b0f,Inextricable Fate,Fugitive Boots,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
10aea1e0883f,Voidwalker,Murder Boots,Standard,1,2,2,Current,one,no,Current,one,no,,0,no,,,,,,
72692a537ee3,Dawnbreaker,Colossal Tower Shield,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
f7df5bf9f3c0,Aegis Aurora,Champion Kite Shield,Standard,1,3,3,Current,one,no,Current,one,no,,0,no,,,,,,
b40eaad88e12,Perepiteia,Ezomyte Spiked Shield,Standard,1,1,1,,none,no,,none,no,,0,no,,,,,no-text-match,+7 to Intelligence
543be82b49d9,Moonbender's Wing,Tomahawk,Standard,1,2,2,Current,one,no,Current,one,no,,0,no,,,,,,
43fdeed8ff59,Hiltless,Reaver Sword,Standard,1,3,3,Current,one,no,Current,one,no,,0,no,,,,,,
a0dbdd487d9e,Cloak of Flame,Scholar's Robe,Standard,1,2,2,Current,one,no,Current,one,no,,0,no,,,,,,
e0eb13a107a2,Foulborn Bramblejack,Plate Vest,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,mutated,,
c5ddd952d46d,Chains of Command,Saintly Chainmail,Standard,1,1,1,,none,no,,none,no,,0,no,,,,,no-text-match,+2 to Level of Socketed Duration Gems
9de9c569bf28,Thousand Ribbons,Simple Robe,Standard,1,3,3,Current,one,no,Current,one,no,,0,no,,,,,,
31083b4d22e7,Servant of Decay,Torturer Garb,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
3aa5afe1d7a1,Foxshade,Wild Leather,Standard,1,3,3,Current,one,no,Current,one,no,,0,no,,,,,,
fe03fc9bc8a0,Tabula Rasa,Simple Robe,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
a3ef04641007,Kaom's Heart,Glorious Plate,Standard,1,3,3,Current;Pre 1.0.0,several,yes,Current;Pre 1.0.0,several,yes,,0,no,,,,,,
77956096eeeb,Icetomb,Latticed Ringmail,Standard,1,3,3,Current,one,no,Current,one,no,,0,no,,,,,,
f4d2dcff81b5,Perfidy,Glorious Plate,Standard,1,2,2,Current,one,no,Current,one,no,,0,no,,,,,,
08314df1d3f7,Solaris Lorica,Copper Plate,Standard,1,2,2,Current,one,no,Current,one,no,,0,no,,,,,,
206af7251d79,Geofri's Sanctuary,Elegant Ringmail,Standard,1,3,3,Current,one,no,Current,one,no,,0,no,,,,,,
6b2777a5126b,Tinkerskin,Sadist Garb,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
abaec070f76f,Greed's Embrace,Golden Plate,Standard,1,2,2,Current,one,no,Current,one,no,,0,no,,,,,,
57112e50fd51,The Ivory Tower,Saint's Hauberk,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
092f0a44121d,Soul Mantle,Spidersilk Robe,Standard,1,5,5,Current,one,no,Current,one,no,,0,no,,,,,,
8407f73a150e,Skin of the Lords,Simple Robe,Standard,0,0,0,,unbound,no,,unbound,no,,0,no,,,,,,
f3b98fbcc442,The Beast Fur Shawl,Vaal Regalia,Standard,1,3,3,Current,one,no,Current,one,no,,0,no,,,,,,
acf44ae56c86,Belly of the Beast,Full Wyrmscale,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
7b520f99e028,Seven-League Step,Rawhide Boots,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
e49503ef99e5,Kahuturoa's Certainty,Ancient Greaves,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
94d80bc02639,Torchoak Step,Antique Greaves,Standard,1,2,2,Current,one,no,Current,one,no,,0,no,,,,,,
6bb9dad24830,Bones of Ullr,Silk Slippers,Standard,1,1,1,only,one,no,only,one,no,,0,no,,,,,,
a03d98cb7c4f,Shavronne's Pace,Scholar Boots,Standard,1,4,4,Current,one,no,Current,one,no,,0,no,,,,,,
d7ef8edcc506,Sundance,Clasped Boots,Standard,1,2,2,Current,one,no,Current,one,no,,0,no,,,,,,
4b3d02bad53a,Wondertrap,Velvet Slippers,Standard,1,3,3,Current,one,no,Current,one,no,,0,no,,,,,,
c653f55557ef,Stormcharger,Plated Greaves,Standard,1,2,2,Current,one,no,Current,one,no,,0,no,,,,,,
00adb503e42a,Dusktoe,Ironscale Boots,Standard,1,4,4,Current,one,no,Current,one,no,,0,no,,,,,,
