array,template,items,lines,by_league,by_rarity,by_icon_dir,example
enchantMods,# metres to Discharge radius,1,1,Hardcore:1,Rare:1,Armours/Helmets:1,+0.3 metres to Discharge radius
enchantMods,# to Maximum Blood Charges,1,1,Standard:1,Unique:1,Armours/Helmets:1,+1 to Maximum Blood Charges
enchantMods,# to Maximum number of Bladestorms at a time,1,1,Standard:1,Unique:1,Armours/Helmets:1,+1 to Maximum number of Bladestorms at a time
enchantMods,# to maximum Blade Flurry stages,1,1,Standard:1,Rare:1,Armours/Helmets:1,+1 to maximum Blade Flurry stages
enchantMods,# to maximum Sockets,1,1,Allflame:1,Magic:1,Armours/Gloves:1,-2 to maximum Sockets
enchantMods,#% chance to Shock,1,1,Solo Self-Found:1,Rare:1,Weapons/OneHandWeapons:1,13% chance to Shock
enchantMods,#% chance to Summon an additional Skeleton with Summon Skeletons,1,1,Standard:1,Rare:1,Armours/Helmets:1,40% chance to Summon an additional Skeleton with Summon Skeletons
enchantMods,#% chance to Suppress Spell Damage if you've,1,1,Standard:1,Rare:1,Armours/Boots:1,+8% chance to Suppress Spell Damage if you've
enchantMods,#% chance to Suppress Spell Damage while your Off Hand is empty,1,1,Standard:1,Rare:1,Weapons/OneHandWeapons:1,+71% chance to Suppress Spell Damage while your Off Hand is empty
enchantMods,#% increased Ambush Cooldown Recovery Rate,1,1,Standard:1,Rare:1,Armours/Helmets:1,20% increased Ambush Cooldown Recovery Rate
enchantMods,#% increased Ancestral Warchief Totem Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,40% increased Ancestral Warchief Totem Damage
enchantMods,#% increased Arc Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,40% increased Arc Damage
enchantMods,#% increased Area of Effect while you have Arcane Surge,1,1,Standard:1,Unique:1,Belts/Headhunter:1,15% increased Area of Effect while you have Arcane Surge
enchantMods,#% increased Ball Lightning Area of Effect,1,1,Standard:1,Rare:1,Armours/Helmets:1,24% increased Ball Lightning Area of Effect
enchantMods,#% increased Ball Lightning Damage,1,1,Standard:1,Magic:1,Armours/Helmets:1,40% increased Ball Lightning Damage
enchantMods,#% increased Blade Flurry Area of Effect,1,1,Standard:1,Unique:1,Armours/Helmets:1,24% increased Blade Flurry Area of Effect
enchantMods,#% increased Blade Flurry Damage,1,1,Hardcore:1,Rare:1,Armours/Helmets:1,25% increased Blade Flurry Damage
enchantMods,#% increased Blade Vortex Duration,1,1,Standard:1,Rare:1,Armours/Helmets:1,20% increased Blade Vortex Duration
enchantMods,#% increased Bladefall Area of Effect,1,1,Standard:1,Rare:1,Armours/Helmets:1,24% increased Bladefall Area of Effect
enchantMods,#% increased Bladefall Critical Strike Chance,1,1,Standard:1,Rare:1,Armours/Helmets:1,60% increased Bladefall Critical Strike Chance
enchantMods,#% increased Bodyswap Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,25% increased Bodyswap Damage
enchantMods,#% increased Caustic Arrow Damage,1,1,Standard:1,Magic:1,Armours/Helmets:1,40% increased Caustic Arrow Damage
enchantMods,#% increased Conductivity Curse Effect,1,1,Standard:1,Unique:1,Armours/Helmets:1,30% increased Conductivity Curse Effect
enchantMods,#% increased Cremation Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,40% increased Cremation Damage
enchantMods,#% increased Critical Strike Chance per #% Quality,1,1,Standard:1,Rare:1,Weapons/OneHandWeapons:1,1% increased Critical Strike Chance per 4% Quality
enchantMods,#% increased Dark Bargain Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,25% increased Dark Bargain Damage
enchantMods,#% increased Despair Curse Effect,1,1,Standard:1,Unique:1,Armours/Helmets:1,30% increased Despair Curse Effect
enchantMods,#% increased Discharge Damage,1,1,Solo Self-Found:1,Rare:1,Armours/Helmets:1,25% increased Discharge Damage
enchantMods,#% increased Double Strike Critical Strike Chance,1,1,Standard:1,Rare:1,Armours/Helmets:1,90% increased Double Strike Critical Strike Chance
enchantMods,#% increased Double Strike Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,25% increased Double Strike Damage
enchantMods,#% increased Dual Strike Attack Speed,1,1,Standard:1,Rare:1,Armours/Helmets:1,10% increased Dual Strike Attack Speed
enchantMods,#% increased Dual Strike Damage,1,1,Solo Self-Found:1,Rare:1,Armours/Helmets:1,25% increased Dual Strike Damage
enchantMods,#% increased Effect of the Buff granted by your Stone Golems,1,1,Standard:1,Rare:1,Armours/Helmets:1,150% increased Effect of the Buff granted by your Stone Golems
enchantMods,#% increased Ethereal Knives Projectile Speed,1,1,Standard:1,Rare:1,Armours/Helmets:1,20% increased Ethereal Knives Projectile Speed
enchantMods,#% increased Explicit Attribute Modifier magnitudes,1,1,Standard:1,Rare:1,Weapons/OneHandWeapons:1,8% increased Explicit Attribute Modifier magnitudes
enchantMods,#% increased Explicit Caster Damage Modifier magnitudes,1,1,Standard:1,Rare:1,Weapons/TwoHandWeapons:1,8% increased Explicit Caster Damage Modifier magnitudes
enchantMods,#% increased Explicit Defence Modifier magnitudes,1,1,Standard:1,Rare:1,Armours/BodyArmours:1,8% increased Explicit Defence Modifier magnitudes
enchantMods,#% increased Explicit Lightning Modifier magnitudes,1,1,Standard:1,Rare:1,Weapons/OneHandWeapons:1,8% increased Explicit Lightning Modifier magnitudes
enchantMods,#% increased Explicit Mana Modifier magnitudes,1,1,Standard:1,Rare:1,Weapons/TwoHandWeapons:1,8% increased Explicit Mana Modifier magnitudes
enchantMods,#% increased Explicit Physical Modifier magnitudes,1,1,Standard:1,Rare:1,Weapons/TwoHandWeapons:1,6% increased Explicit Physical Modifier magnitudes
enchantMods,#% increased Eye of Winter Projectile Speed,1,1,Standard:1,Rare:1,Armours/Helmets:1,20% increased Eye of Winter Projectile Speed
enchantMods,#% increased Fire Trap Burning Ground Duration,1,1,Standard:1,Rare:1,Armours/Helmets:1,30% increased Fire Trap Burning Ground Duration
enchantMods,#% increased Fire Trap Damage,1,1,Standard:1,Normal:1,Armours/Helmets:1,40% increased Fire Trap Damage
enchantMods,#% increased Firestorm Duration,1,1,Standard:1,Unique:1,Armours/Helmets:1,30% increased Firestorm Duration
enchantMods,#% increased Firestorm explosion Area of Effect,1,1,Hardcore:1,Rare:1,Armours/Helmets:1,24% increased Firestorm explosion Area of Effect
enchantMods,#% increased Flame Surge Damage with Hits and Ailments against Burning Enemies,1,1,Standard:1,Rare:1,Armours/Helmets:1,60% increased Flame Surge Damage with Hits and Ailments against Burning Enemies
enchantMods,#% increased Flameblast Area of Effect,1,1,Standard:1,Rare:1,Armours/Helmets:1,16% increased Flameblast Area of Effect
enchantMods,#% increased Flameblast Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,25% increased Flameblast Damage
enchantMods,#% increased Flicker Strike Damage per Frenzy Charge,1,1,Standard:1,Unique:1,Armours/Helmets:1,9% increased Flicker Strike Damage per Frenzy Charge
enchantMods,#% increased Forbidden Rite Projectile Speed,1,1,Standard:1,Rare:1,Armours/Helmets:1,30% increased Forbidden Rite Projectile Speed
enchantMods,#% increased Freezing Pulse Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,40% increased Freezing Pulse Damage
enchantMods,#% increased Frost Blades Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,40% increased Frost Blades Damage
enchantMods,#% increased Frost Blades Projectile Speed,1,1,Standard:1,Rare:1,Armours/Helmets:1,30% increased Frost Blades Projectile Speed
enchantMods,#% increased Frost Bomb Area of Effect,1,1,Standard:1,Rare:1,Armours/Helmets:1,16% increased Frost Bomb Area of Effect
enchantMods,#% increased Galvanic Arrow Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,40% increased Galvanic Arrow Damage
enchantMods,#% increased Glacial Cascade Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,25% increased Glacial Cascade Damage
enchantMods,#% increased Heavy Strike Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,40% increased Heavy Strike Damage
enchantMods,#% increased Holy Sweep Area of Effect,1,1,Standard:1,Unique:1,Armours/Helmets:1,24% increased Holy Sweep Area of Effect
enchantMods,#% increased Holy Sweep Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,40% increased Holy Sweep Damage
enchantMods,#% increased Ice Crash Area of Effect,1,1,Standard:1,Rare:1,Armours/Helmets:1,16% increased Ice Crash Area of Effect
enchantMods,#% increased Ice Shot Damage,1,1,Hardcore:1,Rare:1,Armours/Helmets:1,40% increased Ice Shot Damage
enchantMods,#% increased Ice Trap Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,40% increased Ice Trap Damage
enchantMods,#% increased Kinetic Blast Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,25% increased Kinetic Blast Damage
enchantMods,#% increased Leap Slam Attack Speed,1,1,Standard:1,Rare:1,Armours/Helmets:1,10% increased Leap Slam Attack Speed
enchantMods,#% increased Lightning Arrow Area of Effect,1,1,Solo Self-Found:1,Unique:1,Armours/Helmets:1,24% increased Lightning Arrow Area of Effect
enchantMods,#% increased Lightning Strike Damage,1,1,Standard:1,Unique:1,Armours/Helmets:1,40% increased Lightning Strike Damage
enchantMods,#% increased Lightning Warp Cast Speed,1,1,Standard:1,Rare:1,Armours/Helmets:1,12% increased Lightning Warp Cast Speed
enchantMods,#% increased Melee Damage,1,1,Allflame:1,Magic:1,Armours/Gloves:1,20% increased Melee Damage
enchantMods,#% increased Molten Strike Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,25% increased Molten Strike Damage
enchantMods,#% increased Movement Speed,1,1,Allflame:1,Rare:1,Amulets/NewTalisman3:1,12% increased Movement Speed
enchantMods,#% increased Power Siphon Damage,1,1,Standard:1,Normal:1,Armours/Helmets:1,40% increased Power Siphon Damage
enchantMods,#% increased Rain of Arrows Attack Speed,1,1,Standard:1,Rare:1,Armours/Helmets:1,15% increased Rain of Arrows Attack Speed
enchantMods,#% increased Reap Area of Effect,1,1,Standard:1,Rare:1,Armours/Helmets:1,16% increased Reap Area of Effect
enchantMods,#% increased Reave Radius,1,1,Solo Self-Found:1,Rare:1,Armours/Helmets:1,24% increased Reave Radius
enchantMods,#% increased Rejuvenation Totem Aura Effect,1,1,Standard:1,Unique:1,Armours/Helmets:1,45% increased Rejuvenation Totem Aura Effect
enchantMods,#% increased Righteous Fire Area of Effect,1,1,Standard:1,Magic:1,Armours/Helmets:1,24% increased Righteous Fire Area of Effect
enchantMods,#% increased Rolling Magma Area of Effect,1,1,Standard:1,Rare:1,Armours/Helmets:1,16% increased Rolling Magma Area of Effect
enchantMods,#% increased Sentinel of Absolution Duration,1,1,Standard:1,Rare:1,Armours/Helmets:1,20% increased Sentinel of Absolution Duration
enchantMods,#% increased Shield Crush Attack Speed,1,1,Standard:1,Unique:1,Armours/Helmets:1,15% increased Shield Crush Attack Speed
enchantMods,#% increased Shockwave Totem Area of Effect,1,1,Standard:1,Rare:1,Armours/Helmets:1,24% increased Shockwave Totem Area of Effect
enchantMods,#% increased Spectral Shield Throw Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,25% increased Spectral Shield Throw Damage
enchantMods,#% increased Spectral Throw Damage,1,1,Standard:1,Rare:1,Armours/Helmets:1,40% increased Spectral Throw Damage
enchantMods,#% increased Static Strike Area of Effect,1,1,Standard:1,Rare:1,Armours/Helmets:1,24% increased Static Strike Area of Effect
enchantMods,#% increased Storm Call Area of Effect,1,1,Standard:1,Rare:1,Armours/Helmets:1,24% increased Storm Call Area of Effect
enchantMods,#% increased Storm Rain Damage,1,1,Solo Self-Found:1,Unique:1,Armours/Helmets:1,40% increased Storm Rain Damage
enchantMods,#% increased Temporal Chains Curse Effect,1,1,Standard:1,Rare:1,Armours/Helmets:1,30% increased Temporal Chains Curse Effect
enchantMods,#% increased Tornado Area of Effect,1,1,Standard:1,Rare:1,Armours/Helmets:1,16% increased Tornado Area of Effect
enchantMods,#% increased Tornado Shot Critical Strike Chance,1,1,Standard:1,Rare:1,Armours/Helmets:1,60% increased Tornado Shot Critical Strike Chance
enchantMods,#% increased Unearth Cast Speed,1,1,Hardcore:1,Rare:1,Armours/Helmets:1,12% increased Unearth Cast Speed
enchantMods,#% increased Viper Strike Damage,1,1,Standard:1,Unique:1,Armours/Helmets:1,40% increased Viper Strike Damage
enchantMods,#% increased Volatile Dead Cast Speed,1,1,Solo Self-Found:1,Rare:1,Armours/Helmets:1,8% increased Volatile Dead Cast Speed
enchantMods,#% increased Wild Strike Area of Effect,1,1,Hardcore:1,Rare:1,Armours/Helmets:1,24% increased Wild Strike Area of Effect
enchantMods,#% reduced Monster Movement Speed,1,1,Standard:1,Normal:1,Maps/Atlas2Maps:1,30% reduced Monster Movement Speed
enchantMods,#% reduced Spectral Throw Projectile Deceleration,1,1,Standard:1,Rare:1,Armours/Helmets:1,30% reduced Spectral Throw Projectile Deceleration
enchantMods,#% to Stone Golem Elemental Resistances,1,1,Standard:1,Rare:1,Armours/Helmets:1,+36% to Stone Golem Elemental Resistances
enchantMods,Adds # to # Lightning Damage,1,1,Solo Self-Found:1,Normal:1,Weapons/OneHandWeapons:1,Adds 2 to 28 Lightning Damage
enchantMods,Adds # to # Lightning Damage if you haven't Killed Recently,1,1,Standard:1,Rare:1,Armours/Boots:1,Adds 1 to 56 Lightning Damage if you haven't Killed Recently
enchantMods,Allocates Acuity,1,1,Standard:1,Rare:1,Amulets/TalismanBlack6:1,Allocates Acuity
enchantMods,Allocates Adder's Touch,1,1,Standard:1,Rare:1,Amulets/TalismanBlack3:1,Allocates Adder's Touch
enchantMods,Allocates Admonisher,1,1,Standard:1,Rare:1,Amulets/TalismanBlack5:1,Allocates Admonisher
enchantMods,Allocates Agility,1,1,Standard:1,Rare:1,Amulets/TalismanWhite6:1,Allocates Agility
enchantMods,Allocates Arcane Guarding,1,1,Standard:1,Rare:1,Amulets/TalismanWhite5:1,Allocates Arcane Guarding
enchantMods,Allocates Arcane Will,1,1,Standard:1,Rare:1,Amulets/TalismanWhite3:1,Allocates Arcane Will
enchantMods,Allocates Arcing Blows,1,1,Standard:1,Rare:1,Amulets/TalismanWhite7:1,Allocates Arcing Blows
enchantMods,Allocates Art of the Gladiator,1,1,Standard:1,Rare:1,Amulets/TalismanWhite5:1,Allocates Art of the Gladiator
enchantMods,Allocates As The Mountain,1,1,Standard:1,Unique:1,Amulets/Malachai's BrillianceAmulet:1,Allocates As The Mountain
enchantMods,"Allocates Ash, Frost and Storm",1,1,Standard:1,Rare:1,Amulets/CitrineAmulet:1,"Allocates Ash, Frost and Storm"
enchantMods,Allocates Aspect of the Lynx,1,1,Standard:1,Rare:1,Amulets/NewTalisman7:1,Allocates Aspect of the Lynx
enchantMods,Allocates Atrophy,1,1,Standard:1,Rare:1,Amulets/TalismanRed8:1,Allocates Atrophy
enchantMods,Allocates Backstabbing,1,1,Standard:1,Rare:1,Amulets/TalismanWhite1:1,Allocates Backstabbing
enchantMods,Allocates Beef,1,1,Standard:1,Rare:1,Amulets/TalismanWhite6:1,Allocates Beef
enchantMods,Allocates Berserking,1,1,Standard:1,Rare:1,Amulets/TalismanBlack3:1,Allocates Berserking
enchantMods,Allocates Bladedancer,1,1,Standard:1,Rare:1,Amulets/Amulet7:1,Allocates Bladedancer
enchantMods,Allocates Blood Drinker,1,1,Standard:1,Rare:1,Amulets/Amulet5:1,Allocates Blood Drinker
enchantMods,Allocates Bloodletting,1,1,Standard:1,Rare:1,Amulets/TalismanWhite6:1,Allocates Bloodletting
enchantMods,Allocates Brand Equity,1,1,Standard:1,Rare:1,Amulets/Amulet3:1,Allocates Brand Equity
enchantMods,Allocates Brinkmanship,1,1,Standard:1,Rare:1,Amulets/TalismanRed6:1,Allocates Brinkmanship
enchantMods,Allocates Cannibalistic Rite,1,1,Standard:1,Rare:1,Amulets/TalismanBlack6:1,Allocates Cannibalistic Rite
enchantMods,Allocates Cleaving,1,1,Standard:1,Rare:1,Amulets/NewTalisman7:1,Allocates Cleaving
enchantMods,Allocates Clever Construction,1,1,Standard:1,Rare:1,Amulets/TalismanBlack7:1,Allocates Clever Construction
enchantMods,Allocates Cloth and Chain,1,1,Standard:1,Rare:1,Amulets/Amulet1:1,Allocates Cloth and Chain
enchantMods,Allocates Constitution,1,1,Standard:1,Rare:1,Amulets/TurquoiseAmulet:1,Allocates Constitution
enchantMods,Allocates Counterweight,1,1,Standard:1,Unique:1,Amulets/GlacierCacoonUpgrade:1,Allocates Counterweight
enchantMods,Allocates Cruel Preparation,1,1,Standard:1,Rare:1,Amulets/DireClawTalisman:1,Allocates Cruel Preparation
enchantMods,Allocates Crystal Skin,1,1,Standard:1,Rare:1,Amulets/TalismanRed4:1,Allocates Crystal Skin
enchantMods,Allocates Dazzling Strikes,1,1,Standard:1,Rare:1,Amulets/NewTalisman3:1,Allocates Dazzling Strikes
enchantMods,Allocates Deep Wisdom,1,1,Standard:1,Rare:1,Amulets/TalismanBlack5:1,Allocates Deep Wisdom
enchantMods,Allocates Defiance,1,1,Standard:1,Rare:1,Amulets/TalismanWhite3:1,Allocates Defiance
enchantMods,Allocates Destroyer,1,1,Standard:1,Rare:1,Amulets/TalismanBlack2:1,Allocates Destroyer
enchantMods,Allocates Devotion,1,1,Standard:1,Unique:1,Amulets/MasterOfGems:1,Allocates Devotion
enchantMods,Allocates Diamond Skin,1,1,Standard:1,Rare:1,Amulets/DireClawTalisman:1,Allocates Diamond Skin
enchantMods,Allocates Dire Torment,1,1,Standard:1,Unique:1,Amulets/ElderChaos:1,Allocates Dire Torment
enchantMods,Allocates Disciple of the Forbidden,1,1,Standard:1,Rare:1,Amulets/TalismanBlack4:1,Allocates Disciple of the Forbidden
enchantMods,Allocates Discord Artisan,1,1,Standard:1,Rare:1,Amulets/TalismanWhite3:1,Allocates Discord Artisan
enchantMods,Allocates Disemboweling,1,1,Standard:1,Rare:1,Amulets/Amulet4:1,Allocates Disemboweling
enchantMods,Allocates Doom Cast,1,1,Standard:1,Rare:1,Amulets/TalismanWhite2:1,Allocates Doom Cast
enchantMods,Allocates Essence Extraction,1,1,Standard:1,Rare:1,Amulets/TalismanBlack4:1,Allocates Essence Extraction
enchantMods,Allocates Faith and Steel,1,1,Standard:1,Rare:1,Amulets/TalismanRed7:1,Allocates Faith and Steel
enchantMods,Allocates Fangs of Frost,1,1,Standard:1,Rare:1,Amulets/TalismanRed7:1,Allocates Fangs of Frost
enchantMods,Allocates Fatal Blade,1,1,Standard:1,Rare:1,Amulets/CitrineAmulet:1,Allocates Fatal Blade
enchantMods,Allocates Fatal Toxins,1,1,Standard:1,Rare:1,Amulets/TalismanWhite6:1,Allocates Fatal Toxins
enchantMods,Allocates Fending,1,1,Standard:1,Rare:1,Amulets/TalismanWhite5:1,Allocates Fending
enchantMods,Allocates Field Medicine,1,1,Standard:1,Rare:1,Amulets/TalismanBlack5:1,Allocates Field Medicine
enchantMods,Allocates Fingers of Frost,1,1,Standard:1,Rare:1,Amulets/TurquoiseAmulet:1,Allocates Fingers of Frost
enchantMods,Allocates Force Shaper,1,1,Standard:1,Rare:1,Amulets/TalismanBlack6:1,Allocates Force Shaper
enchantMods,Allocates Forces of Nature,1,1,Standard:1,Rare:1,Amulets/TalismanWhite5:1,Allocates Forces of Nature
enchantMods,Allocates Forethought,1,1,Standard:1,Rare:1,Amulets/TalismanBlack2:1,Allocates Forethought
enchantMods,Allocates Frost Walker,1,1,Solo Self-Found:1,Rare:1,Amulets/TalismanWhite5:1,Allocates Frost Walker
enchantMods,Allocates Gladiator's Perseverance,1,1,Standard:1,Rare:1,Amulets/TalismanRed3:1,Allocates Gladiator's Perseverance
enchantMods,Allocates Golem Commander,1,1,Standard:1,Rare:1,Amulets/NewTalisman7:1,Allocates Golem Commander
enchantMods,Allocates Grave Intentions,1,1,Standard:1,Rare:1,Amulets/TalismanWhite1:1,Allocates Grave Intentions
enchantMods,Allocates Harrier,1,1,Standard:1,Unique:1,Amulets/Amulet4Unique:1,Allocates Harrier
enchantMods,Allocates Harvester of Foes,1,1,Standard:1,Rare:1,Amulets/BluePearlAmulet:1,Allocates Harvester of Foes
enchantMods,Allocates Heart and Soul,1,1,Standard:1,Rare:1,Amulets/NewTalisman2:1,Allocates Heart and Soul
enchantMods,Allocates Heart of Flame,1,1,Standard:1,Rare:1,Amulets/TalismanWhite1:1,Allocates Heart of Flame
enchantMods,Allocates Heart of Ice,1,1,Standard:1,Rare:1,Amulets/TurquoiseAmulet:1,Allocates Heart of Ice
enchantMods,Allocates Hearty,1,1,Standard:1,Rare:1,Amulets/TalismanWhite4:1,Allocates Hearty
enchantMods,Allocates Hematophagy,1,1,Standard:1,Rare:1,Amulets/Amulet6:1,Allocates Hematophagy
enchantMods,Allocates Herbalism,1,1,Standard:1,Rare:1,Amulets/TalismanRed1:1,Allocates Herbalism
enchantMods,Allocates Hunter's Gambit,1,1,Standard:1,Rare:1,Amulets/NewTalisman3:1,Allocates Hunter's Gambit
enchantMods,Allocates Incorporeal,1,1,Standard:1,Rare:1,Amulets/TalismanWhite2:1,Allocates Incorporeal
enchantMods,Allocates Indiscriminate Revenge,1,1,Standard:1,Unique:1,Amulets/Amulet4Unique:1,Allocates Indiscriminate Revenge
enchantMods,Allocates Inexorable,1,1,Standard:1,Unique:1,Amulets/Anvil:1,Allocates Inexorable
enchantMods,Allocates Instability,1,1,Standard:1,Rare:1,Amulets/TalismanWhite2:1,Allocates Instability
enchantMods,Allocates Ironwood,1,1,Standard:1,Rare:1,Amulets/TalismanWhite2:1,Allocates Ironwood
enchantMods,Allocates Juggernaut,1,1,Standard:1,Rare:1,Amulets/TalismanRed4:1,Allocates Juggernaut
enchantMods,Allocates Lava Lash,1,1,Standard:1,Rare:1,Amulets/Amulet7:1,Allocates Lava Lash
enchantMods,Allocates Leadership,1,1,Standard:1,Rare:1,Amulets/TalismanRed6:1,Allocates Leadership
enchantMods,Allocates Life Raker,1,1,Standard:1,Rare:1,Amulets/NewTalisman2:1,Allocates Life Raker
enchantMods,Allocates Light of Divinity,1,1,Standard:1,Rare:1,Amulets/TalismanBlack2:1,Allocates Light of Divinity
enchantMods,Allocates Lightning Walker,1,1,Standard:1,Rare:1,Amulets/TalismanWhite1:1,Allocates Lightning Walker
enchantMods,Allocates Longshot,1,1,Standard:1,Rare:1,Amulets/NewTalisman3:1,Allocates Longshot
enchantMods,Allocates Martial Experience,1,1,Standard:1,Rare:1,Amulets/TalismanWhite6:1,Allocates Martial Experience
enchantMods,Allocates Master Sapper,1,1,Standard:1,Rare:1,Amulets/NewTalisman7:1,Allocates Master Sapper
enchantMods,Allocates Master of Blades,1,1,Standard:1,Unique:1,Amulets/BiscosCollar:1,Allocates Master of Blades
enchantMods,Allocates Master of the Arena,1,1,Standard:1,Rare:1,Amulets/MonkeyPawTalisman:1,Allocates Master of the Arena
enchantMods,Allocates Melding,1,1,Standard:1,Rare:1,Amulets/TalismanWhite3:1,Allocates Melding
enchantMods,Allocates Mind Drinker,1,1,Standard:1,Rare:1,Amulets/Amulet7:1,Allocates Mind Drinker
enchantMods,Allocates Mystic Talents,1,1,Standard:1,Rare:1,Amulets/TalismanBlack2:1,Allocates Mystic Talents
enchantMods,Allocates Nightstalker,1,1,Standard:1,Rare:1,Amulets/TalismanBlack7:1,Allocates Nightstalker
enchantMods,Allocates One with the River,1,1,Standard:1,Rare:1,Amulets/TalismanWhite8:1,Allocates One with the River
enchantMods,Allocates Overcharge,1,1,Standard:1,Unique:1,Amulets/MetamorphosisAmulet:1,Allocates Overcharge
enchantMods,Allocates Overprepared,1,1,Standard:1,Rare:1,Amulets/TalismanWhite3:1,Allocates Overprepared
enchantMods,Allocates Path of the Savant,1,1,Standard:1,Rare:1,Amulets/TalismanWhite8:1,Allocates Path of the Savant
enchantMods,Allocates Physique,1,1,Standard:1,Rare:1,Amulets/TalismanWhite6:1,Allocates Physique
enchantMods,Allocates Potency of Will,1,1,Standard:1,Rare:1,Amulets/NewTalisman3:1,Allocates Potency of Will
enchantMods,Allocates Potent Connections,1,1,Standard:1,Rare:1,Amulets/DireClawTalisman:1,Allocates Potent Connections
enchantMods,Allocates Prodigal Perfection,1,1,Solo Self-Found:1,Rare:1,Amulets/Amulet7:1,Allocates Prodigal Perfection
enchantMods,Allocates Profane Chemistry,1,1,Standard:1,Unique:1,Amulets/Malachai's BrillianceAmulet:1,Allocates Profane Chemistry
enchantMods,Allocates Purity of Flesh,1,1,Standard:1,Rare:1,Amulets/NewTalisman2:1,Allocates Purity of Flesh
enchantMods,Allocates Razor's Edge,1,1,Standard:1,Rare:1,Amulets/MonkeyPawTalisman:1,Allocates Razor's Edge
enchantMods,Allocates Replenishing Remedies,1,1,Standard:1,Rare:1,Amulets/TalismanWhite7:1,Allocates Replenishing Remedies
enchantMods,Allocates Retribution,1,1,Solo Self-Found:1,Rare:1,Amulets/TalismanWhite7:1,Allocates Retribution
enchantMods,Allocates Revenge of the Hunted,1,1,Standard:1,Rare:1,Amulets/TalismanRed3:1,Allocates Revenge of the Hunted
enchantMods,Allocates Righteous Army,1,1,Standard:1,Rare:1,Amulets/TalismanWhite5:1,Allocates Righteous Army
enchantMods,Allocates Righteous Decree,1,1,Standard:1,Unique:1,Amulets/PresenceOfChayula:1,Allocates Righteous Decree
enchantMods,Allocates Robust,1,1,Standard:1,Rare:1,Amulets/MonkeyPawTalisman:1,Allocates Robust
enchantMods,Allocates Safeguard,1,1,Standard:1,Rare:1,Amulets/TalismanWhite4:1,Allocates Safeguard
enchantMods,Allocates Savagery,1,1,Standard:1,Rare:1,Amulets/TalismanWhite8:1,Allocates Savagery
enchantMods,Allocates Season of Ice,1,1,Standard:1,Rare:1,Amulets/TalismanWhite6:1,Allocates Season of Ice
enchantMods,Allocates Shaman's Dominion,1,1,Standard:1,Rare:1,Amulets/Amulet7:1,Allocates Shaman's Dominion
enchantMods,Allocates Shaper,1,1,Standard:1,Rare:1,Amulets/TalismanRed3:1,Allocates Shaper
enchantMods,Allocates Slaughter,1,1,Standard:1,Rare:1,Amulets/TalismanWhite8:1,Allocates Slaughter
enchantMods,Allocates Sleight of Hand,1,1,Standard:1,Rare:1,Amulets/TalismanWhite8:1,Allocates Sleight of Hand
enchantMods,Allocates Soul Siphon,1,1,Standard:1,Rare:1,Amulets/NewTalisman:1,Allocates Soul Siphon
enchantMods,Allocates Soul Thief,1,1,Standard:1,Rare:1,Amulets/TalismanWhite4:1,Allocates Soul Thief
enchantMods,Allocates Split Shot,1,1,Standard:1,Rare:1,Amulets/TalismanWhite6:1,Allocates Split Shot
enchantMods,Allocates Steadfast,1,1,Standard:1,Rare:1,Amulets/TalismanRed8:1,Allocates Steadfast
enchantMods,Allocates Storm Weaver,1,1,Standard:1,Unique:1,Amulets/Amulet37:1,Allocates Storm Weaver
enchantMods,Allocates Strong Arm,1,1,Standard:1,Rare:1,Amulets/TalismanWhite6:1,Allocates Strong Arm
enchantMods,Allocates Surveillance,1,1,Standard:1,Unique:1,Amulets/YokeOfSuffering:1,Allocates Surveillance
enchantMods,Allocates Swift Venoms,1,1,Standard:1,Rare:1,Amulets/TalismanWhite5:1,Allocates Swift Venoms
enchantMods,Allocates Throatseeker,1,1,Standard:1,Rare:1,Amulets/NewTalisman:1,Allocates Throatseeker
enchantMods,Allocates Tireless,1,1,Standard:1,Rare:1,Amulets/TalismanWhite8:1,Allocates Tireless
enchantMods,Allocates Tolerance,1,1,Standard:1,Rare:1,Amulets/NewTalisman7:1,Allocates Tolerance
enchantMods,Allocates Tribal Fury,1,1,Standard:1,Unique:1,Amulets/Amulet36:1,Allocates Tribal Fury
enchantMods,Allocates Trick Shot,1,1,Standard:1,Rare:1,Amulets/TalismanWhite8:1,Allocates Trick Shot
enchantMods,Allocates Unnatural Calm,1,1,Standard:1,Rare:1,Amulets/TalismanBlack3:1,Allocates Unnatural Calm
